type_pre,type_post,total,offset,weight,share
hDeltaD,FS4A,1227,-3,552,0.45
hDeltaD,FS4A,1227,-2,28,0.023
hDeltaD,FS4A,1227,0,4,0.003
hDeltaD,FS4A,1227,1,5,0.004
hDeltaD,FS4A,1227,3,62,0.051
hDeltaD,FS4A,1227,4,576,0.469
FC3_b,PFR_a,1211,-2,3,0.002
FC3_b,PFR_a,1211,-1,220,0.182
FC3_b,PFR_a,1211,0,851,0.703
FC3_b,PFR_a,1211,1,135,0.111
FC3_b,PFR_a,1211,2,2,0.002
vDeltaA_a,FS4A,1194,-3,13,0.011
vDeltaA_a,FS4A,1194,-2,41,0.034
vDeltaA_a,FS4A,1194,-1,212,0.178
vDeltaA_a,FS4A,1194,0,517,0.433
vDeltaA_a,FS4A,1194,1,333,0.279
vDeltaA_a,FS4A,1194,2,69,0.058
vDeltaA_a,FS4A,1194,3,7,0.006
vDeltaA_a,FS4A,1194,4,2,0.002
vDeltaI_a,FC2A,1164,-2,10,0.009
vDeltaI_a,FC2A,1164,-1,221,0.19
vDeltaI_a,FC2A,1164,0,536,0.46
vDeltaI_a,FC2A,1164,1,350,0.301
vDeltaI_a,FC2A,1164,2,47,0.04
hDeltaH,PFR_a,1148,-3,538,0.469
hDeltaH,PFR_a,1148,-2,6,0.005
hDeltaH,PFR_a,1148,0,12,0.01
hDeltaH,PFR_a,1148,3,7,0.006
hDeltaH,PFR_a,1148,4,585,0.51
PFNa,FC3_c,1137,-2,32,0.028
PFNa,FC3_c,1137,-1,269,0.237
PFNa,FC3_c,1137,0,642,0.565
PFNa,FC3_c,1137,1,187,0.164
PFNa,FC3_c,1137,2,7,0.006
vDeltaC,hDeltaE,1112,-3,80,0.072
vDeltaC,hDeltaE,1112,-2,28,0.025
vDeltaC,hDeltaE,1112,-1,209,0.188
vDeltaC,hDeltaE,1112,0,191,0.172
vDeltaC,hDeltaE,1112,1,64,0.058
vDeltaC,hDeltaE,1112,2,27,0.024
vDeltaC,hDeltaE,1112,3,230,0.207
vDeltaC,hDeltaE,1112,4,283,0.254
vDeltaM,vDeltaL,1106,-3,2,0.002
vDeltaM,vDeltaL,1106,-2,14,0.013
vDeltaM,vDeltaL,1106,-1,177,0.16
vDeltaM,vDeltaL,1106,0,657,0.594
vDeltaM,vDeltaL,1106,1,229,0.207
vDeltaM,vDeltaL,1106,2,22,0.02
vDeltaM,vDeltaL,1106,3,5,0.005
hDeltaD,vDeltaB,1092,-3,420,0.385
hDeltaD,vDeltaB,1092,-2,69,0.063
hDeltaD,vDeltaB,1092,-1,2,0.002
hDeltaD,vDeltaB,1092,2,1,0.001
hDeltaD,vDeltaB,1092,3,115,0.105
hDeltaD,vDeltaB,1092,4,485,0.444
hDeltaC,vDeltaF,1092,-3,86,0.079
hDeltaC,vDeltaF,1092,-2,3,0.003
hDeltaC,vDeltaF,1092,-1,2,0.002
hDeltaC,vDeltaF,1092,0,48,0.044
hDeltaC,vDeltaF,1092,1,274,0.251
hDeltaC,vDeltaF,1092,2,219,0.201
hDeltaC,vDeltaF,1092,3,241,0.221
hDeltaC,vDeltaF,1092,4,219,0.201
FC2A,PFL2,1090,-1,209,0.192
FC2A,PFL2,1090,0,694,0.637
FC2A,PFL2,1090,1,185,0.17
FC2A,PFL2,1090,2,2,0.002
FC2B,hDeltaM,1073,-3,3,0.003
FC2B,hDeltaM,1073,-2,19,0.018
FC2B,hDeltaM,1073,-1,440,0.41
FC2B,hDeltaM,1073,0,411,0.383
FC2B,hDeltaM,1073,1,21,0.02
FC2B,hDeltaM,1073,2,4,0.004
FC2B,hDeltaM,1073,3,76,0.071
FC2B,hDeltaM,1073,4,99,0.092
vDeltaI_b,hDeltaH,1044,-3,8,0.008
vDeltaI_b,hDeltaH,1044,-2,26,0.025
vDeltaI_b,hDeltaH,1044,-1,421,0.403
vDeltaI_b,hDeltaH,1044,0,427,0.409
vDeltaI_b,hDeltaH,1044,1,96,0.092
vDeltaI_b,hDeltaH,1044,2,7,0.007
vDeltaI_b,hDeltaH,1044,3,21,0.02
vDeltaI_b,hDeltaH,1044,4,38,0.036
hDeltaA,PFR_b,1034,-3,53,0.051
hDeltaA,PFR_b,1034,-2,1,0.001
hDeltaA,PFR_b,1034,-1,1,0.001
hDeltaA,PFR_b,1034,0,70,0.068
hDeltaA,PFR_b,1034,1,205,0.198
hDeltaA,PFR_b,1034,2,263,0.254
hDeltaA,PFR_b,1034,3,233,0.225
hDeltaA,PFR_b,1034,4,208,0.201
hDeltaB,hDeltaH,1010,-3,224,0.222
hDeltaB,hDeltaH,1010,-2,298,0.295
hDeltaB,hDeltaH,1010,-1,285,0.282
hDeltaB,hDeltaH,1010,0,79,0.078
hDeltaB,hDeltaH,1010,1,6,0.006
hDeltaB,hDeltaH,1010,2,18,0.018
hDeltaB,hDeltaH,1010,3,13,0.013
hDeltaB,hDeltaH,1010,4,87,0.086
PFNd,hDeltaJ,1005,-3,189,0.188
PFNd,hDeltaJ,1005,-2,284,0.283
PFNd,hDeltaJ,1005,-1,185,0.184
PFNd,hDeltaJ,1005,0,129,0.128
PFNd,hDeltaJ,1005,1,27,0.027
PFNd,hDeltaJ,1005,2,47,0.047
PFNd,hDeltaJ,1005,3,18,0.018
PFNd,hDeltaJ,1005,4,126,0.125
PFNm_b,vDeltaC,999,-3,1,0.001
PFNm_b,vDeltaC,999,-2,25,0.025
PFNm_b,vDeltaC,999,-1,372,0.372
PFNm_b,vDeltaC,999,0,490,0.49
PFNm_b,vDeltaC,999,1,103,0.103
PFNm_b,vDeltaC,999,2,8,0.008
hDeltaC,FC2C,980,-3,91,0.093
hDeltaC,FC2C,980,-2,10,0.01
hDeltaC,FC2C,980,-1,2,0.002
hDeltaC,FC2C,980,0,64,0.065
hDeltaC,FC2C,980,1,184,0.188
hDeltaC,FC2C,980,2,162,0.165
hDeltaC,FC2C,980,3,225,0.23
hDeltaC,FC2C,980,4,242,0.247
hDeltaF,hDeltaC,971,-3,151,0.156
hDeltaF,hDeltaC,971,-2,238,0.245
hDeltaF,hDeltaC,971,-1,185,0.191
hDeltaF,hDeltaC,971,0,211,0.217
hDeltaF,hDeltaC,971,1,121,0.125
hDeltaF,hDeltaC,971,2,22,0.023
hDeltaF,hDeltaC,971,3,30,0.031
hDeltaF,hDeltaC,971,4,13,0.013
hDeltaM,FC2B,958,-3,426,0.445
hDeltaM,FC2B,958,-2,66,0.069
hDeltaM,FC2B,958,3,34,0.035
hDeltaM,FC2B,958,4,432,0.451
vDeltaG,hDeltaM,954,-3,59,0.062
vDeltaG,hDeltaM,954,-2,13,0.014
vDeltaG,hDeltaM,954,-1,69,0.072
vDeltaG,hDeltaM,954,0,58,0.061
vDeltaG,hDeltaM,954,1,20,0.021
vDeltaG,hDeltaM,954,2,28,0.029
vDeltaG,hDeltaM,954,3,360,0.377
vDeltaG,hDeltaM,954,4,347,0.364
vDeltaM,vDeltaJ,927,-3,17,0.018
vDeltaM,vDeltaJ,927,-2,22,0.024
vDeltaM,vDeltaJ,927,-1,166,0.179
vDeltaM,vDeltaJ,927,0,522,0.563
vDeltaM,vDeltaJ,927,1,196,0.211
vDeltaM,vDeltaJ,927,2,4,0.004
PFNm_b,vDeltaB,910,-3,4,0.004
PFNm_b,vDeltaB,910,-2,23,0.025
PFNm_b,vDeltaB,910,-1,234,0.257
PFNm_b,vDeltaB,910,0,532,0.585
PFNm_b,vDeltaB,910,1,105,0.115
PFNm_b,vDeltaB,910,2,12,0.013
PFNa,FC3_b,885,-2,11,0.012
PFNa,FC3_b,885,-1,177,0.2
PFNa,FC3_b,885,0,486,0.549
PFNa,FC3_b,885,1,206,0.233
PFNa,FC3_b,885,2,5,0.006
hDeltaB,hDeltaB,882,-3,84,0.095
hDeltaB,hDeltaB,882,-2,236,0.268
hDeltaB,hDeltaB,882,-1,87,0.099
hDeltaB,hDeltaB,882,0,120,0.136
hDeltaB,hDeltaB,882,1,81,0.092
hDeltaB,hDeltaB,882,2,189,0.214
hDeltaB,hDeltaB,882,3,75,0.085
hDeltaB,hDeltaB,882,4,10,0.011
vDeltaF,FC2B,880,-3,2,0.002
vDeltaF,FC2B,880,-2,16,0.018
vDeltaF,FC2B,880,-1,155,0.176
vDeltaF,FC2B,880,0,367,0.417
vDeltaF,FC2B,880,1,275,0.312
vDeltaF,FC2B,880,2,63,0.072
vDeltaF,FC2B,880,3,2,0.002
PFL3,PFL3,853,-3,106,0.124
PFL3,PFL3,853,-2,124,0.145
PFL3,PFL3,853,-1,93,0.109
PFL3,PFL3,853,0,57,0.067
PFL3,PFL3,853,1,104,0.122
PFL3,PFL3,853,2,137,0.161
PFL3,PFL3,853,3,95,0.111
PFL3,PFL3,853,4,137,0.161
FC3_b,vDeltaG,852,-3,2,0.002
FC3_b,vDeltaG,852,-2,23,0.027
FC3_b,vDeltaG,852,-1,233,0.273
FC3_b,vDeltaG,852,0,408,0.479
FC3_b,vDeltaG,852,1,176,0.207
FC3_b,vDeltaG,852,2,10,0.012
hDeltaB,FS4A,849,-3,15,0.018
hDeltaB,FS4A,849,0,3,0.004
hDeltaB,FS4A,849,1,188,0.221
hDeltaB,FS4A,849,2,150,0.177
hDeltaB,FS4A,849,3,259,0.305
hDeltaB,FS4A,849,4,234,0.276
FC1E,PFL1,849,-2,4,0.005
FC1E,PFL1,849,-1,149,0.176
FC1E,PFL1,849,0,518,0.61
FC1E,PFL1,849,1,175,0.206
FC1E,PFL1,849,2,2,0.002
FC1E,PFL1,849,3,1,0.001
hDeltaL,vDeltaD,844,-3,72,0.085
hDeltaL,vDeltaD,844,-2,12,0.014
hDeltaL,vDeltaD,844,-1,5,0.006
hDeltaL,vDeltaD,844,0,76,0.09
hDeltaL,vDeltaD,844,1,180,0.213
hDeltaL,vDeltaD,844,2,131,0.155
hDeltaL,vDeltaD,844,3,179,0.212
hDeltaL,vDeltaD,844,4,189,0.224
vDeltaG,FC2B,835,-2,20,0.024
vDeltaG,FC2B,835,-1,195,0.234
vDeltaG,FC2B,835,0,376,0.45
vDeltaG,FC2B,835,1,221,0.265
vDeltaG,FC2B,835,2,23,0.028
vDeltaI_b,vDeltaI_b,831,-2,18,0.022
vDeltaI_b,vDeltaI_b,831,-1,231,0.278
vDeltaI_b,vDeltaI_b,831,0,329,0.396
vDeltaI_b,vDeltaI_b,831,1,232,0.279
vDeltaI_b,vDeltaI_b,831,2,21,0.025
vDeltaE,hDeltaL,829,-3,59,0.071
vDeltaE,hDeltaL,829,-2,55,0.066
vDeltaE,hDeltaL,829,-1,76,0.092
vDeltaE,hDeltaL,829,0,131,0.158
vDeltaE,hDeltaL,829,1,159,0.192
vDeltaE,hDeltaL,829,2,116,0.14
vDeltaE,hDeltaL,829,3,117,0.141
vDeltaE,hDeltaL,829,4,116,0.14
PFNm_b,FC2C,814,-1,115,0.141
PFNm_b,FC2C,814,0,571,0.701
PFNm_b,FC2C,814,1,128,0.157
FC3_a,vDeltaG,808,-2,20,0.025
FC3_a,vDeltaG,808,-1,163,0.202
FC3_a,vDeltaG,808,0,438,0.542
FC3_a,vDeltaG,808,1,181,0.224
FC3_a,vDeltaG,808,2,6,0.007
hDeltaF,vDeltaD,797,-3,262,0.329
hDeltaF,vDeltaD,797,-2,199,0.25
hDeltaF,vDeltaD,797,-1,142,0.178
hDeltaF,vDeltaD,797,0,9,0.011
hDeltaF,vDeltaD,797,3,18,0.023
hDeltaF,vDeltaD,797,4,167,0.21
PFR_b,hDeltaG,795,-3,5,0.006
PFR_b,hDeltaG,795,-2,9,0.011
PFR_b,hDeltaG,795,-1,288,0.362
PFR_b,hDeltaG,795,0,259,0.326
PFR_b,hDeltaG,795,1,7,0.009
PFR_b,hDeltaG,795,2,4,0.005
PFR_b,hDeltaG,795,3,124,0.156
PFR_b,hDeltaG,795,4,99,0.125
hDeltaH,FS2,786,-3,380,0.483
hDeltaH,FS2,786,-2,13,0.017
hDeltaH,FS2,786,0,7,0.009
hDeltaH,FS2,786,1,1,0.001
hDeltaH,FS2,786,3,32,0.041
hDeltaH,FS2,786,4,353,0.449
hDeltaD,vDeltaA_b,786,-3,254,0.323
hDeltaD,vDeltaA_b,786,-2,31,0.039
hDeltaD,vDeltaA_b,786,1,1,0.001
hDeltaD,vDeltaA_b,786,3,91,0.116
hDeltaD,vDeltaA_b,786,4,409,0.52
PFNv,hDeltaC,780,-1,25,0.032
PFNv,hDeltaC,780,0,169,0.217
PFNv,hDeltaC,780,1,186,0.238
PFNv,hDeltaC,780,2,176,0.226
PFNv,hDeltaC,780,3,195,0.25
PFNv,hDeltaC,780,4,29,0.037
PFNa,FC1E,774,-1,121,0.156
PFNa,FC1E,774,0,493,0.637
PFNa,FC1E,774,1,151,0.195
PFNa,FC1E,774,2,9,0.012
PFR_a,hDeltaJ,769,-3,157,0.204
PFR_a,hDeltaJ,769,-2,154,0.2
PFR_a,hDeltaJ,769,-1,115,0.15
PFR_a,hDeltaJ,769,0,64,0.083
PFR_a,hDeltaJ,769,1,60,0.078
PFR_a,hDeltaJ,769,2,51,0.066
PFR_a,hDeltaJ,769,3,66,0.086
PFR_a,hDeltaJ,769,4,102,0.133
PFR_a,hDeltaB,763,-3,148,0.194
PFR_a,hDeltaB,763,-2,122,0.16
PFR_a,hDeltaB,763,-1,91,0.119
PFR_a,hDeltaB,763,0,70,0.092
PFR_a,hDeltaB,763,1,75,0.098
PFR_a,hDeltaB,763,2,78,0.102
PFR_a,hDeltaB,763,3,76,0.1
PFR_a,hDeltaB,763,4,103,0.135
FC3_a,hDeltaH,762,-3,6,0.008
FC3_a,hDeltaH,762,-1,129,0.169
FC3_a,hDeltaH,762,0,138,0.181
FC3_a,hDeltaH,762,1,2,0.003
FC3_a,hDeltaH,762,2,2,0.003
FC3_a,hDeltaH,762,3,233,0.306
FC3_a,hDeltaH,762,4,252,0.331
hDeltaF,hDeltaL,756,-3,135,0.179
hDeltaF,hDeltaL,756,-2,226,0.299
hDeltaF,hDeltaL,756,-1,75,0.099
hDeltaF,hDeltaL,756,0,195,0.258
hDeltaF,hDeltaL,756,1,101,0.134
hDeltaF,hDeltaL,756,2,8,0.011
hDeltaF,hDeltaL,756,3,14,0.019
hDeltaF,hDeltaL,756,4,2,0.003
FS2,FS2,753,-3,88,0.117
FS2,FS2,753,-2,84,0.112
FS2,FS2,753,-1,96,0.127
FS2,FS2,753,0,132,0.175
FS2,FS2,753,1,96,0.127
FS2,FS2,753,2,70,0.093
FS2,FS2,753,3,81,0.108
FS2,FS2,753,4,106,0.141
PFNm_a,FC2C,749,-1,86,0.115
PFNm_a,FC2C,749,0,614,0.82
PFNm_a,FC2C,749,1,49,0.065
FC3_b,hDeltaH,745,-3,1,0.001
FC3_b,hDeltaH,745,-2,2,0.003
FC3_b,hDeltaH,745,-1,152,0.204
FC3_b,hDeltaH,745,0,146,0.196
FC3_b,hDeltaH,745,1,2,0.003
FC3_b,hDeltaH,745,2,3,0.004
FC3_b,hDeltaH,745,3,225,0.302
FC3_b,hDeltaH,745,4,214,0.287
FC3_a,vDeltaF,744,-2,92,0.124
FC3_a,vDeltaF,744,-1,199,0.267
FC3_a,vDeltaF,744,0,311,0.418
FC3_a,vDeltaF,744,1,139,0.187
FC3_a,vDeltaF,744,2,3,0.004
vDeltaI_b,vDeltaI_a,740,-3,3,0.004
vDeltaI_b,vDeltaI_a,740,-2,21,0.028
vDeltaI_b,vDeltaI_a,740,-1,200,0.27
vDeltaI_b,vDeltaI_a,740,0,359,0.485
vDeltaI_b,vDeltaI_a,740,1,127,0.172
vDeltaI_b,vDeltaI_a,740,2,30,0.041
hDeltaB,hDeltaG,736,-3,108,0.147
hDeltaB,hDeltaG,736,-2,156,0.212
hDeltaB,hDeltaG,736,-1,155,0.211
hDeltaB,hDeltaG,736,0,79,0.107
hDeltaB,hDeltaG,736,1,43,0.058
hDeltaB,hDeltaG,736,2,91,0.124
hDeltaB,hDeltaG,736,3,29,0.039
hDeltaB,hDeltaG,736,4,75,0.102
hDeltaF,PFGs,726,-3,254,0.35
hDeltaF,PFGs,726,-2,301,0.415
hDeltaF,PFGs,726,-1,77,0.106
hDeltaF,PFGs,726,1,4,0.006
hDeltaF,PFGs,726,3,1,0.001
hDeltaF,PFGs,726,4,89,0.123
vDeltaI_a,vDeltaI_a,708,-3,4,0.006
vDeltaI_a,vDeltaI_a,708,-2,57,0.081
vDeltaI_a,vDeltaI_a,708,-1,225,0.318
vDeltaI_a,vDeltaI_a,708,0,153,0.216
vDeltaI_a,vDeltaI_a,708,1,203,0.287
vDeltaI_a,vDeltaI_a,708,2,61,0.086
vDeltaI_a,vDeltaI_a,708,3,5,0.007
FS4A,FS4A,706,-3,84,0.119
FS4A,FS4A,706,-2,93,0.132
FS4A,FS4A,706,-1,103,0.146
FS4A,FS4A,706,0,51,0.072
FS4A,FS4A,706,1,105,0.149
FS4A,FS4A,706,2,86,0.122
FS4A,FS4A,706,3,84,0.119
FS4A,FS4A,706,4,100,0.142
vDeltaH,hDeltaH,701,-3,9,0.013
vDeltaH,hDeltaH,701,-2,44,0.063
vDeltaH,hDeltaH,701,-1,221,0.315
vDeltaH,hDeltaH,701,0,285,0.407
vDeltaH,hDeltaH,701,1,91,0.13
vDeltaH,hDeltaH,701,2,3,0.004
vDeltaH,hDeltaH,701,3,10,0.014
vDeltaH,hDeltaH,701,4,38,0.054
hDeltaC,vDeltaC,701,-3,49,0.07
hDeltaC,vDeltaC,701,-2,4,0.006
hDeltaC,vDeltaC,701,-1,4,0.006
hDeltaC,vDeltaC,701,0,52,0.074
hDeltaC,vDeltaC,701,1,205,0.292
hDeltaC,vDeltaC,701,2,133,0.19
hDeltaC,vDeltaC,701,3,133,0.19
hDeltaC,vDeltaC,701,4,121,0.173
vDeltaM,vDeltaI_b,700,-3,1,0.001
vDeltaM,vDeltaI_b,700,-2,9,0.013
vDeltaM,vDeltaI_b,700,-1,116,0.166
vDeltaM,vDeltaI_b,700,0,408,0.583
vDeltaM,vDeltaI_b,700,1,165,0.236
vDeltaM,vDeltaI_b,700,2,1,0.001
FC3_b,PFGs,695,-1,90,0.129
FC3_b,PFGs,695,0,517,0.744
FC3_b,PFGs,695,1,87,0.125
FC3_b,PFGs,695,3,1,0.001
FC2C,FS1A_c,681,-3,7,0.01
FC2C,FS1A_c,681,-2,6,0.009
FC2C,FS1A_c,681,-1,76,0.112
FC2C,FS1A_c,681,0,466,0.684
FC2C,FS1A_c,681,1,93,0.137
FC2C,FS1A_c,681,2,16,0.023
FC2C,FS1A_c,681,3,8,0.012
FC2C,FS1A_c,681,4,9,0.013
vDeltaK,PFL2,679,-2,6,0.009
vDeltaK,PFL2,679,-1,80,0.118
vDeltaK,PFL2,679,0,467,0.688
vDeltaK,PFL2,679,1,120,0.177
vDeltaK,PFL2,679,2,5,0.007
vDeltaK,PFL2,679,3,1,0.001
FC3_c,PFR_a,678,-1,77,0.114
FC3_c,PFR_a,678,0,475,0.701
FC3_c,PFR_a,678,1,125,0.184
FC3_c,PFR_a,678,2,1,0.001
hDeltaF,vDeltaC,678,-3,226,0.333
hDeltaF,vDeltaC,678,-2,175,0.258
hDeltaF,vDeltaC,678,-1,94,0.139
hDeltaF,vDeltaC,678,0,8,0.012
hDeltaF,vDeltaC,678,1,4,0.006
hDeltaF,vDeltaC,678,3,12,0.018
hDeltaF,vDeltaC,678,4,159,0.235
FC1A,PFL1,672,-3,1,0.001
FC1A,PFL1,672,-2,11,0.016
FC1A,PFL1,672,-1,176,0.262
FC1A,PFL1,672,0,364,0.542
FC1A,PFL1,672,1,114,0.17
FC1A,PFL1,672,2,6,0.009
FC1D,FC1C_b,668,-3,1,0.001
FC1D,FC1C_b,668,-2,4,0.006
FC1D,FC1C_b,668,-1,87,0.13
FC1D,FC1C_b,668,0,421,0.63
FC1D,FC1C_b,668,1,140,0.21
FC1D,FC1C_b,668,2,11,0.016
FC1D,FC1C_b,668,3,1,0.001
FC1D,FC1C_b,668,4,3,0.004
FC1A,FC1E,666,-3,1,0.002
FC1A,FC1E,666,-2,8,0.012
FC1A,FC1E,666,-1,148,0.222
FC1A,FC1E,666,0,375,0.563
FC1A,FC1E,666,1,132,0.198
FC1A,FC1E,666,2,2,0.003
FC2C,hDeltaM,665,-2,22,0.033
FC2C,hDeltaM,665,-1,344,0.517
FC2C,hDeltaM,665,0,278,0.418
FC2C,hDeltaM,665,1,10,0.015
FC2C,hDeltaM,665,3,5,0.008
FC2C,hDeltaM,665,4,6,0.009
FC1B,hDeltaC,665,-3,2,0.003
FC1B,hDeltaC,665,-2,1,0.002
FC1B,hDeltaC,665,-1,55,0.083
FC1B,hDeltaC,665,0,119,0.179
FC1B,hDeltaC,665,1,178,0.268
FC1B,hDeltaC,665,2,148,0.223
FC1B,hDeltaC,665,3,120,0.18
FC1B,hDeltaC,665,4,42,0.063
hDeltaG,FR1,657,-3,285,0.434
hDeltaG,FR1,657,-2,19,0.029
hDeltaG,FR1,657,3,17,0.026
hDeltaG,FR1,657,4,336,0.511
PFNv,PFNa,657,-3,3,0.005
PFNv,PFNa,657,-2,5,0.008
PFNv,PFNa,657,-1,49,0.075
PFNv,PFNa,657,0,520,0.791
PFNv,PFNa,657,1,70,0.107
PFNv,PFNa,657,2,4,0.006
PFNv,PFNa,657,3,2,0.003
PFNv,PFNa,657,4,4,0.006
hDeltaG,vDeltaE,653,-3,265,0.406
hDeltaG,vDeltaE,653,-2,30,0.046
hDeltaG,vDeltaE,653,1,1,0.002
hDeltaG,vDeltaE,653,2,7,0.011
hDeltaG,vDeltaE,653,3,59,0.09
hDeltaG,vDeltaE,653,4,291,0.446
FC1A,FC1D,649,-3,1,0.002
FC1A,FC1D,649,-2,15,0.023
FC1A,FC1D,649,-1,124,0.191
FC1A,FC1D,649,0,360,0.555
FC1A,FC1D,649,1,126,0.194
FC1A,FC1D,649,2,14,0.022
FC1A,FC1D,649,3,2,0.003
FC1A,FC1D,649,4,7,0.011
hDeltaE,PFGs,640,-3,264,0.412
hDeltaE,PFGs,640,-2,14,0.022
hDeltaE,PFGs,640,0,1,0.002
hDeltaE,PFGs,640,3,4,0.006
hDeltaE,PFGs,640,4,357,0.558
vDeltaH,FC2A,631,-3,2,0.003
vDeltaH,FC2A,631,-2,25,0.04
vDeltaH,FC2A,631,-1,133,0.211
vDeltaH,FC2A,631,0,217,0.344
vDeltaH,FC2A,631,1,224,0.355
vDeltaH,FC2A,631,2,28,0.044
vDeltaH,FC2A,631,3,2,0.003
vDeltaG,FC2A,631,-2,12,0.019
vDeltaG,FC2A,631,-1,143,0.227
vDeltaG,FC2A,631,0,287,0.455
vDeltaG,FC2A,631,1,169,0.268
vDeltaG,FC2A,631,2,20,0.032
hDeltaD,vDeltaA_a,630,-3,237,0.376
hDeltaD,vDeltaA_a,630,-2,9,0.014
hDeltaD,vDeltaA_a,630,-1,1,0.002
hDeltaD,vDeltaA_a,630,0,6,0.01
hDeltaD,vDeltaA_a,630,1,1,0.002
hDeltaD,vDeltaA_a,630,2,4,0.006
hDeltaD,vDeltaA_a,630,3,101,0.16
hDeltaD,vDeltaA_a,630,4,271,0.43
vDeltaI_a,vDeltaI_b,628,-3,1,0.002
vDeltaI_a,vDeltaI_b,628,-2,29,0.046
vDeltaI_a,vDeltaI_b,628,-1,121,0.193
vDeltaI_a,vDeltaI_b,628,0,283,0.451
vDeltaI_a,vDeltaI_b,628,1,172,0.274
vDeltaI_a,vDeltaI_b,628,2,20,0.032
vDeltaI_a,vDeltaI_b,628,3,2,0.003
hDeltaE,FS3_d,624,-3,260,0.417
hDeltaE,FS3_d,624,-2,22,0.035
hDeltaE,FS3_d,624,-1,8,0.013
hDeltaE,FS3_d,624,0,2,0.003
hDeltaE,FS3_d,624,3,53,0.085
hDeltaE,FS3_d,624,4,279,0.447
PFR_a,hDeltaH,619,-2,1,0.002
PFR_a,hDeltaH,619,-1,131,0.212
PFR_a,hDeltaH,619,0,166,0.268
PFR_a,hDeltaH,619,1,2,0.003
PFR_a,hDeltaH,619,3,153,0.247
PFR_a,hDeltaH,619,4,166,0.268
FC2C,FC2C,607,-3,40,0.066
FC2C,FC2C,607,-2,52,0.086
FC2C,FC2C,607,-1,82,0.135
FC2C,FC2C,607,0,219,0.361
FC2C,FC2C,607,1,94,0.155
FC2C,FC2C,607,2,48,0.079
FC2C,FC2C,607,3,33,0.054
FC2C,FC2C,607,4,39,0.064
PFL2,PFL2,606,-3,63,0.104
PFL2,PFL2,606,-2,84,0.139
PFL2,PFL2,606,-1,71,0.117
PFL2,PFL2,606,0,41,0.068
PFL2,PFL2,606,1,93,0.153
PFL2,PFL2,606,2,98,0.162
PFL2,PFL2,606,3,68,0.112
PFL2,PFL2,606,4,88,0.145
hDeltaH,FR1,602,-3,289,0.48
hDeltaH,FR1,602,-2,6,0.01
hDeltaH,FR1,602,0,5,0.008
hDeltaH,FR1,602,3,11,0.018
hDeltaH,FR1,602,4,291,0.483
hDeltaL,FC2B,594,-3,55,0.093
hDeltaL,FC2B,594,-1,6,0.01
hDeltaL,FC2B,594,0,112,0.189
hDeltaL,FC2B,594,1,94,0.158
hDeltaL,FC2B,594,2,154,0.259
hDeltaL,FC2B,594,3,90,0.152
hDeltaL,FC2B,594,4,83,0.14
FC3_b,vDeltaI_a,593,-2,22,0.037
FC3_b,vDeltaI_a,593,-1,168,0.283
FC3_b,vDeltaI_a,593,0,259,0.437
FC3_b,vDeltaI_a,593,1,141,0.238
FC3_b,vDeltaI_a,593,2,3,0.005
hDeltaH,vDeltaG,587,-3,271,0.462
hDeltaH,vDeltaG,587,-2,16,0.027
hDeltaH,vDeltaG,587,0,1,0.002
hDeltaH,vDeltaG,587,1,1,0.002
hDeltaH,vDeltaG,587,2,1,0.002
hDeltaH,vDeltaG,587,3,40,0.068
hDeltaH,vDeltaG,587,4,257,0.438
hDeltaJ,PFR_a,584,-3,21,0.036
hDeltaJ,PFR_a,584,0,33,0.057
hDeltaJ,PFR_a,584,1,108,0.185
hDeltaJ,PFR_a,584,2,162,0.277
hDeltaJ,PFR_a,584,3,159,0.272
hDeltaJ,PFR_a,584,4,101,0.173
hDeltaG,PFL3,582,-3,308,0.529
hDeltaG,PFL3,582,-2,5,0.009
hDeltaG,PFL3,582,0,1,0.002
hDeltaG,PFL3,582,3,8,0.014
hDeltaG,PFL3,582,4,260,0.447
hDeltaD,FS4B,579,-3,271,0.468
hDeltaD,FS4B,579,-2,33,0.057
hDeltaD,FS4B,579,0,4,0.007
hDeltaD,FS4B,579,2,1,0.002
hDeltaD,FS4B,579,3,25,0.043
hDeltaD,FS4B,579,4,245,0.423
PFR_a,PFR_b,579,-3,40,0.069
PFR_a,PFR_b,579,-2,34,0.059
PFR_a,PFR_b,579,-1,67,0.116
PFR_a,PFR_b,579,0,253,0.437
PFR_a,PFR_b,579,1,73,0.126
PFR_a,PFR_b,579,2,42,0.073
PFR_a,PFR_b,579,3,33,0.057
PFR_a,PFR_b,579,4,37,0.064
FC3_b,vDeltaF,577,-3,4,0.007
FC3_b,vDeltaF,577,-2,48,0.083
FC3_b,vDeltaF,577,-1,181,0.314
FC3_b,vDeltaF,577,0,250,0.433
FC3_b,vDeltaF,577,1,85,0.147
FC3_b,vDeltaF,577,2,9,0.016
FC3_b,hDeltaJ,575,-3,3,0.005
FC3_b,hDeltaJ,575,-1,19,0.033
FC3_b,hDeltaJ,575,0,71,0.123
FC3_b,hDeltaJ,575,1,202,0.351
FC3_b,hDeltaJ,575,2,189,0.329
FC3_b,hDeltaJ,575,3,77,0.134
FC3_b,hDeltaJ,575,4,14,0.024
FC1B,FC3_c,568,-2,24,0.042
FC1B,FC3_c,568,-1,183,0.322
FC1B,FC3_c,568,0,293,0.516
FC1B,FC3_c,568,1,65,0.114
FC1B,FC3_c,568,2,3,0.005
