post,pre,syn,share,pre_superclass,pre_nt,pre_n,hb_syn,hb_share
FB4M,IB005,134,0.007,cb_intrinsic,gaba,2,86,0.006
FB4M,LAL002,134,0.007,cb_intrinsic,glutamate,2,40,0.003
FB4N,LHCENT3,90,0.007,cb_intrinsic,gaba,2,16,0.001
FB4N,SIP132m,90,0.007,cb_intrinsic,acetylcholine,2,0,0.0
FB4O,CRE024,61,0.007,cb_intrinsic,acetylcholine,2,74,0.014
FB4O,SMP011_a,55,0.007,cb_intrinsic,glutamate,2,0,0.0
FB4P_a,IB017,63,0.007,cb_intrinsic,acetylcholine,2,66,0.006
FB4P_a,CRE077,62,0.007,cb_intrinsic,acetylcholine,2,111,0.011
FB4P_a,PLP246,61,0.007,cb_intrinsic,acetylcholine,2,68,0.007
FB4P_a,CB2620,59,0.007,cb_intrinsic,gaba,2,0,0.0
FB4P_a,LAL192,58,0.007,cb_intrinsic,acetylcholine,2,63,0.006
FB4P_a,SMP152,56,0.007,cb_intrinsic,acetylcholine,2,99,0.01
FB4X,CRE068,62,0.007,cb_intrinsic,acetylcholine,4,46,0.006
FB4X,CL021,62,0.007,cb_intrinsic,acetylcholine,2,13,0.002
FB4X,LHPV4m1,60,0.007,cb_intrinsic,acetylcholine,2,35,0.004
FB4Y,SMP178,176,0.007,cb_intrinsic,acetylcholine,2,58,0.003
FB4Y,SIP064,176,0.007,cb_intrinsic,acetylcholine,2,96,0.005
FB4Y,SMP157,173,0.007,cb_intrinsic,acetylcholine,2,99,0.005
FB5A,CRE039,180,0.007,cb_intrinsic,glutamate,8,78,0.004
FB5A,IB017,179,0.007,cb_intrinsic,acetylcholine,2,161,0.008
FB5AB,CRE066,91,0.007,cb_intrinsic,acetylcholine,4,87,0.01
FB5AB,MBON12,89,0.007,cb_intrinsic,acetylcholine,4,79,0.009
FB5AB,PPL107,81,0.007,cb_intrinsic,dopamine,2,112,0.012
FB5AB,M_l2PNm14,80,0.007,cb_intrinsic,acetylcholine,2,35,0.004
FB5H,SMP087,58,0.007,cb_intrinsic,glutamate,4,29,0.004
FB5H,CRE102,57,0.007,cb_intrinsic,glutamate,2,27,0.004
FB5H,CRE043_b,56,0.007,cb_intrinsic,gaba,2,73,0.01
FB5H,LHPV5g2,55,0.007,cb_intrinsic,acetylcholine,6,27,0.004
FB5I,LHAV9a1_c,55,0.007,cb_intrinsic,acetylcholine,6,21,0.003
FB5X,SMP418,70,0.007,cb_intrinsic,glutamate,2,0,0.0
FB5X,CRE078,67,0.007,cb_intrinsic,acetylcholine,4,56,0.006
FB5X,AN19B019,66,0.007,ascending_neuron,acetylcholine,2,0,0.0
FB5X,SMP507,64,0.007,cb_intrinsic,acetylcholine,2,56,0.006
FB6A_a,SIP057,60,0.007,cb_intrinsic,acetylcholine,2,0,
FB6A_b,CB1895,50,0.007,cb_intrinsic,acetylcholine,4,0,
FB6A_c,SMP086,68,0.007,cb_intrinsic,glutamate,4,0,
FB6A_c,SMP406_b,67,0.007,cb_intrinsic,acetylcholine,2,0,
FB6A_c,SMP404,66,0.007,cb_intrinsic,acetylcholine,5,0,
FB6A_c,SIP057,66,0.007,cb_intrinsic,acetylcholine,2,0,
FB6C_b,SMP407,61,0.007,cb_intrinsic,acetylcholine,2,20,0.004
FB6H,SMP184,50,0.007,cb_intrinsic,acetylcholine,2,19,0.003
FB7A,SLP105,53,0.007,cb_intrinsic,glutamate,4,46,0.008
FB7A,BiT,52,0.007,cb_intrinsic,acetylcholine,2,0,0.0
FB7A,SLP385,51,0.007,cb_intrinsic,acetylcholine,2,15,0.003
FB7I,SMP299,57,0.007,cb_intrinsic,gaba,4,10,0.001
FB7I,SIP065,56,0.007,cb_intrinsic,glutamate,2,53,0.007
FB7L,PRW032,60,0.007,cb_intrinsic,acetylcholine,2,0,0.0
FB7L,SMP483,59,0.007,cb_intrinsic,acetylcholine,4,17,0.003
FS1A_a,SMP371_b,60,0.007,cb_intrinsic,glutamate,2,0,
FS1A_b,SMP371_a,51,0.007,cb_intrinsic,glutamate,2,0,
GLNO,PS292,71,0.007,cb_intrinsic,acetylcholine,4,5,0.001
GLNO,LAL206,67,0.007,cb_intrinsic,glutamate,4,0,0.0
GLNO,LAL085,63,0.007,cb_intrinsic,glutamate,4,0,0.0
GLNO,LAL111,63,0.007,cb_intrinsic,gaba,2,10,0.002
IbSpsP,AN19B017,120,0.007,ascending_neuron,acetylcholine,2,0,0.0
IbSpsP,LPT54,110,0.007,visual_projection,acetylcholine,2,0,0.0
LCNOpm,LAL043_d,119,0.007,cb_intrinsic,gaba,2,0,0.0
LNO2,AOTU001,143,0.007,cb_intrinsic,acetylcholine,7,0,0.0
LNO2,GNG303,142,0.007,cb_intrinsic,gaba,2,0,0.0
LNO2,CRE013,131,0.007,cb_intrinsic,gaba,2,71,0.006
LNO2,DNpe023,131,0.007,descending_neuron,acetylcholine,2,0,0.0
vDeltaF,OA-VPM3,107,0.007,cb_intrinsic,octopamine,2,112,0.012
vDeltaG,OA-VPM3,98,0.007,cb_intrinsic,octopamine,2,115,0.011
ER1_a,LHPV6q1,60,0.006,cb_intrinsic,unclear,2,45,0.005
ER1_b,WED035,72,0.006,cb_intrinsic,glutamate,10,22,0.003
ER3w_a,TuBu09,54,0.006,cb_intrinsic,acetylcholine,21,7,0.001
ER3w_b,AOTU046,124,0.006,cb_intrinsic,glutamate,4,57,0.006
ER6,PS196_b,74,0.006,cb_intrinsic,acetylcholine,2,0,0.0
ExR1,TuBu08,316,0.006,cb_intrinsic,acetylcholine,21,106,0.003
ExR2,LAL206,70,0.006,cb_intrinsic,glutamate,4,0,0.0
ExR3,SMP451,92,0.006,cb_intrinsic,glutamate,4,25,0.001
ExR3,LoVP60,89,0.006,visual_projection,acetylcholine,2,0,0.0
ExR3,LAL206,83,0.006,cb_intrinsic,glutamate,4,0,0.0
ExR4,LAL076,128,0.006,cb_intrinsic,glutamate,2,46,0.004
ExR5,AVLP043,69,0.006,cb_intrinsic,acetylcholine,4,67,0.006
ExR6,LAL121,116,0.006,cb_intrinsic,glutamate,2,88,0.007
FB1C,CL361,82,0.006,cb_intrinsic,acetylcholine,2,29,0.003
FB1C,LAL164,81,0.006,cb_intrinsic,acetylcholine,2,7,0.001
FB1C,CRE066,78,0.006,cb_intrinsic,acetylcholine,4,37,0.004
FB1C,CRE013,77,0.006,cb_intrinsic,gaba,2,33,0.004
FB1C,LAL163,76,0.006,cb_intrinsic,acetylcholine,2,11,0.001
FB1H,SMP112,79,0.006,cb_intrinsic,acetylcholine,6,79,0.005
FB1H,aIPg5,73,0.006,cb_intrinsic,acetylcholine,6,0,0.0
FB2A,SMP150,56,0.006,cb_intrinsic,glutamate,2,42,0.006
FB2D,WED035,104,0.006,cb_intrinsic,glutamate,10,21,0.001
FB2I_a,M_lPNm13,65,0.006,cb_intrinsic,acetylcholine,7,26,0.002
FB2I_a,ATL027,64,0.006,cb_intrinsic,acetylcholine,2,117,0.009
FB3A,PS197,73,0.006,cb_intrinsic,acetylcholine,4,0,0.0
FB3A,LAL206,71,0.006,cb_intrinsic,glutamate,4,0,0.0
FB4B,LAL059,66,0.006,cb_intrinsic,gaba,6,10,0.001
FB4B,GNG303,58,0.006,cb_intrinsic,gaba,2,0,0.0
FB4B,AN19B017,57,0.006,ascending_neuron,acetylcholine,2,0,0.0
FB4L,LC10c-1,58,0.006,visual_projection,acetylcholine,130,0,0.0
FB4L,WED022,58,0.006,cb_intrinsic,acetylcholine,2,0,0.0
FB4L,SMP377,57,0.006,cb_intrinsic,acetylcholine,15,3,0.001
FB4L,SIP069,57,0.006,cb_intrinsic,acetylcholine,3,41,0.008
FB4L,SIP132m,53,0.006,cb_intrinsic,acetylcholine,2,0,0.0
FB4M,LAL192,119,0.006,cb_intrinsic,acetylcholine,2,62,0.005
FB4M,SMP144,113,0.006,cb_intrinsic,glutamate,2,6,0.0
FB4N,SMP008,79,0.006,cb_intrinsic,acetylcholine,9,54,0.005
FB4N,CB2846,71,0.006,cb_intrinsic,acetylcholine,4,0,0.0
FB4N,SMP577,68,0.006,cb_intrinsic,acetylcholine,2,46,0.004
FB4O,SLP473,51,0.006,cb_intrinsic,acetylcholine,2,0,0.0
FB4O,CRE005,50,0.006,cb_intrinsic,acetylcholine,4,33,0.006
FB4P_a,LAL147_c,50,0.006,cb_intrinsic,glutamate,2,0,0.0
FB4P_a,CRE108,50,0.006,cb_intrinsic,acetylcholine,2,20,0.002
FB4X,SMP011_b,52,0.006,cb_intrinsic,glutamate,2,0,0.0
FB4Y,FB5V_b,153,0.006,cb_intrinsic,glutamate,6,0,0.0
FB4Y,AN19B019,151,0.006,ascending_neuron,acetylcholine,2,0,0.0
FB4Y,OA-VPM3,149,0.006,cb_intrinsic,octopamine,2,218,0.01
FB4Y,mALD1,147,0.006,cb_intrinsic,gaba,2,79,0.004
FB4Y,SMP109,133,0.006,cb_intrinsic,acetylcholine,2,69,0.003
FB4Y,CRE004,130,0.006,cb_intrinsic,acetylcholine,2,46,0.002
FB5A,SMP014,154,0.006,cb_intrinsic,acetylcholine,2,97,0.005
FB5A,CRE034,151,0.006,cb_intrinsic,glutamate,4,55,0.003
FB5A,AOTU029,143,0.006,cb_intrinsic,acetylcholine,2,37,0.002
FB5A,SMP544,134,0.006,cb_intrinsic,gaba,2,103,0.005
FB5AB,CB2194,75,0.006,cb_intrinsic,glutamate,3,0,0.0
FB5AB,SLP473,72,0.006,cb_intrinsic,acetylcholine,2,0,0.0
FB5H,CB1895,51,0.006,cb_intrinsic,acetylcholine,4,0,0.0
FB5X,SMP185,58,0.006,cb_intrinsic,acetylcholine,2,45,0.005
FB5X,AOTU030,57,0.006,cb_intrinsic,acetylcholine,2,26,0.003
FB5X,CRE006,54,0.006,cb_intrinsic,glutamate,2,49,0.005
FB6A_c,CB1434,61,0.006,cb_intrinsic,glutamate,6,0,
FB6A_c,OA-VPM3,56,0.006,cb_intrinsic,octopamine,2,0,
FB6A_c,SIP086,55,0.006,cb_intrinsic,glutamate,2,0,
FC3_c,FB5V_b,60,0.006,cb_intrinsic,glutamate,6,0,
GLNO,OA-VUMa1,58,0.006,cb_intrinsic,octopamine,2,23,0.005
IbSpsP,PS309,109,0.006,cb_intrinsic,acetylcholine,2,0,0.0
IbSpsP,ATL027,104,0.006,cb_intrinsic,acetylcholine,2,279,0.019
IbSpsP,DNpe053,101,0.006,descending_neuron,acetylcholine,2,0,0.0
IbSpsP,LPT31,99,0.006,visual_projection,acetylcholine,8,0,0.0
IbSpsP,PLP222,95,0.006,cb_intrinsic,acetylcholine,2,0,0.0
LCNOpm,LAL043_e,108,0.006,cb_intrinsic,gaba,2,0,0.0
LCNOpm,LAL177,108,0.006,cb_intrinsic,acetylcholine,2,25,0.003
LCNOpm,PS060,102,0.006,cb_intrinsic,gaba,2,38,0.004
LCNOpm,IB076,101,0.006,cb_intrinsic,acetylcholine,4,9,0.001
LCNOpm,LAL111,101,0.006,cb_intrinsic,gaba,2,39,0.004
LCNOpm,LAL104,100,0.006,cb_intrinsic,gaba,4,5,0.001
LCNOpm,AN06B011,98,0.006,ascending_neuron,acetylcholine,2,0,0.0
LCNOpm,LAL017,97,0.006,cb_intrinsic,acetylcholine,2,35,0.004
LNO1,LAL035,65,0.006,cb_intrinsic,acetylcholine,4,22,0.003
LNO1,LAL144,65,0.006,cb_intrinsic,acetylcholine,6,19,0.003
LNO1,LAL152,64,0.006,cb_intrinsic,acetylcholine,2,0,0.0
LNO2,PS327,124,0.006,cb_intrinsic,acetylcholine,2,0,0.0
LNO2,LAL173,122,0.006,cb_intrinsic,acetylcholine,4,13,0.001
LNO2,WED071,119,0.006,cb_intrinsic,glutamate,2,0,0.0
LNO2,CB4183,117,0.006,cb_intrinsic,acetylcholine,4,0,0.0
LNO2,LAL112,110,0.006,cb_intrinsic,gaba,4,51,0.005
LPsP,PS292,78,0.006,cb_intrinsic,acetylcholine,4,0,0.0
LPsP,LAL168,73,0.006,cb_intrinsic,acetylcholine,2,0,0.0
hDeltaD,FB9B_c,128,0.006,cb_intrinsic,glutamate,4,126,0.007
vDeltaI_a,OA-VPM3,69,0.006,cb_intrinsic,octopamine,2,0,
ER1_b,CB1599,61,0.005,cb_intrinsic,acetylcholine,3,0,0.0
ER1_b,PS327,58,0.005,cb_intrinsic,acetylcholine,2,0,0.0
ER1_b,WED157,55,0.005,cb_intrinsic,acetylcholine,6,40,0.005
ER3d_d,TuBu04,73,0.005,cb_intrinsic,acetylcholine,12,43,0.004
ER3m,TuBu03,114,0.005,cb_intrinsic,acetylcholine,23,25,0.001
ER4d,AOTU046,302,0.005,cb_intrinsic,glutamate,4,174,0.004
ExR1,LHPV5l1,287,0.005,cb_intrinsic,acetylcholine,2,127,0.003
ExR2,LAL085,55,0.005,cb_intrinsic,glutamate,4,1,0.0
ExR3,CL339,81,0.005,cb_intrinsic,acetylcholine,2,0,0.0
ExR3,PLP044,75,0.005,cb_intrinsic,glutamate,6,17,0.001
ExR3,SIP086,73,0.005,cb_intrinsic,glutamate,2,102,0.006
ExR3,WED010,70,0.005,cb_intrinsic,acetylcholine,6,22,0.001
ExR4,LAL073,108,0.005,cb_intrinsic,glutamate,2,59,0.005
ExR4,DNpe027,106,0.005,descending_neuron,acetylcholine,2,0,0.0
ExR4,LAL104,96,0.005,cb_intrinsic,gaba,4,1,0.0
ExR4,PS292,95,0.005,cb_intrinsic,acetylcholine,4,8,0.001
ExR5,OA-VPM3,64,0.005,cb_intrinsic,octopamine,2,85,0.008
ExR6,LAL206,111,0.005,cb_intrinsic,glutamate,4,0,0.0
ExR6,LAL104,105,0.005,cb_intrinsic,gaba,4,5,0.0
ExR6,SMP147,100,0.005,cb_intrinsic,gaba,2,38,0.003
ExR6,LAL002,97,0.005,cb_intrinsic,glutamate,2,39,0.003
ExR6,GNG317,96,0.005,cb_intrinsic,acetylcholine,2,0,0.0
ExR6,AVLP705m,94,0.005,cb_intrinsic,acetylcholine,9,0,0.0
ExR6,LC33,94,0.005,visual_projection,glutamate,32,0,0.0
FB1C,CRE068,72,0.005,cb_intrinsic,acetylcholine,4,13,0.001
FB1C,LAL007,71,0.005,cb_intrinsic,acetylcholine,2,10,0.001
FB1C,SMP152,71,0.005,cb_intrinsic,acetylcholine,2,32,0.004
FB1C,pC1_8a,71,0.005,cb_intrinsic,acetylcholine,2,0,0.0
FB1C,WED009,69,0.005,cb_intrinsic,acetylcholine,6,4,0.0
FB1C,LAL110,68,0.005,cb_intrinsic,acetylcholine,10,33,0.004
FB1C,SMP598,68,0.005,cb_intrinsic,glutamate,2,0,0.0
FB1C,SMP110,66,0.005,cb_intrinsic,acetylcholine,4,10,0.001
FB1C,LAL100,64,0.005,cb_intrinsic,gaba,2,36,0.004
FB1C,ATL044,60,0.005,cb_intrinsic,acetylcholine,2,18,0.002
FB1H,CRE103,68,0.005,cb_intrinsic,acetylcholine,10,60,0.004
FB1H,CB1171,66,0.005,cb_intrinsic,glutamate,7,0,0.0
FB1H,CRE004,66,0.005,cb_intrinsic,acetylcholine,2,34,0.002
FB1H,SMP178,65,0.005,cb_intrinsic,acetylcholine,2,65,0.004
FB1H,SMP108,64,0.005,cb_intrinsic,acetylcholine,2,89,0.005
FB1H,CRE049,61,0.005,cb_intrinsic,acetylcholine,2,45,0.003
FB2A,WED184,54,0.005,cb_intrinsic,gaba,2,0,0.0
FB2A,CB1220,52,0.005,cb_intrinsic,glutamate,9,0,0.0
FB2D,SMP371_a,99,0.005,cb_intrinsic,glutamate,2,0,0.0
FB2D,OA-VPM3,93,0.005,cb_intrinsic,octopamine,2,131,0.008
FB2D,LAL142,86,0.005,cb_intrinsic,gaba,2,48,0.003
FB3A,AN10B018,64,0.005,ascending_neuron,acetylcholine,2,0,0.0
FB3A,CB4183,60,0.005,cb_intrinsic,acetylcholine,4,0,0.0
FB3A,LAL056,57,0.005,cb_intrinsic,gaba,6,32,0.004
FB4B,CB3760,52,0.005,cb_intrinsic,glutamate,3,0,0.0
FB4C,CRE105,60,0.005,cb_intrinsic,acetylcholine,2,75,0.007
FB4C,LHPV7c1,54,0.005,cb_intrinsic,acetylcholine,2,55,0.005
FB4M,CB2035,99,0.005,cb_intrinsic,acetylcholine,6,0,0.0
FB4M,CRE089,98,0.005,cb_intrinsic,acetylcholine,2,54,0.004
FB4M,LAL147_a,97,0.005,cb_intrinsic,glutamate,4,0,0.0
FB4M,MBON35,94,0.005,cb_intrinsic,acetylcholine,2,73,0.006
FB4N,CRE034,67,0.005,cb_intrinsic,glutamate,4,16,0.001
FB4N,DNp104,66,0.005,descending_neuron,acetylcholine,2,0,0.0
FB4N,CRE012,65,0.005,cb_intrinsic,gaba,2,70,0.006
FB4N,MBON26,60,0.005,cb_intrinsic,acetylcholine,2,32,0.003
FB4N,SMP405,58,0.005,cb_intrinsic,acetylcholine,4,26,0.002
FB4N,LAL032,56,0.005,cb_intrinsic,acetylcholine,2,101,0.009
FB4Y,SMP714m,117,0.005,cb_intrinsic,acetylcholine,6,0,0.0
FB4Y,LAL164,115,0.005,cb_intrinsic,acetylcholine,2,43,0.002
FB4Y,SMP192,107,0.005,cb_intrinsic,acetylcholine,2,44,0.002
FB4Y,LAL163,106,0.005,cb_intrinsic,acetylcholine,2,45,0.002
FB4Y,LAL129,106,0.005,cb_intrinsic,acetylcholine,2,38,0.002
FB5A,LAL134,119,0.005,cb_intrinsic,gaba,2,116,0.006
FB5A,aIPg_m1,115,0.005,cb_intrinsic,acetylcholine,4,0,0.0
FB5A,LAL136_a,114,0.005,cb_intrinsic,acetylcholine,5,17,0.001
FB5A,CRE040,110,0.005,cb_intrinsic,gaba,2,113,0.006
FB5AB,CB2937,61,0.005,cb_intrinsic,glutamate,5,0,0.0
FB5AB,CRE055,60,0.005,cb_intrinsic,gaba,17,36,0.004
FB5AB,M_lvPNm26,60,0.005,cb_intrinsic,acetylcholine,4,20,0.002
FB5AB,CB2787,59,0.005,cb_intrinsic,acetylcholine,5,0,0.0
FB5AB,CB2592,58,0.005,cb_intrinsic,acetylcholine,7,0,0.0
FB5X,CRE018,51,0.005,cb_intrinsic,acetylcholine,8,15,0.002
FC1B,OA-VPM3,69,0.005,cb_intrinsic,octopamine,2,68,0.005
FC1F,OA-VPM3,51,0.005,cb_intrinsic,octopamine,2,121,0.011
FC2B,LAL076,207,0.005,cb_intrinsic,glutamate,2,228,0.004
FS4A,FB9B_b,70,0.005,cb_intrinsic,glutamate,4,32,0.002
IbSpsP,OCG02b,82,0.005,visual_projection,acetylcholine,2,0,0.0
LCNOpm,GNG284,91,0.005,cb_intrinsic,gaba,2,0,0.0
LCNOpm,CRE042,81,0.005,cb_intrinsic,gaba,2,93,0.01
LNO1,CB3394,57,0.005,cb_intrinsic,gaba,2,0,0.0
LNO1,LAL037,54,0.005,cb_intrinsic,acetylcholine,4,8,0.001
LNO1,LAL116,54,0.005,cb_intrinsic,acetylcholine,2,3,0.0
LNO1,LAL163,50,0.005,cb_intrinsic,acetylcholine,2,5,0.001
LNO2,PS263,106,0.005,cb_intrinsic,acetylcholine,4,28,0.002
LNO2,LAL010,102,0.005,cb_intrinsic,acetylcholine,2,47,0.004
LNO2,Nod3,99,0.005,visual_projection,acetylcholine,2,0,0.0
LNO2,LAL035,98,0.005,cb_intrinsic,acetylcholine,4,31,0.003
LNO2,LAL207,97,0.005,cb_intrinsic,gaba,2,0,0.0
LNO2,LAL300m,93,0.005,cb_intrinsic,acetylcholine,4,0,0.0
LNO2,ATL044,90,0.005,cb_intrinsic,acetylcholine,2,19,0.002
LNO2,LAL144,89,0.005,cb_intrinsic,acetylcholine,6,54,0.005
PFNd,OA-VPM3,226,0.005,cb_intrinsic,octopamine,2,189,0.004
hDeltaK,OA-VPM3,146,0.005,cb_intrinsic,octopamine,2,234,0.009
vDeltaE,OA-VPM3,67,0.005,cb_intrinsic,octopamine,2,184,0.01
ER1_b,WED016,50,0.004,cb_intrinsic,acetylcholine,2,11,0.001
ER3a_a,SMP238,59,0.004,cb_intrinsic,acetylcholine,2,25,0.003
ExR1,LAL203,239,0.004,cb_intrinsic,acetylcholine,4,80,0.002
ExR3,mALD1,66,0.004,cb_intrinsic,gaba,2,99,0.006
ExR3,PLP036,65,0.004,cb_intrinsic,glutamate,2,19,0.001
ExR3,LC33,58,0.004,visual_projection,glutamate,32,0,0.0
ExR3,LAL055,56,0.004,cb_intrinsic,acetylcholine,2,29,0.002
ExR3,ATL015,55,0.004,cb_intrinsic,acetylcholine,2,26,0.002
ExR3,SLP074,55,0.004,cb_intrinsic,acetylcholine,2,15,0.001
ExR3,PS060,54,0.004,cb_intrinsic,gaba,2,40,0.002
ExR4,CB3135,83,0.004,cb_intrinsic,glutamate,3,0,0.0
ExR5,LHPV5l1,52,0.004,cb_intrinsic,acetylcholine,2,19,0.002
ExR5,MeVC9,52,0.004,visual_centrifugal,acetylcholine,2,0,0.0
ExR5,LAL184,51,0.004,cb_intrinsic,acetylcholine,2,11,0.001
ExR6,LAL109,93,0.004,cb_intrinsic,gaba,4,32,0.003
ExR6,SMP188,93,0.004,cb_intrinsic,acetylcholine,2,66,0.005
ExR6,LAL303m,92,0.004,cb_intrinsic,acetylcholine,5,0,0.0
ExR6,PS196_b,88,0.004,cb_intrinsic,acetylcholine,2,0,0.0
ExR6,LAL073,87,0.004,cb_intrinsic,glutamate,2,62,0.005
ExR6,LAL053,76,0.004,cb_intrinsic,glutamate,2,9,0.001
ExR6,PVLP200m_b,74,0.004,cb_intrinsic,acetylcholine,2,0,0.0
FB1C,CB0951,55,0.004,cb_intrinsic,glutamate,6,0,0.0
FB1C,PLP032,53,0.004,cb_intrinsic,acetylcholine,2,30,0.003
FB1H,LHPV5e1,58,0.004,cb_intrinsic,acetylcholine,2,88,0.005
FB1H,SMP175,58,0.004,cb_intrinsic,acetylcholine,2,75,0.005
FB1H,CRE075,58,0.004,cb_intrinsic,glutamate,2,28,0.002
FB1H,CRE018,57,0.004,cb_intrinsic,acetylcholine,8,35,0.002
FB1H,MBON05,53,0.004,cb_intrinsic,glutamate,2,48,0.003
FB1H,CB3056,52,0.004,cb_intrinsic,glutamate,6,0,0.0
FB2D,LC33,67,0.004,visual_projection,glutamate,32,0,0.0
FB2D,SMP371_b,67,0.004,cb_intrinsic,glutamate,2,0,0.0
FB2I_a,LHPV5l1,50,0.004,cb_intrinsic,acetylcholine,2,27,0.002
FB3A,LAL166,52,0.004,cb_intrinsic,acetylcholine,2,13,0.002
FB3A,LAL099,51,0.004,cb_intrinsic,gaba,2,14,0.002
FB4M,OA-VPM3,89,0.004,cb_intrinsic,octopamine,2,133,0.01
FB4M,LAL147_c,85,0.004,cb_intrinsic,glutamate,2,0,0.0
FB4M,LAL191,83,0.004,cb_intrinsic,acetylcholine,2,55,0.004
FB4M,SMP150,81,0.004,cb_intrinsic,glutamate,2,34,0.003
FB4N,PLP246,52,0.004,cb_intrinsic,acetylcholine,2,33,0.003
FB4Y,SMP184,98,0.004,cb_intrinsic,acetylcholine,2,34,0.002
FB4Y,mALD4,94,0.004,cb_intrinsic,gaba,2,50,0.002
FB4Y,SMP238,88,0.004,cb_intrinsic,acetylcholine,2,14,0.001
FB4Y,CRE022,84,0.004,cb_intrinsic,glutamate,2,50,0.002
FB4Y,PLP032,83,0.004,cb_intrinsic,acetylcholine,2,52,0.002
FB5A,SMP157,104,0.004,cb_intrinsic,acetylcholine,2,78,0.004
FB5A,LAL003,104,0.004,cb_intrinsic,acetylcholine,4,27,0.001
FB5A,LAL114,101,0.004,cb_intrinsic,acetylcholine,2,38,0.002
FB5A,SMP374,100,0.004,cb_intrinsic,glutamate,4,17,0.001
FB5A,SMP139,99,0.004,cb_intrinsic,glutamate,2,61,0.003
FB5A,aIPg_m2,98,0.004,cb_intrinsic,acetylcholine,4,0,0.0
FB5A,CB3135,86,0.004,cb_intrinsic,glutamate,3,0,0.0
FB5AB,SIP052,53,0.004,cb_intrinsic,glutamate,2,7,0.001
FB5AB,SIP076,51,0.004,cb_intrinsic,acetylcholine,20,11,0.001
FB5AB,SMP561,50,0.004,cb_intrinsic,acetylcholine,2,12,0.001
FC2A,CB1128,117,0.004,cb_intrinsic,gaba,4,0,0.0
FC2B,oviIN,183,0.004,cb_intrinsic,gaba,2,241,0.004
FS4A,DN1pB,60,0.004,cb_intrinsic,glutamate,4,15,0.001
FS4A,CB4133,50,0.004,cb_intrinsic,glutamate,7,0,0.0
IbSpsP,MeVPLp1,66,0.004,visual_projection,acetylcholine,2,0,0.0
IbSpsP,IB058,66,0.004,cb_intrinsic,glutamate,2,99,0.007
IbSpsP,LHPV5e3,61,0.004,cb_intrinsic,acetylcholine,2,110,0.007
LCNOpm,CRE068,72,0.004,cb_intrinsic,acetylcholine,4,6,0.001
LCNOpm,LAL123,70,0.004,cb_intrinsic,unclear,2,2,0.0
LCNOpm,OA-VPM3,63,0.004,cb_intrinsic,octopamine,2,98,0.011
LCNOpm,LAL176,62,0.004,cb_intrinsic,acetylcholine,2,25,0.003
LNO2,LAL043_d,84,0.004,cb_intrinsic,gaba,2,0,0.0
LNO2,CB1477,82,0.004,cb_intrinsic,acetylcholine,3,0,0.0
LNO2,LAL024,81,0.004,cb_intrinsic,acetylcholine,2,45,0.004
LNO2,WEDPN7C,81,0.004,cb_intrinsic,acetylcholine,5,25,0.002
LNO2,LAL167,81,0.004,cb_intrinsic,acetylcholine,4,70,0.006
LNO2,LAL013,80,0.004,cb_intrinsic,acetylcholine,2,30,0.003
LNO2,AOTU005,78,0.004,cb_intrinsic,acetylcholine,2,60,0.005
LNO2,PS197,78,0.004,cb_intrinsic,acetylcholine,4,0,0.0
LNO2,PS077,75,0.004,cb_intrinsic,gaba,15,20,0.002
LNO2,PS020,74,0.004,cb_intrinsic,acetylcholine,2,58,0.005
LNO2,LAL043_e,73,0.004,cb_intrinsic,gaba,2,0,0.0
LNO2,WED168,72,0.004,cb_intrinsic,acetylcholine,8,29,0.003
LNO2,PLP221,69,0.004,cb_intrinsic,acetylcholine,2,0,0.0
PFL2,OA-VPM3,140,0.004,cb_intrinsic,octopamine,2,157,0.005
PFR_a,OA-VUMa1,153,0.004,cb_intrinsic,octopamine,2,43,0.001
hDeltaD,FB9B_e,80,0.004,cb_intrinsic,glutamate,4,79,0.004
hDeltaG,OA-VPM3,113,0.004,cb_intrinsic,octopamine,2,135,0.006
hDeltaK,FB5V_b,95,0.004,cb_intrinsic,glutamate,6,0,0.0
vDeltaA_a,FB9B_c,62,0.004,cb_intrinsic,glutamate,4,9,0.001
EL,M_l2PNl20,230,0.003,cb_intrinsic,acetylcholine,2,0,0.0
ER4m,AOTU046,93,0.003,cb_intrinsic,glutamate,4,35,0.002
ExR1,FB9B_b,163,0.003,cb_intrinsic,glutamate,4,46,0.001
ExR3,PLP246,51,0.003,cb_intrinsic,acetylcholine,2,10,0.001
ExR4,LAL176,61,0.003,cb_intrinsic,acetylcholine,2,14,0.001
ExR4,LAL109,59,0.003,cb_intrinsic,gaba,4,9,0.001
ExR4,LAL139,58,0.003,cb_intrinsic,gaba,2,22,0.002
ExR4,LAL177,54,0.003,cb_intrinsic,acetylcholine,2,9,0.001
ExR4,OA-VUMa1,53,0.003,cb_intrinsic,octopamine,2,18,0.001
ExR4,LC33,52,0.003,visual_projection,glutamate,32,0,0.0
ExR4,LAL100,52,0.003,cb_intrinsic,gaba,2,10,0.001
ExR6,LAL100,69,0.003,cb_intrinsic,gaba,2,49,0.004
ExR6,AVLP752m,69,0.003,cb_intrinsic,acetylcholine,6,0,0.0
ExR6,LAL112,68,0.003,cb_intrinsic,gaba,4,48,0.004
ExR6,LAL133_c,67,0.003,cb_intrinsic,glutamate,2,0,0.0
ExR6,WED040_a,66,0.003,cb_intrinsic,glutamate,15,9,0.001
