body_pre,body_post,weight,type_pre,type_post
28559,13417,80,PFNv,hDeltaB
13417,33598,80,hDeltaB,PFR_b
527199,25494,80,ER3d_e,ER3d_e
522994,24382,80,Delta7,PEN_b(PEN2)
28190,29493,80,PFNv,PFNv
20520,27133,80,hDeltaB,hDeltaK
515464,32718,80,PFNd,hDeltaB
17991,522853,80,hDeltaA,PFL2
521814,14871,80,PEN_a(PEN1),EL
52041,36059,80,PFGs,hDeltaK
19602,32451,80,hDeltaB,PFR_a
556346,511778,80,EPG,EL
17419,100809,80,ER6,PEG
76194,15713,80,PEN_a(PEN1),EPG
24683,30313,80,PFNv,PFNv
53043,27109,80,PFNd,hDeltaB
520818,11307,80,EPG,EPG
523786,511778,80,EPG,EL
74666,30122,80,hDeltaE,hDeltaF
11874,58834,80,EPG,EL
512362,521637,80,hDeltaB,PFR_a
20653,19791,79,ER4d,ER4d
16818,20980,79,ER4d,ER4d
19602,524351,79,hDeltaB,PFR_a
20980,16343,79,ER4d,ER4d
513517,523807,79,EPG,PEG
107195,81159,79,EPG,PEG
27109,512179,79,hDeltaB,PFR_a
19791,23874,79,ER4d,ER4d
25797,50808,79,ER4d,ER4d
23090,524351,79,hDeltaB,PFR_a
19737,20653,79,ER4d,ER4d
34226,32718,79,PFNd,hDeltaB
50808,19737,79,ER4d,ER4d
42835,32718,79,PFNd,hDeltaB
13094,19410,79,ER4d,ER4d
18744,519941,79,PEN_a(PEN1),EPG
18932,519140,79,PEN_b(PEN2),EPG
26739,34924,79,PFNd,hDeltaB
30313,27191,79,PFNv,PFNv
67167,35322,79,hDeltaA,PFL3
515192,41715,79,hDeltaB,hDeltaK
512305,520812,79,EPG,EPG
18419,556346,79,PEN_a(PEN1),EPG
24459,24879,79,ER4d,ER4d
521814,11503,79,PEN_a(PEN1),EPG
32718,54443,79,hDeltaB,hDeltaA
22923,25210,79,hDeltaM,hDeltaH
19323,50808,79,ER4d,ER4d
513283,513463,79,PEN_a(PEN1),EPG
18419,16360,79,PEN_a(PEN1),EPG
27191,30313,79,PFNv,PFNv
25773,27179,78,PFNv,PFNv
27618,31656,78,PFNd,hDeltaB
19410,13094,78,ER4d,ER4d
28339,19323,78,ER4d,ER4d
16110,19715,78,Delta7,PFL2
16818,527653,78,ER4d,ER4d
515234,520573,78,hDeltaA,PFL2
37751,524876,78,PFNd,hDeltaB
19791,19410,78,ER4d,ER4d
77090,79549,78,hDeltaM,PFL3
23874,16343,78,ER4d,ER4d
28767,36059,78,PFGs,hDeltaK
19737,16818,78,ER4d,ER4d
28190,28254,78,PFNv,PFNv
516919,19715,78,hDeltaA,PFL2
24879,16818,78,ER4d,ER4d
19602,516919,78,hDeltaB,hDeltaA
16540,40390,78,Delta7,PEN_b(PEN2)
28559,28190,78,PFNv,PFNv
524596,18327,78,hDeltaA,PFL3
52832,19169,78,ER3m,ER3m
513283,46073,78,PEN_a(PEN1),EL
515130,19009,78,hDeltaA,PFL3
19760,14552,78,PEN_b(PEN2),EL
527653,25797,78,ER4d,ER4d
568155,19760,78,Delta7,PEN_b(PEN2)
23315,20980,78,ER4d,ER4d
33325,20520,78,PFNd,hDeltaB
33325,17820,78,PFNd,hDeltaB
40069,32675,78,PFNd,hDeltaB
515192,27326,78,hDeltaB,hDeltaJ
27213,31656,78,PFNd,hDeltaB
12357,50888,78,ER2_c,ER2_c
519328,522973,78,EPG,PEG
20818,513033,78,PEN_a(PEN1),EPG
102689,28190,77,PFNv,PFNv
18744,11307,77,PEN_a(PEN1),EPG
20818,22084,77,PEN_a(PEN1),EL
19323,24459,77,ER4d,ER4d
22086,24963,77,hDeltaB,hDeltaK
23080,24122,77,ER4d,ER4d
30313,27179,77,PFNv,PFNv
27191,22086,77,PFNv,hDeltaB
50808,19323,77,ER4d,ER4d
19737,50808,77,ER4d,ER4d
24683,25773,77,PFNv,PFNv
88342,61590,77,EPG,EL
24459,22461,77,ER4d,ER4d
39883,17602,77,hDeltaF,hDeltaL
18419,511778,77,PEN_a(PEN1),EL
522992,512319,77,PEG,ER6
24122,23874,77,ER4d,ER4d
19602,27425,77,hDeltaB,hDeltaK
19564,536264,77,PFGs,hDeltaK
20980,23520,77,ER4d,ER4d
25494,42264,77,ER3d_e,ER3d_e
20980,19410,77,ER4d,ER4d
20980,19323,77,ER4d,ER4d
20653,20404,77,ER4d,ER4d
20404,20653,76,ER4d,ER4d
515960,103466,76,hDeltaG,FC2B
76194,11989,76,PEN_a(PEN1),EPG
17419,42059,76,ER6,PEG
40037,13417,76,PFNd,hDeltaB
515966,519346,76,hDeltaH,PFL3
511844,17419,76,PEG,ER6
19737,22461,76,ER4d,ER4d
17143,40390,76,Delta7,PEN_b(PEN2)
18504,131313,76,PEN_a(PEN1),EPG
11184,543506,76,Delta7,EPGt
23090,33298,76,hDeltaB,PFR_b
11512,18670,76,hDeltaB,PFR_b
514180,49869,76,ER3p_b,ER3p_b
23180,56542,76,PFGs,hDeltaK
32718,526085,76,hDeltaB,PFR_a
30310,512928,76,PEN_b(PEN2),EPG
27179,30313,76,PFNv,PFNv
50808,25797,76,ER4d,ER4d
48667,29493,76,PFNv,PFNv
533944,28418,76,hDeltaF,hDeltaL
513283,14552,76,PEN_a(PEN1),EL
512362,28767,76,hDeltaB,PFGs
521813,14871,76,EPG,EL
18744,513517,76,PEN_a(PEN1),EPG
527653,50808,75,ER4d,ER4d
17591,24122,75,ER4d,ER4d
22461,23197,75,ER4d,ER4d
55630,45969,75,EPGt,PEG
23197,22461,75,ER4d,ER4d
10513,29135,75,Delta7,PEN_b(PEN2)
23874,16818,75,ER4d,ER4d
18779,521812,75,PEN_a(PEN1),EPG
17591,20404,75,ER4d,ER4d
22835,17820,75,PFNd,hDeltaB
23874,28339,75,ER4d,ER4d
515963,19009,75,hDeltaM,PFL3
19737,28339,75,ER4d,ER4d
27618,17820,75,PFNd,hDeltaB
19323,24122,75,ER4d,ER4d
454614,520818,75,ER4m,EPG
102689,48667,75,PFNv,PFNv
512319,525062,75,ER6,PEG
521646,520573,75,hDeltaI,PFL2
25210,140787,75,hDeltaH,FC2B
42264,527199,75,ER3d_e,ER3d_e
544496,41665,75,ER3a_c,ER3a_c
544496,30443,75,ER3a_c,ER3a_c
24076,16818,75,ER4d,ER4d
19791,22461,75,ER4d,ER4d
37751,42739,75,PFNd,hDeltaB
17816,25137,75,hDeltaB,hDeltaK
24879,24459,75,ER4d,ER4d
20980,16818,75,ER4d,ER4d
20980,23315,75,ER4d,ER4d
24879,13094,75,ER4d,ER4d
50808,19791,75,ER4d,ER4d
14727,100809,75,EPG,PEG
40390,19825,75,PEN_b(PEN2),EPG
16008,14464,75,PEG,ER6
29493,48667,75,PFNv,PFNv
29493,28190,75,PFNv,PFNv
48667,32718,74,PFNv,hDeltaB
80453,42739,74,PFNd,hDeltaB
28559,29493,74,PFNv,PFNv
35794,524876,74,PFNd,hDeltaB
23315,16343,74,ER4d,ER4d
30674,31263,74,ER3d_b,ER3d_b
35794,42739,74,PFNd,hDeltaB
50808,23520,74,ER4d,ER4d
14507,520575,74,EPG,PEG
29493,102689,74,PFNv,PFNv
23874,23520,74,ER4d,ER4d
16343,24122,74,ER4d,ER4d
16343,23315,74,ER4d,ER4d
13417,16303,74,hDeltaB,PFR_a
22240,16360,74,PEN_b(PEN2),EPG
519332,39413,74,Delta7,PEG
20980,19791,74,ER4d,ER4d
29261,11512,74,PFNd,hDeltaB
16818,19791,74,ER4d,ER4d
16818,24076,74,ER4d,ER4d
24879,20404,74,ER4d,ER4d
16818,16343,74,ER4d,ER4d
42750,512362,74,PFNd,hDeltaB
25773,33307,74,PFNv,PFNv
20653,19737,74,ER4d,ER4d
20653,24459,74,ER4d,ER4d
11307,40390,74,EPG,PEN_b(PEN2)
11307,39813,74,EPG,PEN_b(PEN2)
515760,520818,74,ER4m,EPG
19410,25797,74,ER4d,ER4d
47186,19169,74,ER3m,ER3m
27213,19100,74,PFNd,hDeltaB
40069,32718,74,PFNd,hDeltaB
22683,523032,74,hDeltaM,PFL3
28339,25797,74,ER4d,ER4d
76194,556347,74,PEN_a(PEN1),EPG
15495,530071,74,Delta7,PFL3
54443,26488,74,hDeltaA,PFL3
24459,23197,74,ER4d,ER4d
30329,520811,74,hDeltaM,PFL3
39883,539328,74,hDeltaF,PFGs
19410,23315,74,ER4d,ER4d
19410,50808,74,ER4d,ER4d
12358,520812,74,PEN_a(PEN1),EPG
516110,512793,74,ER6,PEG
519347,520818,74,ER4m,EPG
515192,22657,74,hDeltaB,PFGs
516110,522973,74,ER6,PEG
19100,33552,73,hDeltaB,PFR_a
521814,521813,73,PEN_a(PEN1),EPG
20781,23858,73,PFGs,hDeltaK
513517,11307,73,EPG,EPG
23315,13094,73,ER4d,ER4d
25797,19410,73,ER4d,ER4d
18504,19825,73,PEN_a(PEN1),EPG
16343,22461,73,ER4d,ER4d
20818,20715,73,PEN_a(PEN1),EL
30968,11512,73,PFNd,hDeltaB
512362,24671,73,hDeltaB,hDeltaK
22461,527653,73,ER4d,ER4d
76194,513284,73,PEN_a(PEN1),EPG
23874,23197,73,ER4d,ER4d
31263,30674,73,ER3d_b,ER3d_b
102689,28559,73,PFNv,PFNv
28559,102689,73,PFNv,PFNv
23779,25137,73,PFGs,hDeltaK
27191,25773,73,PFNv,PFNv
20404,50808,73,ER4d,ER4d
18744,19825,73,PEN_a(PEN1),EPG
25797,19791,73,ER4d,ER4d
19791,23520,73,ER4d,ER4d
20404,23315,73,ER4d,ER4d
38334,32718,73,PFNd,hDeltaB
23520,23197,73,ER4d,ER4d
14464,523806,73,ER6,PEG
20404,17591,73,ER4d,ER4d
13985,513284,73,ER4m,EPG
20980,13094,73,ER4d,ER4d
19323,24076,73,ER4d,ER4d
23630,26439,73,hDeltaC,hDeltaF
20980,20404,73,ER4d,ER4d
37751,19100,73,PFNd,hDeltaB
512928,15616,73,EPG,EPG
19323,20404,73,ER4d,ER4d
24879,23874,73,ER4d,ER4d
25982,512362,73,PFNd,hDeltaB
50808,22461,72,ER4d,ER4d
529847,38084,72,ER3m,ER3m
522993,25024,72,PFGs,hDeltaK
19737,13094,72,ER4d,ER4d
13395,11307,72,ER4m,EPG
520812,45427,72,EPG,EL
82613,19715,72,hDeltaI,PFL2
19737,23197,72,ER4d,ER4d
19791,527653,72,ER4d,ER4d
42267,11512,72,PFNd,hDeltaB
24122,17591,72,ER4d,ER4d
24122,19323,72,ER4d,ER4d
24076,19323,72,ER4d,ER4d
24122,50808,72,ER4d,ER4d
23520,22461,72,ER4d,ER4d
34949,88342,72,PEN_a(PEN1),EPG
529385,16360,72,PEN_b(PEN2),EPG
14308,15616,72,ER4m,EPG
14308,513284,72,ER4m,EPG
24459,50808,72,ER4d,ER4d
23197,13094,72,ER4d,ER4d
24671,30653,72,hDeltaK,PFGs
31656,19443,72,hDeltaB,PFR_a
24879,24076,72,ER4d,ER4d
514045,13217,72,PEN_a(PEN1),EPG
27109,58561,72,hDeltaB,PFGs
52903,17816,72,PFNd,hDeltaB
515232,519351,72,hDeltaI,PFL3
34924,524351,72,hDeltaB,PFR_a
35794,13417,72,PFNd,hDeltaB
30674,34038,72,ER3d_b,ER3d_b
515130,18851,72,hDeltaA,PFL3
16818,23520,72,ER4d,ER4d
16818,20653,72,ER4d,ER4d
20653,23197,72,ER4d,ER4d
14464,525062,72,ER6,PEG
20404,19410,72,ER4d,ER4d
11874,100809,72,EPG,PEG
19100,26242,72,hDeltaB,hDeltaK
16343,20653,72,ER4d,ER4d
39813,34188,72,PEN_b(PEN2),EL
16343,20980,72,ER4d,ER4d
15616,19760,72,EPG,PEN_b(PEN2)
15616,513284,72,EPG,EPG
512362,25036,72,hDeltaB,hDeltaK
30674,529330,71,ER3d_b,ER3d_b
18504,519328,71,PEN_a(PEN1),EPG
22302,11557,71,hDeltaM,PFL2
16343,17591,71,ER4d,ER4d
19602,30181,71,hDeltaB,PFR_b
524270,32675,71,PFNd,hDeltaB
19791,13094,71,ER4d,ER4d
519941,519328,71,EPG,EPG
17419,81159,71,ER6,PEG
17419,512793,71,ER6,PEG
17419,522973,71,ER6,PEG
512319,26443,71,ER6,PEG
20980,24076,71,ER4d,ER4d
23315,20653,71,ER4d,ER4d
24459,19323,71,ER4d,ER4d
516919,73853,71,hDeltaA,hDeltaI
512305,20007,71,EPG,PEG
17402,513284,71,ER4m,EPG
28190,48667,71,PFNv,PFNv
17591,19410,71,ER4d,ER4d
40037,524876,71,PFNd,hDeltaB
17591,23080,71,ER4d,ER4d
18419,513284,71,PEN_a(PEN1),EPG
517418,34924,71,PFNd,hDeltaB
13985,520818,71,ER4m,EPG
30310,15616,71,PEN_b(PEN2),EPG
82613,17290,71,hDeltaI,PFL3
41849,22086,71,PFNd,hDeltaB
524876,16303,71,hDeltaB,PFR_a
28339,19737,71,ER4d,ER4d
12358,45427,71,PEN_a(PEN1),EL
30068,11673,71,hDeltaA,PFL2
22461,19410,71,ER4d,ER4d
22461,19737,71,ER4d,ER4d
22461,24879,71,ER4d,ER4d
15409,14729,71,Delta7,PFL2
48667,102689,71,PFNv,PFNv
27213,17820,71,PFNd,hDeltaB
512513,515675,71,EPG,EPG
22240,556347,71,PEN_b(PEN2),EPG
513283,556346,71,PEN_a(PEN1),EPG
15176,14507,71,PEN_b(PEN2),EPG
18932,512513,71,PEN_b(PEN2),EPG
39813,513520,71,PEN_b(PEN2),EPG
512362,13892,71,hDeltaB,PFR_b
42264,25494,71,ER3d_e,ER3d_e
20653,23874,71,ER4d,ER4d
520581,22240,71,EPG,PEN_b(PEN2)
529847,47186,71,ER3m,ER3m
42739,28248,71,hDeltaB,PFGs
40390,513520,71,PEN_b(PEN2),EPG
514045,519144,71,PEN_a(PEN1),EPG
15837,15176,71,Delta7,PEN_b(PEN2)
42739,516663,71,hDeltaB,PFR_b
17753,529385,71,Delta7,PEN_b(PEN2)
26439,30805,71,hDeltaF,hDeltaL
27109,41715,70,hDeltaB,hDeltaK
16818,23874,70,ER4d,ER4d
19760,84758,70,PEN_b(PEN2),EPG
15904,518378,70,Delta7,PFL3
25792,513284,70,PEN_a(PEN1),EPG
26417,20715,70,PEN_b(PEN2),EL
69515,42739,70,PFNd,hDeltaB
523786,520581,70,EPG,EPG
39690,26439,70,hDeltaE,hDeltaF
69515,13417,70,PFNd,hDeltaB
20653,527653,70,ER4d,ER4d
50808,17591,70,ER4d,ER4d
32675,23180,70,hDeltaB,PFGs
32718,59108,70,hDeltaB,PFR_a
16158,523032,70,hDeltaH,PFL3
26939,27013,70,ER3m,ER3m
24459,16343,70,ER4d,ER4d
521814,45427,70,PEN_a(PEN1),EL
27191,33307,70,PFNv,PFNv
512793,529385,70,PEG,PEN_b(PEN2)
31263,34038,70,ER3d_b,ER3d_b
23197,20980,70,ER4d,ER4d
19323,23874,70,ER4d,ER4d
23197,24459,70,ER4d,ER4d
514045,513463,70,PEN_a(PEN1),EPG
19323,20980,70,ER4d,ER4d
18779,294178,70,PEN_a(PEN1),EL
512608,45839,70,ER3d_b,ER3d_b
18779,521813,70,PEN_a(PEN1),EPG
24382,521409,70,PEN_b(PEN2),EPG
24879,527653,70,ER4d,ER4d
16343,19323,70,ER4d,ER4d
41559,519346,70,FC2A,PFL3
40558,530339,70,ER3d_b,ER3d_d
28339,16343,70,ER4d,ER4d
20883,11933,70,ER2_c,ER2_c
18744,131313,70,PEN_a(PEN1),EPG
18779,51555,70,PEN_a(PEN1),EL
15398,19269,70,Delta7,PFL1
25797,16818,70,ER4d,ER4d
22461,16818,70,ER4d,ER4d
568155,519349,70,Delta7,PFL1
28190,512362,70,PFNv,hDeltaB
512513,16008,70,EPG,PEG
17874,523032,70,hDeltaM,PFL3
24879,50808,70,ER4d,ER4d
522992,14464,70,PEG,ER6
12357,11933,70,ER2_c,ER2_c
21932,512514,70,PEN_b(PEN2),EPG
20404,25797,69,ER4d,ER4d
24879,25797,69,ER4d,ER4d
52903,515192,69,PFNd,hDeltaB
19125,11987,69,EPG,EPG
44830,42264,69,ER3d_e,ER3d_e
519328,17419,69,EPG,ER6
519329,35545,69,ER3a_d,ER3a_a
19169,529847,69,ER3m,ER3m
13094,25797,69,ER4d,ER4d
16440,512928,69,ER4m,EPG
516110,39753,69,ER6,PEG
23520,13094,69,ER4d,ER4d
14482,11307,69,ER4m,EPG
24459,13094,69,ER4d,ER4d
50888,11933,69,ER2_c,ER2_c
24459,19791,69,ER4d,ER4d
28190,19100,69,PFNv,hDeltaB
25792,14727,69,PEN_a(PEN1),EPG
18744,34188,69,PEN_a(PEN1),EL
454614,10539,69,ER4m,EPG
20653,24076,69,ER4d,ER4d
20653,13094,69,ER4d,ER4d
17991,82613,69,hDeltaA,hDeltaI
19737,20404,69,ER4d,ER4d
19323,19791,69,ER4d,ER4d
50327,17286,69,hDeltaI,PFL3
15398,22240,69,Delta7,PEN_b(PEN2)
16818,19410,69,ER4d,ER4d
512514,519140,69,EPG,EPG
512928,525062,69,EPG,PEG
47528,23090,69,PFNd,hDeltaB
25494,37437,69,ER3d_e,ER3d_e
50808,23874,69,ER4d,ER4d
15616,30310,69,EPG,PEN_b(PEN2)
84758,14552,69,EPG,EL
23874,22461,69,ER4d,ER4d
17801,541755,69,hDeltaA,PFR_a
23874,24122,69,ER4d,ER4d
11512,521646,69,hDeltaB,hDeltaI
16476,20279,69,Delta7,PFL1
10539,513463,69,EPG,EPG
82613,18851,69,hDeltaI,PFL3
25494,38306,69,ER3d_e,ER3d_a
15409,55630,68,Delta7,EPGt
21664,25494,68,ER3d_e,ER3d_e
516110,511844,68,ER6,PEG
514180,53618,68,ER3p_b,ER3p_b
556347,535347,68,EPG,PEG
16343,50808,68,ER4d,ER4d
524654,529142,68,PFGs,hDeltaK
41665,544496,68,ER3a_c,ER3a_c
22461,16343,68,ER4d,ER4d
22461,50808,68,ER4d,ER4d
54776,513702,68,PFNd,hDeltaB
13094,16343,68,ER4d,ER4d
50808,23197,68,ER4d,ER4d
11512,522993,68,hDeltaB,PFGs
556346,512793,68,EPG,PEG
20818,84758,68,PEN_a(PEN1),EPG
25210,15210,68,hDeltaH,PFL3
26913,22086,68,PFNd,hDeltaB
27926,36201,68,hDeltaJ,FC2A
27109,61553,68,hDeltaB,PFR_a
18733,11933,68,ER2_c,ER2_c
13094,23315,68,ER4d,ER4d
34038,30592,68,ER3d_b,ER3d_b
529318,25184,68,Delta7,PEN_b(PEN2)
24879,28339,68,ER4d,ER4d
19410,22461,68,ER4d,ER4d
24879,23197,68,ER4d,ER4d
18823,19715,68,Delta7,PFL2
53618,28701,68,ER3p_b,ER3d_b
514126,11987,68,EPG,EPG
520575,14464,68,PEG,ER6
31263,529330,68,ER3d_b,ER3d_b
23197,23315,68,ER4d,ER4d
23197,25797,68,ER4d,ER4d
25176,35912,68,hDeltaK,PFGs
14308,513520,68,ER4m,EPG
14464,26443,68,ER6,PEG
24459,24122,68,ER4d,ER4d
35461,19100,68,PFNd,hDeltaB
37758,43212,68,ER3d_a,ER3d_a
24076,25797,68,ER4d,ER4d
27195,18327,68,hDeltaM,PFL3
24076,20404,68,ER4d,ER4d
24076,20980,68,ER4d,ER4d
47186,529847,68,ER3m,ER3m
23520,25797,68,ER4d,ER4d
23520,19791,68,ER4d,ER4d
20404,527653,68,ER4d,ER4d
17804,529385,68,Delta7,PEN_b(PEN2)
20404,24459,68,ER4d,ER4d
20404,23520,68,ER4d,ER4d
19807,20945,68,ER2_c,ER2_c
20404,19323,68,ER4d,ER4d
74666,60670,68,hDeltaE,FC2C
24122,24076,68,ER4d,ER4d
17591,23520,67,ER4d,ER4d
511841,40390,67,Delta7,PEN_b(PEN2)
521409,39753,67,EPG,PEG
20404,16818,67,ER4d,ER4d
20404,20980,67,ER4d,ER4d
39813,513517,67,PEN_b(PEN2),EPG
23315,20404,67,ER4d,ER4d
28418,101011,67,hDeltaL,FC2C
27109,13732,67,hDeltaB,hDeltaI
13094,19323,67,ER4d,ER4d
22923,511842,67,hDeltaM,PFL2
43127,22086,67,PFNd,hDeltaB
533062,29842,67,ER3a_a,ER3m
24683,19602,67,PFNv,hDeltaB
12358,14871,67,PEN_a(PEN1),EL
521634,19100,67,PFNd,hDeltaB
16343,527653,67,ER4d,ER4d
525061,568471,67,PFGs,hDeltaK
16343,19791,67,ER4d,ER4d
512513,21932,67,EPG,PEN_b(PEN2)
27179,25773,67,PFNv,PFNv
88342,51555,67,EPG,EL
27191,24683,67,PFNv,PFNv
29046,517603,67,ER3d_b,ER3d_d
517417,567101,67,Delta7,PFL3
19569,20945,67,ER2_c,ER2_c
48667,28254,67,PFNv,PFNv
14308,520581,67,ER4m,EPG
36201,523032,67,FC2A,PFL3
27106,28248,67,hDeltaK,PFGs
19917,18508,67,ER2_c,ER2_c
48667,28559,67,PFNv,PFNv
20653,16343,67,ER4d,ER4d
16412,20279,67,Delta7,PFL1
16818,19737,67,ER4d,ER4d
32718,130971,67,hDeltaB,hDeltaI
32718,90574,67,hDeltaB,PFR_a
30068,531009,67,hDeltaA,PFR_b
30068,531755,67,hDeltaA,PFR_a
22461,20404,67,ER4d,ER4d
24879,16343,67,ER4d,ER4d
25494,21664,67,ER3d_e,ER3d_e
523806,40390,67,PEG,PEN_b(PEN2)
32675,90574,67,hDeltaB,PFR_a
30122,20792,67,hDeltaF,hDeltaL
28791,513284,67,PEN_b(PEN2),EPG
14806,55630,67,Delta7,EPGt
27425,19564,67,hDeltaK,PFGs
15713,523786,67,EPG,EPG
32675,59108,67,hDeltaB,PFR_a
30313,512362,67,PFNv,hDeltaB
30313,25773,67,PFNv,PFNv
32718,532800,67,hDeltaB,PFR_b
23520,20404,67,ER4d,ER4d
24076,20653,67,ER4d,ER4d
24076,19410,67,ER4d,ER4d
515464,32675,67,PFNd,hDeltaB
514045,58834,67,PEN_a(PEN1),EL
19410,20653,67,ER4d,ER4d
19791,50808,67,ER4d,ER4d
14284,11605,67,ER5,ER5
50808,16343,67,ER4d,ER4d
13392,519358,67,hDeltaH,FC2B
49002,31088,67,ER3p_a,ER3p_a
19737,23874,67,ER4d,ER4d
13395,520818,67,ER4m,EPG
49630,11512,67,PFNv,hDeltaB
19100,28767,66,hDeltaB,PFGs
25797,23197,66,ER4d,ER4d
50808,16818,66,ER4d,ER4d
26242,35912,66,hDeltaK,PFGs
23080,23315,66,ER4d,ER4d
19189,22084,66,PEN_a(PEN1),EL
19410,20404,66,ER4d,ER4d
28248,26242,66,PFGs,hDeltaK
19100,25176,66,hDeltaB,hDeltaK
527653,16343,66,ER4d,ER4d
527653,19410,66,ER4d,ER4d
16214,524654,66,PFR_b,PFGs
23080,19410,66,ER4d,ER4d
19410,16818,66,ER4d,ER4d
17820,28782,66,hDeltaB,hDeltaK
11874,516110,66,EPG,ER6
20404,24879,66,ER4d,ER4d
20404,24122,66,ER4d,ER4d
31263,51382,66,ER3d_b,ER3d_b
28701,46262,66,ER3d_b,ER3d_b
23197,24122,66,ER4d,ER4d
24459,23080,66,ER4d,ER4d
50888,18508,66,ER2_c,ER2_c
24459,19737,66,ER4d,ER4d
26939,19169,66,ER3m,ER3m
23619,520812,66,PEN_b(PEN2),EPG
33307,17820,66,PFNv,hDeltaB
512514,21932,66,EPG,PEN_b(PEN2)
18823,519351,66,Delta7,PFL3
17419,39413,66,ER6,PEG
513033,39753,66,EPG,PEG
16343,13094,66,ER4d,ER4d
15176,521812,66,PEN_b(PEN2),EPG
21345,27109,66,PFNd,hDeltaB
513702,514184,66,hDeltaB,hDeltaK
23874,20404,66,ER4d,ER4d
23874,50808,66,ER4d,ER4d
519140,29713,66,EPG,EL
22461,13094,66,ER4d,ER4d
22461,17591,66,ER4d,ER4d
25797,17591,66,ER4d,ER4d
19323,23197,66,ER4d,ER4d
16110,520811,66,Delta7,PFL3
30805,56905,66,hDeltaL,FC2C
25797,20980,66,ER4d,ER4d
19737,19323,66,ER4d,ER4d
19760,14727,66,PEN_b(PEN2),EPG
527199,37437,66,ER3d_e,ER3d_e
31715,44256,66,hDeltaE,PFGs
515760,10539,66,ER4m,EPG
515760,11307,66,ER4m,EPG
49378,27269,66,ER3d_c,ER3d_c
24879,19410,66,ER4d,ER4d
12357,18508,66,ER2_c,ER2_c
18504,514126,66,PEN_a(PEN1),EPG
24122,23197,66,ER4d,ER4d
23520,24879,66,ER4d,ER4d
20818,521409,66,PEN_a(PEN1),EPG
525061,23083,66,PFGs,hDeltaK
30592,524068,66,ER3d_b,ER3d_b
14727,19760,66,EPG,PEN_b(PEN2)
522759,44127,66,ER3d_d,ER3d_d
16440,15616,66,ER4m,EPG
28559,524876,66,PFNv,hDeltaB
30313,33307,66,PFNv,PFNv
15409,23619,66,Delta7,PEN_b(PEN2)
13392,82293,66,hDeltaH,FC2B
19169,47186,66,ER3m,ER3m
22086,13914,66,hDeltaB,hDeltaK
40390,34188,66,PEN_b(PEN2),EL
24683,27191,66,PFNv,PFNv
13417,28248,66,hDeltaB,PFGs
13094,20980,66,ER4d,ER4d
40390,513517,66,PEN_b(PEN2),EPG
23273,512305,66,PEN_b(PEN2),EPG
33589,45839,66,ER3d_b,ER3d_b
519332,523036,66,Delta7,PFL1
13094,23520,66,ER4d,ER4d
44256,24314,65,PFGs,hDeltaK
524270,22086,65,PFNd,hDeltaB
50808,23315,65,ER4d,ER4d
515675,18932,65,EPG,PEN_b(PEN2)
513283,58834,65,PEN_a(PEN1),EL
519328,516110,65,EPG,ER6
16553,39813,65,Delta7,PEN_b(PEN2)
16412,529385,65,Delta7,PEN_b(PEN2)
47036,37758,65,ER3d_a,ER3d_a
512319,45969,65,ER6,PEG
30781,17820,65,PFNd,hDeltaB
30592,34038,65,ER3d_b,ER3d_b
45839,29791,65,ER3d_b,ER3d_b
13985,11307,65,ER4m,EPG
19410,19791,65,ER4d,ER4d
97678,11512,65,PFNv,hDeltaB
28339,23874,65,ER4d,ER4d
17419,39753,65,ER6,PEG
16540,14663,65,Delta7,PFL1
19737,23315,65,ER4d,ER4d
25797,19323,65,ER4d,ER4d
18504,519941,65,PEN_a(PEN1),EPG
11933,12357,65,ER2_c,ER2_c
27109,515966,65,hDeltaB,hDeltaH
23619,512305,65,PEN_b(PEN2),EPG
20980,25797,65,ER4d,ER4d
16343,25797,65,ER4d,ER4d
17820,25137,65,hDeltaB,hDeltaK
28339,20404,65,ER4d,ER4d
24879,20653,65,ER4d,ER4d
30522,512608,65,ER3d_b,ER3d_b
23080,24879,65,ER4d,ER4d
529207,31088,65,ER3p_a,ER3p_a
44127,20514,65,ER3d_d,ER3d_d
20520,535056,65,hDeltaB,hDeltaI
76194,15616,65,PEN_a(PEN1),EPG
23197,20653,65,ER4d,ER4d
23197,20404,65,ER4d,ER4d
40037,42739,65,PFNd,hDeltaB
23315,23520,65,ER4d,ER4d
102689,28254,65,PFNv,PFNv
19807,19425,65,ER2_c,ER2_c
23197,17591,65,ER4d,ER4d
23197,19323,65,ER4d,ER4d
20404,19791,65,ER4d,ER4d
13434,15616,65,ER4m,EPG
31121,41665,65,ER3a_c,ER3a_c
44814,19169,65,ER3m,ER3m
23520,16818,65,ER4d,ER4d
513464,11503,65,EPG,EPG
14308,11307,65,ER4m,EPG
19569,18508,65,ER2_c,ER2_c
24459,25797,65,ER4d,ER4d
19323,19410,65,ER4d,ER4d
516110,39413,65,ER6,PEG
19323,23520,65,ER4d,ER4d
19323,23315,65,ER4d,ER4d
19323,24879,65,ER4d,ER4d
524068,31263,64,ER3d_b,ER3d_b
26295,44814,64,ER3m,ER3m
19791,20653,64,ER4d,ER4d
11933,20945,64,ER2_c,ER2_c
19791,19737,64,ER4d,ER4d
47271,50007,64,ER3p_a,ER3p_a
29493,28559,64,PFNv,PFNv
529330,30674,64,ER3d_b,ER3d_b
24459,23315,64,ER4d,ER4d
