type_pre,type_post,weight
FB5A,hDeltaH,906
ER6,EL,905
LNO1,LNO1,902
PS196_b,ExR2,899
FB4O,hDeltaM,899
PFNp_a,PFNp_b,896
FB4P_b,PFR_a,895
vDeltaI_a,FB4Y,893
FB1G,FC2C,891
PFNp_b,vDeltaI_b,891
PFL1,FB2B_b,890
hDeltaM,FB5A,888
FB1E_a,hDeltaC,885
FB3A,hDeltaB,883
hDeltaB,hDeltaB,882
FB5D,FR1,882
FB5J,hDeltaC,881
FB2F_d,hDeltaG,880
FB6N,vDeltaF,880
vDeltaF,FC2B,880
FB2F_d,FC2C,878
hDeltaH,FB5S,872
FB1G,FC1B,872
ER2_c,ER4m,871
ER3a_d,ExR1,870
FB7C,hDeltaE,869
hDeltaK,FB6D,865
FS4C,SLP414,860
vDeltaK,FB4H,859
FC2C,FB5G_a,859
FB8D,(untyped),858
FB6G,hDeltaL,857
ER3a_b,(untyped),857
FB3D,(untyped),857
PFGs,FB6D,855
FB4F_b,hDeltaA,854
EL,ER2_a,854
FB7D_a,(untyped),854
Delta7,PFNm_a,853
PFL3,PFL3,853
FC3_b,vDeltaG,852
FB4H,vDeltaM,852
hDeltaB,FS4A,849
FC1E,PFL1,849
FS4B,SLP414,847
PFL1,WED082,845
LCNOp,PFNp_d,844
FB2B_a,FC1F,844
hDeltaL,vDeltaD,844
FB8H,FC2C,844
EL,ER3m,844
(untyped),PEN_b(PEN2),844
EL,ExR1,842
FB2M_a,FC2B,842
IbSpsP,PFNm_a,841
PFNp_b,FC2B,838
FB2G_b,hDeltaA,836
vDeltaG,FC2B,835
PFNm_a,PFNp_c,834
FB1G,FC3_b,833
ER1_b,ER1_b,833
FB4B,PFR_a,832
ER1_a,ER1_a,832
OLVC5,IbSpsP,831
vDeltaI_b,vDeltaI_b,831
vDeltaE,hDeltaL,829
FB5X,FB5W_a,827
PFL3,LAL076,823
FB4O,FB4O,823
(untyped),FC2B,820
FB7G,hDeltaE,817
EPG,PFNa,816
FB6M,ExR3,814
FB9C,hDeltaD,814
PFNm_b,FC2C,814
FB1C,PFNp_b,811
FB5V_b,hDeltaA,810
FR1,MBON30,809
FC3_a,vDeltaG,808
LAL112,LCNOpm,806
PFL3,FB5A,806
hDeltaJ,FB4A_b,806
(untyped),FC2C,806
hDeltaD,FB8B,805
(untyped),PFNp_b,805
hDeltaK,ExR3,803
ExR8,PS047_b,802
FB5W_a,hDeltaI,802
FB5C,FR1,801
hDeltaL,FB7J,800
FB4E_c,hDeltaI,800
FB1G,FC1F,797
hDeltaF,vDeltaD,797
PFR_b,hDeltaG,795
ExR5,ExR2,793
FB7G,hDeltaL,793
PFNa,FC1E,790
FB4P_c,hDeltaA,789
FB6W,FC2B,787
hDeltaH,FS2,786
hDeltaD,vDeltaA_b,786
FB4Z_c,(untyped),786
ER3a_c,EL,785
FB1G,hDeltaC,782
FB5N,FC2B,782
EL,ER3d_e,782
PFNp_b,vDeltaG,782
PFNa,FB2A,782
LAL156_b,LNOa,781
FS1A_a,oviIN,780
PFNv,hDeltaC,780
TuBu06,ExR1,779
FR1,CRE105,778
hDeltaB,FB3A,778
FB5R,(untyped),778
FB5L,FB5AB,777
FC2A,FB5W_a,777
FB4P_a,FR1,776
FB7G,FC2C,776
ER4d,PEN_b(PEN2),775
hDeltaL,FB7D_b,774
FB2G_b,FB2D,773
PEG,ExR6,772
FB4P_c,PFL3,772
FB4F_c,PFL2,772
EPG,IbSpsP,771
LCNOpm,PFNp_e,770
PFR_a,hDeltaJ,769
EPG,GLNO,766
TuBu05,ER3p_a,764
FB5H,vDeltaI_a,763
PFR_a,hDeltaB,763
ExR4,ExR8,762
FC3_a,hDeltaH,762
ExR5,FB2A,761
ExR7,FB1C,759
FB5A,hDeltaG,759
FB4J,hDeltaI,758
ER2_d,EL,758
FB5A,PFL2,757
MBON21,FB4R,756
hDeltaF,hDeltaL,756
FB5V_a,FB4Y,756
FB4Q_c,FC2A,755
FB7K,PFGs,755
PFL3,DNb01,753
FS2,FS2,753
FB4P_c,PFR_a,752
FB4X,hDeltaH,751
Delta7,PFNp_e,750
FB1C,PFNm_b,750
PFNv,PFNa,749
PFNm_a,FC2C,749
FB2B_b,FC1C_b,749
ExR1,ER3d_c,748
PFNp_b,PFL3,746
FB2D,hDeltaJ,746
FC3_b,hDeltaH,745
FB2F_a,FC2A,744
FC3_a,vDeltaF,744
FB5W_a,FC2B,744
ExR1,ER3m,743
FC1D,FB2B_b,743
vDeltaI_b,vDeltaI_a,740
hDeltaB,FB4M,739
FB3C,FC3_c,739
hDeltaE,FB7B,736
hDeltaB,hDeltaG,736
PFL3,DNa02,736
FB2F_b,hDeltaH,736
FB4K,PFGs,736
FB4M,PFR_a,735
ExR3,ExR1,733
TuBu09,ER2_a,733
FB5V_c,FB4Z_a,733
FB4E_a,PFR_b,732
FB4Y,EPG,732
ER3w_a,ER2_b,731
FB5P,hDeltaH,730
ER3p_a,ER3w_b,730
FC1B,FB2A,730
(untyped),FS2,729
FB1I,vDeltaB,728
PFNp_b,PFNp_e,728
LAL143,FB3A,727
hDeltaF,PFGs,726
PFNm_b,LCNOpm,725
FB4Q_c,hDeltaJ,725
FB7E,FB7J,723
(untyped),FC2A,723
FB7E,FS2,722
FB5B,FB5I,720
FB5AB,vDeltaD,720
FB2F_a,FC1C_b,719
PFNp_c,PFNp_a,719
ER3a_b,ER3a_d,718
FB5W_a,hDeltaM,717
TuBu03,ER3d_d,716
FB7G,FS2,715
(untyped),FS4A,713
FB4X,hDeltaM,712
FB7D_b,(untyped),712
Delta7,P6-8P9,710
vDeltaI_a,vDeltaI_a,708
PFNp_e,vDeltaM,707
FS4A,FS4A,706
VES041,PFL3,705
FB5D,hDeltaH,704
vDeltaG,FB5K,704
ExR4,PEG,703
EPG,PFGs,703
FB5V_c,hDeltaA,703
ER1_b,ER1_a,703
SMP147,LCNOpm,702
ER3a_c,ER3a_c,702
FB8C,hDeltaE,702
ER3w_a,EL,702
PFL3,VES005,701
vDeltaH,hDeltaH,701
FB1G,hDeltaK,701
hDeltaC,vDeltaC,701
PFNd,FB4M,701
ER4m,ExR2,700
vDeltaM,vDeltaI_b,700
PEN_a(PEN1),ER4m,700
(untyped),ER2_c,700
FB1G,PFR_a,699
FB6R,FC2C,699
FB6C_a,hDeltaL,697
ER4m,ExR4,696
ExR5,FB2B_b,695
FB6V,hDeltaL,695
FC3_b,PFGs,695
FB2F_b,hDeltaJ,695
FB7I,FC2C,695
ER3w_c,ER3w_a,693
FB5G_c,PFL3,692
FB5A,hDeltaC,692
ER4m,ER3w_c,691
FB6G,vDeltaD,689
FB1D,vDeltaA_b,689
SMP215,FB6D,687
PS196_b,ExR4,686
ExR3,EPG,686
TuBu09,ExR1,685
WED035,ER1_a,684
(untyped),PFNv,684
FB2G_a,FC2B,683
FC2C,oviIN,682
FB2B_b,FC1E,682
ER2_a,ER4m,682
ER3d_b,ER3p_b,681
FC2C,FS1A_c,681
(untyped),FB4Y,680
FB8I,FB7J,679
vDeltaK,PFL2,679
FC3_c,PFR_a,678
SMP048,IbSpsP,678
hDeltaF,vDeltaC,678
FB5G_c,FB5A,677
PEN_b(PEN2),ExR7,677
FC1B,FB2D,677
(untyped),FB5AB,677
FB7D_a,hDeltaE,676
hDeltaH,FB5R,676
ER1_c,ER1_b,675
IbSpsP,Delta7,675
ER2_d,ER2_d,674
FB6E,FC2C,674
FC1A,PFL1,672
FB6A_c,FS2,672
FB5J,hDeltaJ,672
PFGs,FB6A_b,670
FB4R,PFGs,670
FB2B_a,FC1C_b,670
ExR5,PFL2,668
vDeltaB,FB1I,668
FC1D,FC1C_b,668
FB8I,hDeltaD,667
FB6V,hDeltaG,666
FC1A,FC1E,666
FB3C,PFR_b,666
FC2C,hDeltaM,665
FC1B,hDeltaC,665
LAL157,LNO1,664
FB4N,FC2C,664
FB4P_b,FB4F_c,663
CB1617,FB1D,663
FB4N,FC2B,661
PLP246,FB4M,660
FB5AB,FB4Y,660
FB6O,vDeltaE,660
EL,ER3w_a,658
hDeltaG,FR1,657
FB1E_a,hDeltaL,657
ER3a_c,EPG,656
FB7D_a,hDeltaL,654
FB8A,hDeltaD,653
hDeltaG,vDeltaE,653
FB3C,PFGs,651
PS291,LPsP,649
FB4P_b,hDeltaI,649
FC1A,FC1D,649
(untyped),PFL2,647
FB2H_b,hDeltaC,646
OA-VPM3,hDeltaB,646
(untyped),vDeltaK,646
EL,ER5,646
vDeltaB,FB7L,645
FB5V_a,hDeltaK,645
FB1G,vDeltaA_a,644
vDeltaF,FB5L,641
FB8E,vDeltaA_a,641
LAL184,ExR1,640
hDeltaE,PFGs,640
LAL002,PFR_b,640
FB2F_d,FC2B,640
(untyped),ExR6,640
hDeltaI,FB5D,639
FB1D,FB1D,638
PFR_b,LAL147_a,637
FB5P,FB5U,635
ER2_d,ER3w_a,635
PEN_a(PEN1),ExR4,635
FB2I_a,FB2D,635
vDeltaG,FB4Y,635
FB4X,PFR_a,635
FB5S,hDeltaH,634
FS1A_b,oviIN,633
FB4O,FC2A,633
EPG,ExR2,633
ExR2,ExR1,632
FC2B,oviIN,631
vDeltaH,FC2A,631
vDeltaG,FC2A,631
hDeltaD,vDeltaA_a,630
FB2D,FC1E,630
FB2I_a,FS4C,630
FB5X,PFL2,629
FB1G,FS4A,629
ExR6,ExR2,628
hDeltaL,FB7D_a,628
vDeltaI_a,vDeltaI_b,628
FB1E_a,vDeltaC,628
(untyped),FB4M,628
FR1,FB4C,627
hDeltaK,FB6A_b,627
FB5C,FC2B,627
EL,ER3d_a,627
FB4M,hDeltaJ,625
hDeltaE,FS3_d,624
PFNv,FB4B,623
FS4A,SMP305,623
ER3a_b,ExR1,621
FB7H,vDeltaD,621
vDeltaL,FB4H,621
vDeltaC,FB7I,621
LAL055,ExR1,620
hDeltaI,FB4E_b,619
PFR_a,hDeltaH,619
PFNp_b,vDeltaH,619
FS4C,SMP167,618
FB4F_a,vDeltaK,616
PFL2,FB5A,614
FB8G,hDeltaD,613
TuBu02,ExR1,613
hDeltaB,FB4D_b,613
EL,ER3d_c,613
FB1I,vDeltaC,612
PFR_a,FB4X,612
FB6E,vDeltaE,611
vDeltaC,FB6H,611
FB5F,PFL3,609
FB5V_b,hDeltaI,609
FB2G_b,hDeltaM,607
FC2A,FB4Q_b,607
FC2C,FC2C,607
FB4J,hDeltaJ,606
FB4P_a,PFR_a,606
PFL2,PFL2,606
FB4M,FB4M,605
FB5V_a,FB4Z_c,605
LCNOpm,PFNp_a,605
(untyped),PEG,605
ER3w_b,EL,604
FB2M_b,FC2A,603
hDeltaH,FR1,602
vDeltaI_a,FB5H,601
FB7A,PFGs,599
FS1A_c,oviIN,598
SA1_c,(untyped),598
FB6G,hDeltaC,597
FB9A,hDeltaD,596
hDeltaB,FB4D_a,596
FB6A_b,PFGs,595
hDeltaL,FC2B,594
FB5AB,FC3_a,594
EPGt,Delta7,594
FC3_b,vDeltaI_a,593
EPG,ER3w_a,593
FB5E,PFR_b,592
FB4G,hDeltaI,591
ER2_a,ER2_b,591
PFNp_c,LCNOpm,591
ExR5,PFR_a,591
TuBu03,ER3d_c,590
FB6C_b,hDeltaG,590
FB2E,PFL1,590
PFL2,LAL090,590
FB6A_c,FC2C,588
hDeltaH,vDeltaG,587
EPG,ER3w_b,587
SLP405_a,FB7A,585
PS292,ExR2,584
FB6F,hDeltaF,584
FB4F_a,PFL3,584
hDeltaJ,PFR_a,584
PFL2,LoVC11,583
FB5I,vDeltaE,583
ExR8,DNg36_a,582
OLVC5,EL,582
hDeltaG,PFL3,582
FC2C,FB5Q,582
PFR_b,FB4B,581
FB5M,hDeltaI,581
FB7A,hDeltaF,580
hDeltaJ,FB4Q_c,580
FB4Q_a,PFR_a,580
ExR1,ER3d_a,579
FB4N,FC2A,579
hDeltaD,FS4B,579
FB1G,FC3_c,579
FB2F_a,FC1C_a,579
PFR_a,PFR_b,579
FB7J,hDeltaF,578
ER3p_b,EL,578
FB5V_b,FB4Z_a,577
FC3_b,vDeltaF,577
FB3A,FB4M,576
ER3d_a,ER3d_d,576
FC3_b,hDeltaJ,575
LAL050,LCNOpm,573
PFL2,LAL127,573
ER3a_b,ER3a_c,571
ExR7,FB4M,571
FB2F_a,FC1E,571
vDeltaE,FB6N,570
PFNp_c,hDeltaC,570
PFNd,FB4L,570
(untyped),hDeltaF,570
PEG,EL,569
FC1B,FC3_c,568
ER2_d,ER2_b,567
EL,ER3w_c,567
FC3_a,FB3C,567
ExR1,ER3a_a,566
FB2B_a,FC1D,566
(untyped),FB6A_c,566
FB5Y_a,hDeltaM,565
FB7B,hDeltaE,565
FB7E,hDeltaE,565
(untyped),ER3p_b,565
vDeltaB,FB7H,564
(untyped),PFR_b,564
SIP004,LCNOpm,562
FB5L,vDeltaE,562
FB1J,vDeltaA_b,562
FB2D,hDeltaC,562
PS197,LPsP,561
PFL3,LCNOp,561
PFNp_c,FC2B,561
FB2A,FC1B,561
FB2M_b,hDeltaA,559
ER3p_b,ER3p_a,559
FB2L,FC2B,558
FB5G_c,hDeltaM,557
FB2G_a,FC2A,557
vDeltaL,vDeltaK,557
FB1G,FC3_a,556
ExR7,ExR7,555
FB8H,FS4A,555
FC1C_b,PFL1,554
FB4F_b,hDeltaI,553
PFNa,FC3_a,553
FB4F_a,PFL2,552
PFNp_d,PFL3,552
WED145,ER1_b,551
FC1D,FB2B_a,551
PS196_a,LNO2,550
PFL3,LC33,550
FB6D,hDeltaK,549
LAL138,ER1_b,548
hDeltaI,hDeltaI,548
FB8B,hDeltaD,547
PLP046,FB3C,547
FB5N,PFL3,547
hDeltaF,FB6U,546
ExR1,ER4d,546
FB2M_b,hDeltaM,545
FB5O,FC2B,545
FB6Z,FC2C,545
FC2B,FS1A_a,545
FB8G,FS2,544
FC3_a,hDeltaJ,544
vDeltaA_a,FB8E,544
FB6E,hDeltaF,543
FC3_b,PFR_b,543
PEG,PEG,543
vDeltaC,FB7H,543
ExR3,ER3d_a,542
PS263,SpsP,541
FC2C,FS1A_b,540
FB5E,hDeltaH,539
SMP377,FB5X,539
FB8F_a,hDeltaD,539
ExR1,ER3d_e,538
EPG,PFL1,538
hDeltaE,hDeltaF,537
FB5D,hDeltaA,537
ExR5,FC3_a,537
ER1_c,EL,537
FB5R,hDeltaH,536
vDeltaK,PFL3,536
IbSpsP,PFNp_e,535
hDeltaF,FB7I,535
ExR5,FC3_b,535
FC3_a,PFR_b,535
PFL3,CB1705,534
FC2C,FB5G_c,534
hDeltaB,FB4D_c,533
FB5I,hDeltaJ,532
FC1B,FC1C_b,531
FC1D,FC1E,531
(untyped),hDeltaM,531
TuBu03,ExR1,530
PEN_b(PEN2),FB4Y,530
LAL144,LCNOpm,528
FB6A_a,hDeltaL,528
hDeltaG,vDeltaF,528
FB2M_a,PFL3,528
FC1A,FB2A,528
FB2E,FB2D,527
FB6D,FC2C,527
FB2C,FC2A,527
PFNp_c,PFNp_e,527
ER3m,ER3a_d,526
FB4Y,vDeltaL,526
(untyped),ER3m,526
FB5D,PFR_b,525
LPsP,Delta7,525
SA1_b,vDeltaA_a,524
FB6P,FB5AB,523
hDeltaL,FS3_a,523
(untyped),FB5A,523
FB2F_c,FC2B,522
PFNp_e,PFNp_e,522
FB8H,FB8C,521
TuBu10,ExR1,521
vDeltaD,FB6O,521
FB5A,FC3_b,521
FC3_a,FS2,520
PFR_b,CRE048,519
ER3d_b,ER3d_c,519
EPG,ER1_a,519
FB6C_b,FB6C_b,518
ER2_b,EL,518
PFNa,FB2I_a,518
PFR_a,FB4P_b,517
vDeltaM,FB4H,517
FB7A,FC2C,517
hDeltaM,hDeltaH,516
vDeltaF,FB5K,516
FB1A,FC2C,516
FB6D,OA-VPM3,515
FB2J_c,FC2A,515
FB2J_c,hDeltaM,513
FS4A,CB2814,513
LPsP,PFNp_b,513
FB2F_b,FC2A,512
FC3_c,FR1,512
FB6D,PFGs,512
ER2_a,ER3w_a,512
PS326,FB3A,511
FB2G_b,FC2B,511
FC1C_a,FB2D,511
EPG,ER2_d,511
FB2J_a,FB2D,510
FC1A,FC1C_b,510
(untyped),ER1_b,510
FB4L,PFNd,510
FB2A,FB2B_a,509
FS2,SMP457,509
vDeltaA_a,FB9A,509
FB7A,FB1I,508
FC1B,FC1E,508
ER2_c,ExR5,508
PFL1,AOTU037,507
ER3a_a,ER3a_b,507
vDeltaA_a,SA3,507
FB4Z_b,(untyped),507
LAL034,LCNOpm,506
FB9B_d,hDeltaD,506
SIP076,FB6A_c,505
FB6N,FB5AB,504
PS291,ExR2,504
FB6C_a,PFGs,504
hDeltaC,FB6P,504
FC2B,FB5Q,504
FB6U,FC2C,503
PFNp_c,FC2C,503
EL,ER1_a,503
FC3_a,PFGs,502
FB6V,FS2,502
FC1E,FB2B_b,502
FC1D,FB2K,502
FB5C,hDeltaH,501
FB6R,hDeltaG,501
FB5V_c,FB4Z_c,500
FB2F_a,vDeltaH,500
(untyped),FR1,500
FB5P,FB5R,499
hDeltaE,hDeltaE,498
hDeltaL,FS3_c,498
PFL2,LAL120_b,498
FB1G,PFR_b,498
LNO1,FB4B,497
FB2B_a,FB2F_a,497
PFL3,LAL101,497
FB5AA,FR1,497
PFNp_c,vDeltaE,497
vDeltaB,FB7B,496
hDeltaJ,vDeltaF,496
hDeltaM,hDeltaM,493
FB2M_a,FC1E,493
MBON09,FB4R,492
FB6K,hDeltaC,492
FC1B,FC1D,491
PFNd,FB4B,491
FC2A,FC2A,491
FB4B,PFNv,490
vDeltaB,vDeltaB,490
LAL184,ExR4,489
LAL184,ExR2,489
FB5AB,vDeltaI_a,489
FB2D,hDeltaI,489
PFNp_e,PFNp_d,489
vDeltaD,FB6U,488
FB5E,FR1,488
FB2I_a,FS4B,488
PFNp_e,vDeltaL,487
FB5B,PFGs,487
FB4O,FC2B,486
TuBu03,ER3d_a,485
FB8E,hDeltaE,485
FB2M_a,FC1D,485
FB5P,FB5S,484
vDeltaC,FB6O,484
FC2B,FS1A_c,484
PS292,ExR3,483
PLP046,ER3a_b,483
hDeltaD,FB7G,483
FB2M_b,PFL3,482
FB5A,hDeltaJ,482
FB5O,hDeltaG,481
FB5AA,FC2B,481
PFL1,PFL1,481
FB5O,hDeltaH,480
FB5K,vDeltaF,480
FB5X,hDeltaM,480
LAL123,LNO2,479
EL,ER4m,479
FB8G,hDeltaL,478
hDeltaD,FS3_d,478
FB6J,hDeltaG,477
FB4Y,PFL3,476
FB4O,hDeltaH,475
FB5W_a,hDeltaA,475
vDeltaB,hDeltaD,475
hDeltaL,vDeltaC,474
FB1E_a,hDeltaF,474
FB6G,vDeltaC,474
FC3_c,hDeltaJ,474
ER3a_d,ER3a_d,473
FB7E,FB7D_a,473
LAL076,FC2C,473
FC3_c,FB3C,473
FB8F_b,FB7K,472
FB4P_c,hDeltaI,472
FB5Q,PFL2,472
SMP238,ExR1,471
vDeltaI_a,FB5K,471
FB4R,PFR_a,471
FB5A,FR1,470
FB4K,vDeltaL,470
(untyped),FB1G,470
FB5A,hDeltaL,469
(untyped),IbSpsP,469
SIP064,FB4M,468
hDeltaF,hDeltaF,468
PFL3,DNa03,468
FB2J_a,FC2A,468
FB7C,hDeltaF,468
FB2B_a,FC1C_a,468
VES041,PFL2,467
ExR5,TuBu01,465
PFNp_b,vDeltaC,465
PFNm_b,PFNp_c,465
PFL2,LAL014,464
ExR8,PS197,462
hDeltaB,FB4J,462
vDeltaI_a,FR1,462
FB7L,FS3_d,462
WED040_a,GLNO,461
FB2F_b,hDeltaC,461
ER3p_b,ER3d_b,460
CB4183,ExR1,460
FB5G_a,PFL2,460
FB1H,hDeltaB,459
PFNp_a,LCNOpm,459
vDeltaE,FS2,459
LAL203,LNO2,458
FB2I_b,FB2F_a,458
SIP076,FB6A_a,458
FB2F_d,hDeltaH,458
FB2B_a,FC1E,458
vDeltaA_b,FB8I,458
PFL3,DNpe016,457
PFNp_c,FC2A,457
FB2D,FC3_b,456
PFNp_a,hDeltaI,456
PEN_b(PEN2),ExR4,456
ER3w_b,ER3w_a,456
FC1D,FR2,455
FC1B,FC3_a,455
PFNv,Delta7,455
FB6E,FC2B,454
FB7J,hDeltaD,454
vDeltaJ,hDeltaA,454
vDeltaF,FS2,454
ExR7,ER3a_b,453
FC2A,hDeltaM,452
PFNp_c,FB1H,452
EL,ER3d_d,452
FB2K,FB1G,451
FB6U,FC2B,451
PFNp_e,PFL3,451
EPG,PFNv,450
vDeltaA_b,FB8G,450
SA2_b,vDeltaA_a,449
FB6A_b,hDeltaL,448
PFL3,PS018_b,448
FB4D_c,hDeltaI,448
FC2C,FS1B_b,448
FB2B_b,FC1C_a,448
vDeltaL,FB4G,448
(untyped),ExR4,447
(untyped),PFL1,447
FB5N,FC2A,446
FB5M,PFL3,446
FB6S,FB6A_c,445
FB4P_c,hDeltaM,445
FB2M_a,hDeltaA,445
hDeltaC,FB6G,445
P6-8P9,PFNa,444
WED002,ER1_b,444
hDeltaL,FS1A_b,444
(untyped),ER3w_b,444
FB6C_b,OA-VPM3,443
vDeltaH,FB4Y,443
(untyped),ExR3,443
FS3_d,CB1897,443
vDeltaK,FB4G,443
vDeltaK,FB4Y,443
vDeltaK,hDeltaI,442
PFNp_e,vDeltaK,441
FB1A,vDeltaC,441
FB4O,FB4P_b,440
LPsP,PFL2,440
ER3d_b,ExR3,440
FB5C,FS2,440
ER3d_d,ER3d_e,440
FC3_b,FS2,440
FB2B_b,FC1D,440
hDeltaJ,hDeltaJ,440
FB2B_a,FR1,439
PFNm_a,vDeltaC,439
FC1F,FB2D,439
SLP414,FS4A,439
(untyped),PFNp_c,438
(untyped),FB6U,438
hDeltaF,FB6M,437
FB4Q_a,PFL3,437
FC1A,FB2I_a,436
GLNO,ExR8,435
FB4X,FC2A,435
FB1H,PFNd,435
ER3d_e,ER3m,434
FB4M,FB3A,434
FB1H,PFNv,434
vDeltaD,FB6H,434
FB1E_a,vDeltaD,434
EPG,PFNp_c,434
PEN_b(PEN2),ER4d,434
ExR5,FB4P_a,433
ER2_b,ER2_a,433
FB2F_a,FC1D,433
FB7A,vDeltaB,433
ER2_b,ER2_d,432
FB5E,hDeltaA,432
FC3_a,FR1,432
LAL190,IbSpsP,432
FB4I,vDeltaK,432
ExR8,PS047_a,431
PS326,SpsP,431
hDeltaA,FB4Z_b,431
hDeltaE,FS3_b,431
vDeltaD,FS2,431
LAL145,LCNOpm,430
FB9B_b,hDeltaD,430
FB6O,vDeltaC,430
PFNp_a,PFNp_d,430
hDeltaD,vDeltaC,429
FB7B,vDeltaB,429
hDeltaE,vDeltaC,429
FB5A,FC3_a,429
ER4m,ER4d,429
PFNd,LNO1,428
FS4A,SMP304,428
FB4Y,PEN_a(PEN1),428
hDeltaH,PFL2,427
FB5E,FC2A,427
hDeltaB,PFNd,427
OA-VPM3,PFR_a,427
FC3_b,vDeltaH,426
vDeltaA_a,SAF,426
FB6A_a,FB6D,425
FB5F,hDeltaM,425
FB2K,hDeltaM,425
FB5D,hDeltaG,424
PFL3,LAL193,424
PFL2,PS010,424
IbSpsP,PFNp_d,424
SA2_a,vDeltaA_a,424
FB4K,vDeltaK,424
FB2J_b,FB2D,423
FC2A,FS1A_c,423
ER2_b,ER2_b,422
PFR_b,FB4Y,422
FB5M,hDeltaA,422
FB6R,hDeltaL,422
ExR7,EL,422
FB2B_a,FB2A,421
hDeltaF,FS3_a,421
FB4Q_b,FC2A,421
FC1F,hDeltaC,421
ExR2,ER2_c,421
PFR_a,FB4R,421
PFNm_b,FB1C,420
FB2A,PFNa,420
CRE107,FB5H,419
FB2F_d,hDeltaL,419
ER3m,ER3d_e,418
oviIN,FC2C,418
vDeltaC,FB7L,418
PFL2,LAL052,417
hDeltaB,FB4K,417
ER3w_a,ER2_d,416
CRE059,FB4M,415
FB8F_b,hDeltaD,415
EL,ER1_b,415
P6-8P9,EPGt,414
SLP405_c,FB6C_b,414
FB8B,hDeltaE,414
FB1G,FS2,414
PFL3,LAL194,414
FB2F_c,FC2C,414
PFR_b,Delta7,414
LNO1,FB3A,413
hDeltaL,hDeltaL,413
FB5O,FR1,413
FB6I,FC2C,412
FC1C_b,FB3C,412
FB5L,vDeltaI_b,411
PFNa,PFL1,411
(untyped),ER4m,411
LPsP,PFNp_a,410
ER3w_b,ER3p_a,410
hDeltaE,FS4C,409
FB5H,vDeltaI_b,408
FB9B_d,vDeltaA_a,408
hDeltaJ,hDeltaC,408
(untyped),vDeltaE,408
FB1D,FB1B,407
FB5V_b,PFR_a,407
FB4M,PFR_b,407
ExR8,PS261,406
FB2H_a,FB2F_a,406
PFR_b,CRE009,406
FB8G,FS4A,406
FB4Q_c,PFR_a,406
(untyped),vDeltaM,406
FB2L,vDeltaE,405
(untyped),ExR5,405
FB8I,hDeltaF,404
(untyped),FB4N,404
FB5D,PFR_a,404
PLP231,IbSpsP,404
(untyped),FB2D,404
LAL052,LNO1,403
FB2G_a,hDeltaM,403
hDeltaJ,FB5J,403
FB4Y,vDeltaJ,403
FB8F_a,FB6C_b,402
(untyped),vDeltaI_b,402
(untyped),FB5V_a,402
hDeltaE,FB7D_a,401
GLNO,GLNO,400
FC3_a,hDeltaG,400
FB2A,FB2I_a,400
EL,ER2_d,400
(untyped),FB7I,400
CRE067,FB4K,399
LAL203,ER1_b,399
FB2F_a,FS1B_a,399
(untyped),FB1H,399
TuBu03,ER3d_e,398
FB6U,hDeltaG,398
FB7A,FB7C,398
FS4C,SMP497,398
FB4K,hDeltaB,398
FB4Y,vDeltaI_b,398
SMP215,FB6I,397
PFNm_a,LCNOpm,397
FB5B,hDeltaG,397
LAL052,LCNOpm,395
FB4M,FB4C,395
FB5K,hDeltaH,395
LPsP,PFL3,395
FB2F_a,vDeltaF,395
ExR5,ER4d,395
OA-AL2i1,Delta7,395
SIP064,FB4L,394
ExR1,ExR7,394
hDeltaL,FB5S,394
PFR_b,CRE044,394
FB5I,FC2B,394
FC2C,AOTU042,394
FB4G,vDeltaK,394
PFNp_e,PFNm_a,394
PFR_a,hDeltaI,394
PFNp_b,vDeltaK,394
FB4E_c,PFR_b,393
(untyped),FB6A_a,393
(untyped),PFNm_b,393
FB5Y_b,FC2C,392
LAL055,ER1_a,391
FB5H,vDeltaH,391
FB8H,hDeltaE,391
FB1G,FR1,391
FB5G_b,PFL3,391
EPG,P6-8P9,391
PFL3,LAL142,390
FC2C,FS4C,389
FC1B,FB2I_a,389
vDeltaA_b,vDeltaA_b,388
PFNm_b,vDeltaD,387
PFNv,hDeltaJ,387
PFR_a,PFR_a,387
ExR1,ExR1,386
TuBu04,ExR1,386
FR2,CRE051,386
PFNp_c,vDeltaD,386
AN19B019,FB4M,385
hDeltaE,FB7G,385
FB2F_a,vDeltaI_a,385
FB4O,hDeltaA,385
FB2K,PFL3,385
FB5G_a,FC2C,385
hDeltaM,FC2A,383
PFL3,CRE093,383
FB4Z_a,hDeltaI,383
(untyped),ER3d_d,383
PFNp_b,FC2C,383
TuBu07,ER3w_c,382
FB6W,FS2,382
(untyped),vDeltaD,382
LHPV5l1,ExR3,381
FC2C,FB4C,381
(untyped),vDeltaC,381
FB6A_a,FB6C_b,380
CL339,IbSpsP,380
PFNp_b,LCNOp,380
FB4M,hDeltaI,380
FC2C,LAL022,380
SMP192,FB5A,379
FB7A,FB1J,379
FB4P_b,PFL2,379
FS4B,SMP167,378
FB4Y,vDeltaI_a,378
FB1C,vDeltaK,378
FC1A,FC1C_a,377
FB6A_b,hDeltaK,377
OA-VPM3,hDeltaJ,377
(untyped),FB8H,377
PFL3,LoVC12,376
vDeltaE,FB5L,376
FR2,SMP448,376
ExR3,FB6A_c,374
hDeltaJ,FR2,374
FB2L,FC2C,374
FB5AA,FS2,374
hDeltaI,FB4F_c,374
PFNa,FB2E,374
