type,n_cells,total_in,total_out
GNG108,2,13041,22218
GNG109,2,11871,17946
GNG111,2,10247,18621
GNG112,2,10221,18718
GNG113,2,10263,15177
GNG114,2,9410,16152
GNG115,2,9570,13064
GNG116,2,9647,9976
GNG117,2,8396,42882
GNG118,2,2680,13426
GNG119,2,9052,31882
GNG120,2,10431,17668
GNG121,2,7531,38058
GNG122,2,10824,13929
GNG123,2,8881,9329
GNG124,2,8568,17900
GNG125,2,8374,12246
GNG126,2,10467,13164
GNG127,2,8008,13491
GNG128,2,7634,14924
GNG129,2,7923,17283
GNG130,2,8002,10164
GNG131,2,7963,13140
GNG132,2,7111,17313
GNG133,2,7837,678
GNG134,2,7629,24970
GNG135,2,7075,13934
GNG136,2,7334,14429
GNG137,2,6346,11610
GNG139,2,7278,24858
GNG140,2,7001,22194
GNG141,2,6480,8750
GNG142,2,7771,15796
GNG143,2,6874,25099
GNG144,2,8459,15516
GNG145,2,6416,19606
GNG146,2,5008,17028
GNG147,3,8906,48527
GNG148,2,6486,13703
GNG149,2,6828,10227
GNG150,2,5912,21313
GNG152,2,5628,15619
GNG153,2,6088,21338
GNG154,2,6332,12386
GNG155,2,6126,27202
GNG156,2,5542,15204
GNG157,2,5640,14271
GNG158,2,6289,11143
GNG159,2,5665,16907
GNG160,2,3833,22606
GNG161,2,6038,7893
GNG162,2,5766,15055
GNG163,4,10070,13398
GNG164,2,5806,16472
GNG165,4,10018,27469
GNG166,2,5447,13534
GNG167,2,5678,12754
GNG168,2,5155,17287
GNG169,2,5156,19252
GNG170,2,4832,6639
GNG171,2,5211,16778
GNG172,2,5210,8837
GNG173,2,5081,10946
GNG174,2,5265,15706
GNG175,2,4348,8859
GNG176,2,4932,14410
GNG177,2,5090,5422
GNG178,2,4489,7277
GNG179,2,4818,11403
GNG180,2,4798,11087
GNG181,2,4619,21147
GNG182,2,4825,14829
GNG183,2,3899,13815
GNG184,2,4853,10824
GNG185,2,4512,13528
GNG186,2,4119,9183
GNG187,2,4292,12335
GNG188,2,3841,21819
GNG189,2,3648,9458
GNG190,2,3902,6395
GNG191,2,4053,25973
GNG192,2,4396,6816
GNG194,2,3827,10026
GNG195,2,4349,13621
GNG196,2,4238,18625
GNG197,2,4063,11159
GNG198,3,6714,40466
GNG199,2,3783,9601
GNG200,2,3891,18841
GNG201,2,3782,12411
GNG202,2,3741,14198
GNG203,2,3702,8510
GNG204,2,3765,6859
GNG205,2,3586,11300
GNG206,2,3435,9953
GNG207,2,2911,7056
GNG208,2,2718,16985
GNG209,2,3813,8468
GNG210,2,3658,12272
GNG211,2,3042,20080
GNG212,2,2908,12579
GNG213,2,3452,18106
GNG214,2,3583,7522
GNG215,2,3352,8496
GNG216,2,2791,7937
GNG217,2,3250,14006
GNG218,2,3188,12797
GNG219,2,2997,8582
GNG220,2,3404,5790
GNG221,2,2211,8790
GNG222,2,2722,5306
GNG223,2,3200,10276
GNG224,2,3308,17512
GNG225,2,3186,10355
GNG226,2,2787,13699
GNG227,2,3042,12223
GNG228,2,2758,8694
GNG229,2,3019,7297
GNG230,2,2487,13017
GNG231,2,2809,15484
GNG232,2,3186,7490
GNG233,2,3074,16774
GNG234,2,2685,13599
GNG235,2,2766,12839
GNG236,2,2343,13823
GNG237,2,2496,7344
GNG238,2,2596,9354
GNG239,6,7008,15061
GNG240,2,2500,5276
GNG241,2,2238,23224
GNG243,2,2435,9472
GNG244,2,2307,9060
GNG245,2,2193,9452
GNG246,2,2261,6210
GNG247,2,2299,8976
GNG248,2,2169,15206
GNG249,2,2032,5183
GNG250,2,1755,6226
GNG251,2,2133,14930
GNG252,2,1915,14263
GNG253,2,1898,8296
GNG254,2,1831,7997
GNG255,6,5412,5904
GNG256,2,1931,2835
GNG257,2,1658,6315
GNG258,2,1906,6850
GNG259,2,1770,11058
GNG260,2,1627,8394
GNG261,2,1730,3161
GNG262,2,1456,14067
GNG264,2,1407,8490
GNG266,4,2095,10705
GNG267,2,1258,5437
GNG268,2,1204,3255
GNG269,8,3215,16348
GNG270,2,1073,2614
GNG271,3,2175,9318
GNG272,2,928,3416
GNG273,4,2369,10861
GNG274,2,752,6096
GNG275,4,1159,3433
GNG276,2,12527,303
GNG277,2,514,10431
GNG278,2,420,6162
GNG279_a,2,786,2044
GNG279_b,2,505,1686
GNG280,2,3996,12156
GNG281,2,5634,12913
GNG282,2,10635,43965
GNG283,2,14979,319
GNG284,2,5123,22974
GNG285,2,5364,17552
GNG286,2,3620,31862
GNG287,2,10265,17974
GNG288,2,4754,10837
GNG289,2,7450,19536
GNG290,2,2800,14781
GNG291,2,2085,16274
GNG292,2,3980,10901
GNG293,2,2069,8382
GNG294,2,5340,11364
GNG295,1,2377,3504
GNG296,1,1512,3452
GNG297,1,5254,19511
GNG298,1,8246,21712
GNG299,1,6826,7631
GNG300,2,16549,16015
GNG301,2,10742,27536
GNG302,2,7739,58374
GNG303,2,6484,22785
GNG304,2,6442,16694
GNG305,2,4984,15932
GNG306,2,4169,23287
GNG307,2,6816,15348
GNG308,2,1810,20683
GNG309,4,1074,6149
GNG310,4,620,6560
GNG311,2,4122,64414
GNG312,2,3831,21385
GNG313,2,9671,24149
GNG314,2,12736,225
GNG315,2,7069,10581
GNG316,2,7629,31842
GNG317,2,5150,16085
GNG318,4,3315,6137
GNG319,9,7401,22657
GNG320,8,6422,8263
GNG321,2,6334,15429
GNG322,2,4199,22291
GNG323,1,5721,21779
GNG324,2,3911,25706
GNG325,2,460,3088
GNG326,6,1174,9450
GNG327,2,7685,6878
GNG328,2,1965,15186
GNG329,9,2347,3974
GNG330,4,1780,7337
GNG331,4,3868,13516
GNG332,10,2865,3923
GNG333,2,1018,5713
GNG334,3,8650,29471
GNG335,2,324,2685
GNG336,3,693,4784
GNG337,1,2792,4825
GNG338,4,1529,9541
GNG339,2,617,2983
GNG340,1,2279,3256
GNG341,2,3083,8789
GNG342,2,4439,6942
GNG343,2,4874,6058
GNG344,1,1831,2818
GNG345,4,5245,12333
GNG346,1,467,1958
GNG347,1,1745,6163
GNG348,1,872,2010
GNG349,1,1111,2841
GNG350,3,5790,17858
GNG351,3,10791,61362
GNG352,2,1315,3645
GNG353,2,1859,8091
GNG354,3,1783,7094
GNG355,2,1555,6127
GNG356,2,1145,4417
GNG357,4,9964,19675
GNG358,4,3334,19033
GNG359,2,845,2563
GNG360,2,1274,3625
GNG361,4,2428,14407
GNG362,2,1687,6234
GNG363,3,1208,5863
GNG364,3,1911,7374
GNG365,2,4401,10004
GNG366,3,1712,3845
GNG367_a,2,854,2613
GNG367_b,2,810,2089
GNG368,2,1190,3708
GNG369,3,847,4487
GNG370,2,1281,3205
GNG371,3,1487,4067
GNG372,3,960,2298
GNG373,3,2006,4657
GNG375,4,1738,8708
GNG376,5,1300,5128
GNG377,4,3447,12385
GNG379,7,3446,12318
GNG380,6,4165,9730
GNG381,4,1209,5259
GNG382,5,2074,6783
GNG383,2,605,2342
GNG384,1,1110,2279
GNG385,4,9290,55298
GNG386,8,2618,2173
GNG387,4,2276,6143
GNG388,7,3847,7400
GNG390,2,1766,3109
GNG391,4,9605,14207
GNG392,4,4666,10397
GNG393,3,3835,7144
GNG394,2,9893,10104
GNG395,6,2004,5032
GNG396,2,775,3693
GNG397,3,4231,6607
GNG398,4,2535,8059
GNG399,2,458,7533
GNG400,4,4713,9499
GNG401,5,6430,13927
GNG402,4,1917,6154
GNG403,2,3360,6711
GNG404,2,4521,23084
GNG406,12,10176,26257
GNG407,6,4758,13275
GNG408,4,1340,2687
GNG409,4,5247,7647
GNG410,10,3711,6080
GNG411,5,2638,17584
GNG412,6,5171,12310
GNG413,5,1284,6064
GNG414,3,2016,3722
GNG415,3,660,2951
GNG416,6,995,6446
GNG417,2,228,3361
GNG418,2,310,3497
GNG419,2,366,3050
GNG420_a,2,371,3901
GNG420_b,2,273,3526
GNG421,3,3031,5418
GNG422,6,5850,8863
GNG423,4,9933,47991
GNG424,3,764,2508
GNG425,3,909,2014
GNG427,6,1622,5599
GNG428,12,3848,13091
GNG429,4,3823,5268
GNG430_a,2,1115,4995
GNG430_b,2,936,3996
GNG431,21,6663,13266
GNG434,4,2917,15372
GNG435,5,1733,7151
GNG438,8,3831,9940
GNG439,4,1365,7610
GNG440,7,4488,6939
GNG441,2,954,2761
GNG442,6,2211,24241
GNG443,6,1872,7257
GNG444,5,1712,7480
GNG445,2,792,2461
GNG446,3,1694,5537
GNG447,2,1606,3795
GNG448,2,1636,4306
GNG449,2,2060,3967
GNG450,2,2195,2896
GNG451,2,1869,3265
GNG452,4,4157,9338
GNG453,5,5948,10954
GNG454,11,3522,18478
GNG455,2,2337,6749
GNG456,3,4143,19167
GNG457,2,7505,25308
GNG458,2,8466,25403
GNG459,2,4530,14452
GNG460,2,4875,15134
GNG461,4,3066,21540
GNG462,2,4975,6074
GNG463,2,3781,8935
GNG464,4,4091,10462
GNG465,5,4566,11297
GNG466,3,3135,20112
GNG467,4,10364,22243
GNG468,2,9806,21942
GNG469,2,6204,10275
GNG470,1,2428,7883
GNG471,4,2359,7420
GNG472,2,3631,7621
GNG473,2,3488,13923
GNG474,4,7493,14046
GNG479,2,9921,10630
GNG481,4,6929,9912
GNG482,4,7502,17728
GNG483,2,2709,7081
GNG484,2,6276,20931
GNG485,2,3424,18044
GNG486,2,3410,17336
GNG487,2,2461,15702
GNG488,4,3414,23101
GNG489,2,2864,21256
GNG490,2,3966,17378
GNG491,2,4799,12630
GNG492,2,3832,8326
GNG493,2,2020,7638
GNG494,2,8668,34328
GNG495,2,6073,16721
GNG496,3,431,5232
GNG497,2,3319,14673
GNG498,2,3016,13280
GNG499,2,6661,17691
GNG500,2,7563,27788
GNG501,2,5419,17198
GNG502,2,7902,20483
GNG503,2,9503,13056
GNG504,2,6417,22231
GNG505,2,5144,17043
GNG506,2,9504,33618
GNG507,2,6164,7211
GNG508,2,3993,12017
GNG509,2,5102,30359
GNG510,2,8384,27825
GNG511,2,12982,16519
GNG512,2,7583,17686
GNG513,2,8671,15156
GNG514,2,6795,33098
GNG515,2,6035,14680
GNG516,2,15895,19122
GNG517,2,3948,23127
GNG518,2,8151,16506
GNG519,2,4493,12334
GNG520,2,3998,12258
GNG521,2,6261,12366
GNG522,1,1672,4537
GNG523,3,6285,21957
GNG524,2,5798,8913
GNG525,2,6396,18053
GNG526,2,2092,16730
GNG527,2,2715,9249
GNG528,1,1321,5205
GNG529,2,9564,8061
GNG530,2,6358,8930
GNG531,2,4396,6325
GNG532,2,5386,18402
GNG533,2,2002,6339
GNG534,2,8910,18930
GNG535,2,4498,21872
GNG536,2,1101,4880
GNG537,2,3228,12390
GNG538,2,4314,10582
GNG539,1,2078,7323
GNG540,2,4599,4439
GNG541,2,4726,10304
GNG542,2,3693,29584
GNG543,2,4387,11893
GNG544,2,2449,21439
GNG545,1,2906,20233
GNG546,2,9589,17519
GNG547,2,5687,13882
GNG548,2,8630,15755
GNG549,2,6636,11421
GNG550,2,4502,5049
GNG551,2,9404,20985
GNG552,2,5114,12697
GNG553,2,9290,26926
GNG554,3,9739,20509
GNG555,2,4068,16161
GNG556,3,9024,31542
GNG557,2,4929,26492
GNG558,2,1926,6563
GNG559,2,5760,9013
GNG560,2,1890,13487
GNG561,2,11074,15942
GNG562,2,11512,16354
GNG563,2,8880,13659
GNG564,2,2841,15978
GNG565,2,5705,14497
GNG566,2,2724,10862
GNG567,2,2491,6477
GNG568,2,3955,13295
GNG569,2,5109,11151
GNG572,3,9713,21260
GNG573,2,3242,14858
GNG574,2,6970,24207
GNG575,3,9938,19283
GNG576,2,5940,17084
GNG577,2,2916,9267
GNG578,2,6271,14118
GNG579,2,4513,23785
GNG580,2,4946,17235
GNG581,2,10516,20670
GNG582,2,4895,13523
GNG583,2,4422,26681
GNG584,2,10213,16338
GNG585,3,6179,24295
GNG586,2,3284,15271
GNG587,2,4184,18791
GNG588,2,6981,22397
GNG589,2,11245,34286
GNG590,2,13753,19447
GNG591,2,2427,24672
GNG592,3,12002,46526
GNG593,2,6580,13902
GNG594,2,7515,14952
GNG595,6,2996,14102
GNG596,2,796,4255
GNG597,6,1824,10133
GNG598,4,3285,4912
GNG599,2,1252,2127
GNG600,3,952,7493
GNG601,2,2718,5196
GNG602,2,3659,7149
GNG603,2,1006,3694
GNG604,2,1402,4359
GNG605,2,1602,4981
GNG606,2,1644,5756
GNG607,2,2200,5803
GNG608,2,1929,4890
GNG609,4,1262,4524
GNG610,8,2713,13418
GNG611,2,2510,5326
GNG612,2,2118,3308
GNG613,2,610,3040
GNG614,2,466,3083
GNG615,2,334,2435
GNG616,2,380,4974
GNG617,2,542,4463
GNG618,2,930,3465
GNG619,6,2001,12171
GNG620,2,2677,8221
GNG621,5,3600,15555
GNG622,4,3189,13123
GNG623,2,1460,5829
GNG624,4,1107,7431
GNG625,2,477,2678
GNG626,2,210,1510
GNG627,2,2916,8077
GNG628,2,2975,9014
GNG629,2,368,1590
GNG630,2,2193,5951
GNG631,2,2371,3446
GNG633,4,13878,21859
GNG634,5,3126,5727
GNG635,8,3684,4266
GNG636,4,13123,21905
GNG637,2,4718,4987
GNG638,2,4846,15084
GNG639,2,2971,12112
GNG640,2,5674,25434
GNG641,2,16176,332
GNG642,2,816,12636
GNG643,18,6573,40408
GNG644,2,1505,15361
GNG646,5,2065,8652
GNG647,3,17549,550
GNG648,2,18373,1068
GNG649,2,6720,473
GNG650,2,18419,117
GNG651,2,14333,463
GNG652,2,6597,314
GNG653,2,18865,441
GNG654,2,277,8311
GNG655,2,137,2579
GNG656,4,390,171
GNG657,5,5241,14398
GNG658,2,1960,5606
GNG659,2,1013,6875
GNG660,2,5074,12456
GNG661,2,4567,39671
GNG662,6,2836,12900
GNG663,4,6139,13555
GNG664,2,3679,18224
GNG665,2,3177,5860
GNG666,2,3321,8347
GNG667,2,19560,79284
GNG668,2,4707,174
GNG669,2,2125,3142
GNG670,2,5821,21289
GNG671,1,6867,15046
GNG700m,2,8106,23279
GNG701m,2,4639,13980
GNG702m,2,5199,13483
H1,2,19666,37069
H2,2,65226,30529
HBeyelet,7,714,6489
HRN_VP1d,18,10164,40578
HRN_VP1l,8,2390,11031
HRN_VP4,28,4731,43849
HRN_VP5,12,2343,21810
HSE,2,37601,4509
HSN,2,33989,5038
HSS,2,35498,8058
HST,2,8240,21862
Hugin-RG,4,290,155
IB002,10,1780,10494
IB004_a,14,3878,14367
IB004_b,6,2065,5393
IB005,2,4094,15402
IB007,2,6342,19830
IB008,2,28712,22971
IB009,2,12106,22986
IB010,2,13190,19678
IB012,2,5513,18068
IB014,2,7476,25049
IB015,2,1613,11952
IB016,2,1813,9983
IB017,2,4993,21955
IB018,2,35291,34805
IB020,2,2659,10373
IB021,2,2997,11927
IB022,4,4418,12694
IB023,2,5333,11176
IB024,2,4346,8154
IB025,2,4762,17690
IB026,2,3488,11238
IB031,4,6986,14285
IB032,8,7027,15712
IB033,4,7612,21537
IB035,2,683,1847
IB038,4,21397,23871
IB042,2,1044,5339
IB044,2,1881,15652
IB045,4,2953,20314
IB047,2,3276,14425
IB048,2,3216,12148
IB049,4,4909,20287
IB050,2,3329,12149
IB051,4,7991,14889
IB053,2,1384,7519
IB054,10,4125,21204
IB058,2,4703,17691
IB059_a,2,2712,12695
IB059_b,2,2684,8835
IB060,2,3985,11110
IB061,2,9072,16482
IB062,2,2945,14907
IB064,2,5147,16845
IB065,2,5353,18781
IB066,4,1951,11434
IB068,2,3528,11964
IB069,2,2117,7198
IB070,3,3096,5412
IB071,3,3072,5027
IB076,4,3504,6829
IB083,2,1787,3838
IB084,7,3954,10980
IB087,8,3255,11490
IB092,2,6362,28300
IB093,2,4880,18917
IB094,2,6294,13218
IB095,2,4303,14351
IB096,2,1558,8280
IB097,2,7252,29867
IB101,2,2522,10923
IB109,2,9169,21267
IB110,2,5518,10962
IB114,2,15760,21142
IB115,4,6270,37721
IB116,2,4712,15789
IB117,2,7431,11390
IB118,2,6041,7839
IB120,2,6278,12279
IB121,2,3578,9274
ICL002m,2,4332,14643
ICL003m,4,4859,11418
ICL004m_a,2,2238,4319
ICL004m_b,2,1799,4482
ICL005m,2,2478,5540
ICL006m,5,5583,11523
ICL008m,6,4121,22338
ICL010m,2,1861,8967
ICL011m,2,1782,8646
ICL012m,4,6483,18969
ICL013m_a,2,3218,7164
ICL013m_b,2,3559,7438
IN00A001,2,16152,12589
IN00A002,3,15287,44954
IN00A003,1,7093,8057
IN00A004,2,11641,16901
IN00A005,1,6108,5144
IN00A007,2,8006,11943
IN00A008,1,1851,9932
IN00A009,4,14047,32435
IN00A010,2,7385,11640
IN00A011,6,15988,28992
IN00A012,2,7143,6572
IN00A013,1,2256,7203
IN00A014,3,12105,12980
IN00A016,2,3194,4666
IN00A017,5,11318,12985
IN00A018,2,5489,5308
IN00A019,3,11101,16987
IN00A020,3,10999,13371
IN00A021,3,3856,12989
IN00A022,4,5328,11354
IN00A024,6,7043,25164
IN00A025,4,8759,14801
IN00A026,6,13619,22865
IN00A027,4,7991,18384
IN00A028,3,7250,9711
IN00A029,4,10206,2198
IN00A030,5,11099,6471
IN00A031,9,22752,46490
IN00A032,2,2237,5894
IN00A033,5,7534,22369
IN00A034,2,3497,5236
IN00A035,3,3873,7553
IN00A036,4,10890,4572
IN00A037,1,2296,1053
IN00A038,4,6059,10282
IN00A039,2,2074,2975
IN00A040,5,6036,6885
IN00A041,3,4869,5222
IN00A042,2,5003,5912
IN00A043,4,4236,10121
IN00A044,1,1123,2074
IN00A045,6,9006,24780
IN00A047,5,5443,6476
IN00A048,5,8645,8484
IN00A049,3,3740,7409
IN00A050,3,4681,5447
IN00A051,4,7860,6729
IN00A052,2,2091,3651
IN00A053,4,2507,7536
IN00A054,6,7296,7105
IN00A055,1,1552,2421
IN00A056,7,9888,7965
IN00A057,11,9285,14671
IN00A058,2,2673,1915
IN00A059,2,2044,4800
IN00A060,2,2562,2916
IN00A061,2,2760,3784
IN00A062,3,4487,3452
IN00A063,7,9290,13505
IN00A064,1,1126,1343
IN00A065,4,4011,5485
IN00A066,2,1799,3203
IN00A067,3,3204,5133
IN00A068,1,846,1550
IN00A069,1,1149,1885
IN00A070,1,767,1124
IN01A002,2,4933,29758
IN01A005,4,8336,40466
IN01A007,4,10477,32980
IN01A008,2,3925,24285
IN01A009,4,14027,36167
IN01A010,4,9597,43072
IN01A011,6,17971,58021
IN01A012,6,26573,66137
IN01A015,6,17182,41961
IN01A016,2,6947,15296
IN01A017,2,7927,13544
IN01A018,2,2805,12368
IN01A020,2,9229,17241
IN01A022,2,5456,12490
IN01A023,4,8759,35689
IN01A024,2,1480,7916
IN01A025,6,12164,27439
IN01A026,2,5357,13488
IN01A027,2,5492,13012
IN01A028,2,4140,11004
IN01A029,2,4487,9275
IN01A030,4,6143,12352
IN01A031,6,20322,32603
IN01A032,6,6422,41320
IN01A034,4,5463,12659
IN01A035,6,12317,26578
IN01A036,6,8744,27889
IN01A037,2,2638,7540
IN01A038,12,17075,34080
IN01A039,6,5953,32719
IN01A040,8,4420,27649
IN01A041,6,3900,18429
IN01A042,4,2997,16586
IN01A043,4,6670,20854
IN01A044,2,4284,7777
IN01A045,12,25963,73924
IN01A046,2,5060,8891
IN01A047,4,2081,11318
IN01A048,6,18656,34081
IN01A050,10,12057,43539
IN01A051,4,8612,16542
IN01A052_a,2,1261,5889
IN01A052_b,2,799,4282
IN01A053,4,3521,7615
IN01A054,7,3584,16234
IN01A056,4,3073,8692
IN01A057,2,721,5063
IN01A058,6,5506,14773
IN01A059,8,19106,18331
IN01A060,2,1311,5835
IN01A061,8,19306,19259
IN01A062_a,4,2031,7630
IN01A062_b,2,637,2624
IN01A062_c,6,2378,8737
IN01A063_a,2,847,2763
IN01A063_b,3,1907,5500
IN01A063_c,2,640,1617
IN01A064,4,1916,6158
IN01A065,4,6812,8090
IN01A066,6,3021,9496
IN01A067,4,1745,5285
IN01A068,4,1971,7924
IN01A069,6,2759,6833
IN01A070,9,4318,16003
IN01A071,6,6263,9378
IN01A072,2,615,3524
IN01A073,9,5988,14966
IN01A074,4,1606,3761
IN01A075,4,1844,4955
IN01A076,8,3577,12315
IN01A077,6,3272,6240
IN01A078,6,2183,6683
IN01A079,10,4983,13378
IN01A080_a,2,1216,2851
IN01A080_b,2,1660,3042
IN01A080_c,2,1011,2300
IN01A081,6,1724,6842
IN01A082,11,4842,8969
IN01A083_a,2,413,2820
IN01A083_b,4,1516,6577
IN01A084,2,874,2438
IN01A085,2,756,2183
IN01A087_a,2,585,1509
IN01A087_b,2,671,1907
IN01A088,7,1773,9584
IN01A089,1,300,1725
IN01B001,2,43112,33975
IN01B002,6,35634,33426
IN01B003,6,49642,75455
IN01B006,6,11429,22840
IN01B007,6,8302,23574
IN01B008,6,12788,34681
IN01B010,6,9086,20164
IN01B012,6,8526,27917
IN01B014,4,7119,23091
IN01B015,2,1426,7292
IN01B016,4,1623,9733
IN01B017,4,2582,13901
IN01B019_a,3,607,9000
IN01B019_b,2,472,6749
IN01B020,9,14478,23502
IN01B021,5,7412,13507
IN01B022,6,3484,17552
IN01B023_a,2,3571,6559
IN01B023_b,2,2479,6164
IN01B023_c,2,4197,6348
IN01B023_d,2,909,3858
IN01B024,4,1550,9039
IN01B025,6,3573,13148
IN01B026,8,4485,19404
IN01B027_a,4,2741,16926
IN01B027_b,4,1235,13509
IN01B027_c,2,765,4355
IN01B027_d,2,840,4820
IN01B027_e,2,232,3779
IN01B027_f,2,220,4029
IN01B029,2,2760,5191
IN01B030,2,953,3220
IN01B031_a,2,1158,3062
IN01B031_b,2,2525,4950
IN01B032,2,1355,4286
IN01B033,8,4889,17196
IN01B034,3,1231,8974
IN01B035,2,367,2334
IN01B036,2,1157,3315
IN01B037_a,2,1309,2821
IN01B037_b,3,3527,5711
"IN01B038,IN01B056",4,307,4512
IN01B039,4,1812,6220
IN01B040,3,1715,4298
IN01B041,4,1019,4436
IN01B042,8,3175,14406
IN01B043,3,1848,4166
IN01B044_a,2,133,2532
IN01B044_b,2,162,2512
IN01B045,2,141,2162
IN01B046_a,4,2155,10147
IN01B046_b,4,2239,8715
IN01B047,2,235,3980
IN01B048_a,2,604,3151
IN01B048_b,2,922,3139
IN01B049,6,1787,9684
IN01B050_a,2,795,2960
IN01B050_b,2,752,2880
IN01B051_a,2,315,2011
IN01B051_b,2,455,2268
IN01B052,6,2646,8893
IN01B053,5,2866,9291
IN01B054,5,2027,6114
IN01B055,2,674,2395
IN01B056,4,2260,6841
IN01B057,2,430,2826
IN01B059_a,2,864,3697
IN01B059_b,4,2337,9575
IN01B060,4,2229,5957
IN01B061,7,2996,16128
IN01B062,4,1921,12113
IN01B063,2,167,1755
IN01B064,4,805,6639
IN01B065,20,18579,21513
IN01B066,2,350,2421
IN01B067,6,2707,7697
IN01B068,2,726,2588
IN01B069_a,2,399,2102
IN01B069_b,3,816,4912
IN01B070,2,353,1504
IN01B072,2,747,3016
IN01B073,7,440,6848
IN01B074,7,1584,6954
IN01B075,3,1738,1909
IN01B077_a,2,408,3186
IN01B077_b,2,275,2972
IN01B078,5,1978,5972
IN01B079,5,753,6051
IN01B080,16,3352,7030
IN01B081,5,1007,6429
IN01B082,8,993,7672
IN01B083_a,2,797,2445
IN01B083_b,2,495,2298
IN01B083_c,4,1460,4935
IN01B084,8,2594,11029
IN01B085,2,95,2108
IN01B086,2,192,1000
IN01B087,2,117,1498
IN01B088,1,12,138
IN01B090,17,3376,15413
IN01B091,3,205,987
IN01B092,3,659,1531
IN01B093,2,351,2411
IN01B094,2,208,2544
IN01B095,31,5970,24769
IN01B097,5,268,4340
IN01B098,4,930,3728
IN01B099,4,251,1541
IN01B100,4,857,2736
IN01B101,1,414,1340
IN01B102,1,62,463
IN02A003,4,18536,51806
IN02A004,2,9335,34217
IN02A007,4,10521,28617
IN02A008,2,4596,19193
IN02A010,6,19159,30623
IN02A011,2,3429,7885
IN02A012,4,7837,32128
IN02A013,2,4437,16204
IN02A014,2,3991,14515
IN02A015,6,9288,18784
IN02A018,2,4475,12485
IN02A019,4,6847,20231
IN02A020,6,6001,24701
IN02A021,2,1452,5235
IN02A023,8,5626,26016
IN02A024,2,3463,7994
IN02A026,2,4842,15504
IN02A028,2,666,8642
IN02A029,16,15184,27662
IN02A030,14,12365,65216
IN02A031,2,663,3103
IN02A032,2,1767,4366
IN02A033,12,10226,16533
IN02A034,4,2009,5242
IN02A035,4,2020,5046
IN02A036,4,1493,8040
IN02A037,2,1109,2367
IN02A038,4,1194,6367
IN02A040,4,1813,4518
IN02A041,2,802,3657
IN02A042,4,2104,4716
IN02A043,6,3769,5674
IN02A044,10,7332,18015
IN02A045,6,2597,5665
IN02A047,8,2265,7658
IN02A048,6,1994,7132
IN02A049,9,3181,9470
IN02A050,4,1420,5450
IN02A051,2,467,2027
IN02A052,6,1901,5124
IN02A053,2,460,2429
IN02A054,14,3969,23620
IN02A055,5,1168,3426
IN02A056_a,4,688,5026
IN02A056_b,2,351,2356
IN02A056_c,2,393,2414
IN02A057,6,1160,7200
IN02A058,8,1371,5150
IN02A059,12,4591,16125
IN02A060,4,838,2831
IN02A061,2,415,1681
IN02A062,8,1117,5371
IN02A063,4,693,3254
IN02A064,6,1784,11851
IN02A065,2,414,1923
IN02A066,11,1382,5500
IN02A067,3,423,2224
IN03A001,4,27487,46027
IN03A003,2,8131,30743
IN03A004,6,48926,58115
IN03A005,2,7997,16821
IN03A006,6,29643,60149
IN03A007,6,29509,60991
IN03A009,4,12414,38377
IN03A010,6,26503,50361
IN03A011,2,3901,9398
IN03A012,2,3315,15766
IN03A013,4,7434,22587
IN03A014,6,21591,36494
IN03A015,2,6853,12726
IN03A017,4,7928,19111
IN03A018,3,4141,13613
IN03A019,6,17146,42023
IN03A020,6,12013,30577
IN03A021,1,3209,9015
IN03A022,4,6434,16530
IN03A023,2,3284,7394
IN03A024,4,4974,13413
IN03A025,2,4910,8602
IN03A026_a,2,6519,5133
IN03A026_b,2,5296,5180
IN03A026_c,4,7700,8852
IN03A026_d,2,6545,5476
IN03A027,6,8343,27934
IN03A028,3,2990,11918
IN03A029,6,7280,17746
IN03A030,11,11998,39836
IN03A031,10,21517,24146
IN03A032,4,5944,10768
IN03A033,8,17046,19518
IN03A034,4,4303,11292
IN03A035,4,4534,11425
IN03A036,7,9533,22113
IN03A037,10,21241,42161
IN03A038,4,5972,10225
IN03A039,11,20566,23385
IN03A040,6,5399,24270
IN03A041,4,6576,9522
IN03A042,2,3368,7911
IN03A043,2,2436,7430
IN03A044,5,5484,17474
IN03A045,15,18392,49052
IN03A046,14,9665,26218
IN03A047,6,12493,9784
IN03A048,3,5734,7916
IN03A049,2,1095,3647
IN03A050,2,2290,6466
IN03A051,10,4834,19153
IN03A052,10,12202,30332
IN03A053,6,11423,11614
IN03A054,6,6589,16442
IN03A055,11,15836,34971
IN03A056,1,1929,2494
IN03A057,6,7310,21501
IN03A058,5,7270,8913
IN03A059,10,13123,26688
IN03A060,9,8578,22904
IN03A061,1,628,1624
IN03A062_a,2,1488,2927
IN03A062_b,4,3920,6040
IN03A062_c,4,5470,8167
IN03A062_d,2,4142,4337
IN03A062_e,7,4364,12609
IN03A062_f,2,3223,3920
IN03A062_g,1,1749,1924
IN03A062_h,2,4185,4364
IN03A063,2,2135,4834
IN03A064,10,10256,17323
IN03A065,7,3765,11212
IN03A066,9,7746,10698
IN03A067,13,14809,25636
IN03A068,11,9268,26744
IN03A069,9,5446,19200
IN03A070,4,4169,9769
IN03A071,19,17282,43335
IN03A072,2,911,3953
IN03A073,11,8282,22400
IN03A074,2,2402,5374
IN03A075,11,14186,21023
IN03A076,2,2263,5613
IN03A077,8,9711,18045
IN03A078,5,4720,8812
IN03A079,2,1732,3899
IN03A080,4,1406,6659
