type_pre,type_post,total,mean_offset_deg,resultant_length,ncol_pre,ncol_post
FC2A,PFGs,4,10.8,0.943,9,9
hDeltaG,PFNd,4,145.8,0.943,8,8
vDeltaM,hDeltaL,4,3.6,0.96,9,12
vDeltaA_b,FS3_b,4,349.2,0.943,9,9
hDeltaM,FC1D,4,180.0,1.0,8,9
FS4A,PFL3,4,10.8,0.943,9,9
hDeltaD,FC2B,4,180.0,1.0,8,9
vDeltaI_a,PFNa,4,325.8,0.943,9,9
FC2B,hDeltaF,4,324.4,0.407,9,6
PFNa,hDeltaE,4,315.0,1.0,9,8
FC1A,hDeltaL,4,333.7,0.943,9,12
FS3_a,FC1B,4,0.0,1.0,9,9
FC,PFL3,4,10.8,0.943,8,9
PFNd,vDeltaJ,4,22.5,0.924,8,8
PFL3,vDeltaL,4,34.2,0.943,9,9
PFL3,vDeltaG,4,10.8,0.943,9,9
PFNm_a,FS1B_b,4,22.5,0.924,9,9
PFNv,vDeltaI_a,4,10.8,0.943,9,9
FC,FS4B,4,0.0,1.0,8,9
hDeltaB,PFNv,4,195.0,0.966,12,9
FC1D,FS3_b,4,349.2,0.943,9,9
vDeltaG,vDeltaL,4,0.0,1.0,9,9
FC2A,FS3_c,4,349.2,0.943,9,8
PFNd,PFL2,4,10.8,0.943,8,9
FC2C,vDeltaM,4,325.8,0.943,9,9
FC2C,vDeltaL,4,325.8,0.943,9,9
hDeltaJ,vDeltaJ,4,168.7,0.943,12,8
PFNv,FS1A_c,4,349.2,0.943,9,9
PFNv,FS4B,4,0.0,1.0,9,9
vDeltaK,FS2,4,349.2,0.943,9,9
FC1F,FS1A_a,4,0.0,1.0,8,9
PFNv,FC1C_b,4,0.0,1.0,9,9
PFGs,PFNm_b,4,332.1,0.6,9,9
FC1F,FS4B,4,0.0,1.0,8,9
PFNm_a,FR1,4,12.8,0.8,9,9
hDeltaJ,FS3_d,4,190.8,0.814,12,9
FC1E,PFNv,4,0.0,1.0,9,9
FC1E,FS2,4,0.0,1.0,9,9
PFNd,hDeltaL,4,7.5,0.991,8,12
hDeltaB,FC1C_a,4,199.0,0.927,12,9
PFGs,FC1C_a,4,0.0,1.0,9,9
hDeltaK,vDeltaC,4,157.9,0.908,12,9
FC1D,FS2,4,22.5,0.924,9,9
FC2A,FS3_a,4,10.8,0.943,9,9
vDeltaE,FS3_b,4,6.2,0.681,9,9
FC2B,vDeltaJ,4,0.0,1.0,9,8
hDeltaF,FC3_a,4,177.4,0.584,6,9
FC2A,vDeltaM,4,349.2,0.943,9,9
FC1E,hDeltaB,4,328.4,0.452,9,12
FS1A_c,FS1B_b,4,142.9,0.535,9,9
FC1C_b,hDeltaB,4,210.0,0.354,9,12
hDeltaC,FR1,4,206.4,0.96,12,9
PFNv,FR2,4,10.8,0.943,9,9
PFR_b,vDeltaH,4,1.5,0.962,9,7
FC1C_b,hDeltaL,4,348.6,0.828,9,12
FC2A,FC3_c,4,349.2,0.943,9,9
PFGs,vDeltaB,4,325.8,0.943,9,9
vDeltaL,hDeltaH,4,315.0,0.354,9,8
vDeltaI_b,vDeltaM,4,0.0,1.0,9,9
FC2C,PFNd,4,349.2,0.943,9,8
PFR_b,FC1D,4,349.2,0.943,9,9
FS1B_a,FC1E,4,337.5,0.462,9,9
FC2C,vDeltaK,4,0.0,1.0,9,9
PFR_b,FS3_d,4,349.2,0.943,9,9
vDeltaD,FS1A_c,4,34.2,0.943,9,9
PFNm_a,vDeltaM,4,10.8,0.943,9,9
vDeltaD,FR1,4,337.5,0.924,9,9
FS3_c,hDeltaC,4,34.6,0.311,8,12
PFL3,PFGs,4,22.5,0.924,9,9
PFL3,FC2B,4,0.0,1.0,9,9
vDeltaC,vDeltaA_b,4,337.5,0.924,9,9
FC1C_a,hDeltaI,4,348.6,0.96,9,12
FC1C_a,PFGs,4,0.0,1.0,9,9
vDeltaB,vDeltaD,4,360.0,0.854,9,9
FC2B,vDeltaK,4,360.0,0.854,9,9
PFR_a,FC1A,4,337.5,0.462,9,9
FC1A,PFR_b,4,324.7,0.612,9,9
PFL3,hDeltaJ,4,75.0,0.259,9,12
FS3_b,FS1B_a,4,360.0,0.354,9,9
FS3_b,PFGs,4,22.5,0.924,9,9
PFGs,vDeltaL,4,349.2,0.943,9,9
FC1E,hDeltaM,4,337.5,0.924,9,8
FS3_c,PFL2,4,0.0,1.0,8,9
vDeltaL,FR1,4,360.0,0.854,9,9
FC3_b,hDeltaL,4,64.5,0.32,9,12
hDeltaB,vDeltaB,4,209.7,0.949,12,9
FS1A_b,PFL3,4,22.5,0.924,9,9
FS1A_b,FC,4,270.0,0.354,9,8
FR2,PFR_b,4,17.1,0.6,9,9
vDeltaA_b,FS4C,4,22.5,0.924,9,9
vDeltaA_a,FC1B,4,308.8,0.681,9,9
FR2,FC2A,4,292.5,0.191,9,9
PFL1,FC1F,4,10.8,0.943,9,8
vDeltaA_b,vDeltaC,4,349.2,0.943,9,9
PFL3,PFR_b,4,26.6,0.791,9,9
FS2,vDeltaG,4,6.2,0.681,9,9
vDeltaM,hDeltaM,4,45.0,0.354,9,8
FS3_b,hDeltaC,4,6.3,0.429,9,12
FS3_b,hDeltaF,4,341.2,0.401,9,6
FS3_d,FS1B_a,4,247.5,0.191,9,9
PFL1,PFR_b,4,360.0,0.354,9,9
PFL2,hDeltaA,4,9.1,0.582,9,12
FS1A_b,vDeltaD,3,315.0,1.0,9,9
FC1A,FS3_c,3,0.0,1.0,9,8
hDeltaL,FS1B_a,3,90.0,1.0,12,9
FC,hDeltaG,3,315.0,1.0,8,8
FR1,FS4A,3,0.0,1.0,9,9
vDeltaG,vDeltaE,3,0.0,1.0,9,9
FS4A,PFL2,3,0.0,1.0,9,9
FS3_a,FS4B,3,0.0,1.0,9,9
hDeltaE,FS1A_a,3,180.0,1.0,8,9
PFNm_a,PFL1,3,0.0,1.0,9,9
vDeltaI_b,hDeltaL,3,309.9,0.97,9,12
PFNd,FC1C_b,3,45.0,1.0,8,9
PFR_b,PFNm_b,3,255.4,0.933,9,9
PFL1,FC3_a,3,63.4,0.745,9,9
PFL1,FC3_b,3,0.0,1.0,9,9
PFR_b,FS4C,3,30.4,0.933,9,9
hDeltaA,FC1B,3,225.4,0.933,12,9
PFGs,FC1C_b,3,341.6,0.745,9,9
hDeltaH,FC,3,194.6,0.933,8,8
FR1,hDeltaH,3,135.0,0.333,9,8
PFR_b,FS3_a,3,345.4,0.933,9,9
hDeltaH,hDeltaL,3,190.0,0.992,8,12
vDeltaA_a,PFL2,3,30.4,0.933,9,9
vDeltaM,vDeltaC,3,345.4,0.933,9,9
hDeltaM,FC,3,180.0,1.0,8,8
vDeltaA_a,FR1,3,345.4,0.933,9,9
vDeltaA_a,FS1A_b,3,14.6,0.933,9,9
FS1B_b,FS3_c,3,329.6,0.933,9,8
vDeltaA_a,hDeltaI,3,126.2,0.413,9,12
FS2,hDeltaD,3,0.0,0.333,9,8
vDeltaL,FC1C_a,3,30.4,0.933,9,9
vDeltaL,FC1D,3,341.6,0.745,9,9
vDeltaK,vDeltaF,3,0.0,1.0,9,9
vDeltaL,FC2B,3,18.4,0.745,9,9
vDeltaK,FC1A,3,0.0,1.0,9,9
vDeltaK,vDeltaC,3,0.0,1.0,9,9
vDeltaL,FS4A,3,329.6,0.933,9,9
FC,hDeltaA,3,345.0,1.0,8,12
vDeltaI_a,vDeltaA_a,3,14.6,0.933,9,9
vDeltaI_a,vDeltaM,3,14.6,0.933,9,9
FC1C_a,PFR_a,3,345.4,0.933,9,9
FS1A_b,hDeltaM,3,0.0,1.0,9,8
FC1C_a,FS3_c,3,0.0,1.0,9,8
hDeltaG,FC1C_a,3,194.6,0.933,8,9
vDeltaI_a,FC1A,3,14.6,0.933,9,9
vDeltaH,hDeltaA,3,50.5,0.503,7,12
FC1B,vDeltaB,3,315.0,1.0,9,9
FS4A,FC2B,3,0.0,1.0,9,9
FS4A,FS3_b,3,0.0,1.0,9,9
vDeltaK,vDeltaH,3,15.0,0.999,9,7
hDeltaK,vDeltaA_a,3,81.8,0.819,12,9
FS3_a,FC2B,3,0.0,1.0,9,9
PFGs,hDeltaM,3,315.0,1.0,9,8
FC,FS3_b,3,284.6,0.933,8,9
vDeltaC,FC3_c,3,345.4,0.933,9,9
PFNd,PFNm_b,3,30.4,0.933,8,9
PFL3,vDeltaI_a,3,0.0,1.0,9,9
PFNd,hDeltaD,3,0.0,1.0,8,8
PFL1,hDeltaM,3,329.6,0.933,9,8
FC1C_b,vDeltaF,3,14.6,0.933,9,9
vDeltaI_a,PFL1,3,14.6,0.933,9,9
vDeltaH,hDeltaK,3,322.0,0.35,7,12
vDeltaI_a,FS3_c,3,345.4,0.933,9,8
FS1A_a,FC1C_b,3,14.6,0.933,9,9
PFNv,vDeltaL,3,0.0,1.0,9,9
FC2B,vDeltaD,3,14.6,0.933,9,9
FC1D,PFNv,3,18.4,0.745,9,9
FC2B,vDeltaC,3,0.0,1.0,9,9
hDeltaA,FC1D,3,156.2,0.413,12,9
FC3_a,FS4B,3,341.6,0.745,9,9
FC2B,vDeltaL,3,0.0,1.0,9,9
PFNv,FC,3,360.0,0.805,9,8
FC3_b,vDeltaL,3,18.4,0.745,9,9
FC2A,PFNa,3,345.4,0.933,9,9
hDeltaJ,hDeltaF,3,189.9,0.97,12,6
PFNa,vDeltaB,3,0.0,1.0,9,9
FC1D,hDeltaL,3,347.6,0.778,9,12
PFGs,FS4B,3,0.0,1.0,9,9
PFGs,FC2B,3,14.6,0.933,9,9
FS1A_a,FS1B_b,3,0.0,1.0,9,9
FS1A_a,hDeltaC,3,150.0,0.333,9,12
vDeltaG,FC1F,3,329.6,0.933,9,8
vDeltaG,hDeltaL,3,356.6,0.745,9,12
hDeltaJ,FS3_a,3,195.0,1.0,12,9
vDeltaF,FC1C_a,3,360.0,0.805,9,9
hDeltaL,PFL1,3,19.9,0.203,12,9
FC3_a,hDeltaF,3,300.0,0.333,9,6
FS2,hDeltaI,3,1.2,0.289,9,12
hDeltaJ,vDeltaL,3,195.0,0.977,12,9
hDeltaA,FS4B,3,195.0,0.977,12,9
hDeltaA,FS3_d,3,204.9,0.97,12,9
hDeltaK,hDeltaI,3,19.1,0.882,12,12
FC2A,FC1B,3,345.4,0.933,9,9
FC2A,FC1F,3,315.0,1.0,9,8
FC1C_b,FS1B_b,3,0.0,1.0,9,9
PFNd,hDeltaF,3,340.0,0.992,8,6
FC1D,PFR_a,3,0.0,1.0,9,9
PFR_b,FS3_b,3,345.4,0.933,9,9
FR1,FC2A,3,54.7,0.577,9,9
FC1C_b,PFL2,3,345.4,0.933,9,9
FC1C_b,PFR_a,3,0.0,1.0,9,9
FC1D,PFGs,3,345.4,0.933,9,9
PFNa,vDeltaI_b,3,0.0,1.0,9,9
PFNa,FS2,3,0.0,1.0,9,9
FC1C_a,PFL3,3,360.0,0.805,9,9
vDeltaE,hDeltaJ,3,165.0,0.977,9,12
PFGs,PFNa,3,18.4,0.745,9,9
vDeltaI_a,FS3_a,3,345.4,0.933,9,9
PFL3,hDeltaB,3,192.4,0.375,9,12
FS1A_a,FC1C_a,3,106.3,0.491,9,9
FC1B,hDeltaL,3,350.1,0.97,9,12
FC1B,FS3_c,3,345.4,0.933,9,8
FC1C_b,PFNd,3,345.4,0.933,9,8
PFR_b,FS1A_b,3,341.6,0.745,9,9
PFR_b,FC1E,3,14.6,0.933,9,9
FC,hDeltaJ,3,346.2,0.847,8,12
PFR_a,PFNv,3,14.6,0.933,9,9
vDeltaD,vDeltaF,3,360.0,0.805,9,9
hDeltaB,vDeltaG,3,210.4,0.933,12,9
hDeltaB,FC1C_b,3,200.1,0.97,12,9
FC1C_b,FS2,3,0.0,1.0,9,9
vDeltaH,hDeltaJ,3,176.1,0.322,7,12
PFR_b,FC1B,3,345.4,0.933,9,9
PFGs,vDeltaM,3,345.4,0.933,9,9
hDeltaM,FC1C_b,3,194.6,0.933,8,9
PFL3,vDeltaI_b,3,0.0,1.0,9,9
PFL3,hDeltaM,3,208.7,0.491,9,8
vDeltaC,vDeltaE,3,9.7,0.577,9,9
vDeltaC,FS4B,3,341.6,0.745,9,9
vDeltaI_b,FS1B_a,3,360.0,0.805,9,9
FC,FC2B,3,284.6,0.933,8,9
FC,FC3_b,3,345.4,0.933,8,9
vDeltaB,hDeltaK,3,184.9,0.947,9,12
PFGs,FR1,3,0.0,1.0,9,9
PFGs,FC2A,3,0.0,1.0,9,9
FC2B,FC1C_b,3,30.4,0.933,9,9
hDeltaJ,FC1A,3,220.4,0.86,12,9
FS3_a,FC3_a,3,345.4,0.933,9,9
FS3_a,FS4A,3,26.6,0.745,9,9
PFNv,vDeltaB,3,14.6,0.933,9,9
vDeltaC,hDeltaG,3,149.6,0.933,9,8
vDeltaJ,hDeltaK,3,304.9,0.392,8,12
FS1B_a,FC1D,3,45.0,0.333,9,9
vDeltaA_b,vDeltaF,3,0.0,1.0,9,9
FC1F,vDeltaI_b,3,345.4,0.933,8,9
vDeltaI_b,vDeltaE,3,14.6,0.933,9,9
FS3_b,FS4A,3,26.6,0.745,9,9
vDeltaK,FC1D,3,0.0,1.0,9,9
FC1F,hDeltaB,3,106.3,0.491,8,12
FS4A,vDeltaB,3,14.6,0.933,9,9
vDeltaJ,PFGs,3,30.4,0.933,8,9
vDeltaI_a,vDeltaC,3,14.6,0.933,9,9
FC2C,hDeltaD,3,329.6,0.933,9,8
vDeltaK,FS1A_a,3,360.0,0.805,9,9
hDeltaH,FC1C_b,3,253.7,0.491,8,9
FC1B,vDeltaC,3,14.6,0.933,9,9
vDeltaK,hDeltaJ,3,169.9,0.947,9,12
hDeltaH,PFL1,3,270.0,0.333,8,9
hDeltaH,FS4A,3,208.7,0.491,8,9
hDeltaB,vDeltaA_b,3,180.4,0.933,12,9
vDeltaH,FS1B_b,3,349.6,0.941,7,9
vDeltaF,FS3_c,3,14.6,0.933,9,8
FS1B_a,hDeltaC,3,328.8,0.558,9,12
vDeltaI_a,hDeltaI,3,306.2,0.413,9,12
FS4A,hDeltaF,3,210.0,0.333,9,6
vDeltaL,hDeltaC,3,340.1,0.947,9,12
vDeltaM,hDeltaC,3,0.0,0.333,9,12
PFL1,PFL2,3,315.0,0.333,9,9
vDeltaG,vDeltaK,3,0.0,1.0,9,9
vDeltaA_a,vDeltaD,3,0.0,1.0,9,9
FS1B_a,hDeltaJ,3,248.8,0.413,9,12
FS2,FC1D,3,0.0,1.0,9,9
FS2,FR2,3,345.4,0.933,9,9
vDeltaD,vDeltaB,3,30.4,0.933,9,9
vDeltaJ,FS1A_c,3,0.0,1.0,8,9
FS3_a,hDeltaD,3,315.0,0.333,9,8
vDeltaA_b,vDeltaI_a,3,345.4,0.933,9,9
FS4C,vDeltaA_a,3,343.7,0.491,9,9
FS3_a,PFNm_b,3,329.6,0.933,9,9
FS3_d,PFGs,3,63.4,0.745,9,9
vDeltaM,PFL1,3,14.6,0.933,9,9
vDeltaL,hDeltaM,3,135.0,0.333,9,8
vDeltaA_a,PFNa,3,0.0,1.0,9,9
FS3_d,vDeltaB,3,45.0,0.805,9,9
vDeltaA_a,PFNd,3,9.7,0.577,9,8
PFL2,hDeltaJ,3,304.9,0.49,9,12
PFL2,vDeltaK,3,14.6,0.933,9,9
PFNa,FS1B_a,3,30.4,0.933,9,9
PFL1,FC2C,3,360.0,0.333,9,9
PFL2,FC2A,3,345.4,0.933,9,9
vDeltaE,vDeltaK,2,0.0,1.0,9,9
FS1A_c,FS4B,2,0.0,1.0,9,9
vDeltaA_a,FS3_a,2,0.0,1.0,9,9
vDeltaK,FC1C_b,2,0.0,1.0,9,9
FS1A_c,hDeltaJ,2,330.0,1.0,9,12
FS2,FC1C_a,2,0.0,1.0,9,9
vDeltaJ,vDeltaA_a,2,0.0,1.0,8,9
FR2,FS3_d,2,0.0,1.0,9,9
FS1A_b,PFL2,2,45.0,1.0,9,9
FS1A_c,vDeltaJ,2,0.0,1.0,9,8
FS1A_c,vDeltaM,2,45.0,1.0,9,9
vDeltaF,vDeltaA_a,2,0.0,1.0,9,9
vDeltaF,vDeltaA_b,2,0.0,1.0,9,9
hDeltaG,FC,2,180.0,1.0,8,8
FS1B_a,FS3_b,2,0.0,1.0,9,9
FS1A_b,hDeltaI,2,15.0,1.0,9,12
hDeltaI,vDeltaE,2,180.0,1.0,12,9
hDeltaL,hDeltaM,2,180.0,1.0,12,8
hDeltaD,PFL1,2,180.0,1.0,8,9
hDeltaD,hDeltaH,2,90.0,1.0,8,8
vDeltaG,PFL1,2,0.0,1.0,9,9
vDeltaH,hDeltaI,2,330.0,1.0,7,12
FC1F,vDeltaJ,2,0.0,1.0,8,8
FS1A_b,vDeltaC,2,315.0,1.0,9,9
vDeltaA_b,FS3_a,2,0.0,1.0,9,9
vDeltaI_b,vDeltaC,2,0.0,1.0,9,9
hDeltaJ,vDeltaB,2,180.0,1.0,12,9
FS3_a,FC1D,2,0.0,1.0,9,9
FC,vDeltaC,2,45.0,1.0,8,9
hDeltaK,PFNm_b,2,210.0,1.0,12,9
hDeltaF,vDeltaA_a,2,180.0,1.0,6,9
vDeltaE,hDeltaD,2,315.0,1.0,9,8
hDeltaM,FS3_a,2,180.0,1.0,8,9
vDeltaG,FS3_c,2,0.0,1.0,9,8
PFNa,FS3_c,2,0.0,1.0,9,8
PFR_b,PFNm_a,2,90.0,1.0,9,9
PFGs,hDeltaD,2,315.0,1.0,9,8
FC2A,PFNm_b,2,0.0,1.0,9,9
hDeltaF,vDeltaG,2,195.0,1.0,6,9
hDeltaL,FC1C_a,2,195.0,1.0,12,9
PFNd,FS1B_a,2,45.0,1.0,8,9
vDeltaK,FS1B_b,2,337.5,0.924,9,9
PFNa,vDeltaL,2,0.0,1.0,9,9
hDeltaF,hDeltaJ,2,90.0,0.0,6,12
FC1D,hDeltaG,2,315.0,1.0,9,8
FC1D,hDeltaB,2,307.5,0.991,9,12
hDeltaG,hDeltaD,2,90.0,0.0,8,8
PFNv,FC1A,2,0.0,1.0,9,9
PFNv,vDeltaG,2,0.0,1.0,9,9
PFGs,FC1B,2,67.5,0.383,9,9
PFGs,FS4C,2,45.0,1.0,9,9
PFNv,FC1C_a,2,360.0,0.707,9,9
hDeltaI,vDeltaG,2,165.0,0.866,12,9
FC1E,vDeltaH,2,80.4,0.924,9,7
FC1E,vDeltaC,2,0.0,1.0,9,9
PFNm_a,FC1D,2,22.5,0.924,9,9
PFNd,FC1C_a,2,22.5,0.924,8,9
FC1E,PFR_a,2,337.5,0.924,9,9
FC1E,vDeltaD,2,315.0,1.0,9,9
hDeltaB,FC1F,2,217.5,0.991,12,8
hDeltaG,vDeltaI_a,2,180.0,1.0,8,9
hDeltaG,hDeltaI,2,71.6,0.0,8,12
FC1A,hDeltaB,2,292.5,0.131,9,12
FC1D,vDeltaI_b,2,0.0,1.0,9,9
FC3_a,vDeltaM,2,360.0,0.707,9,9
FC3_a,vDeltaL,2,337.5,0.924,9,9
vDeltaI_b,hDeltaB,2,172.5,0.924,9,12
FC1A,FS3_b,2,0.0,1.0,9,9
hDeltaD,hDeltaC,2,15.0,1.0,8,12
hDeltaK,FC2B,2,157.5,0.793,12,9
hDeltaK,FS3_c,2,195.0,0.966,12,8
PFNd,vDeltaA_b,2,0.0,1.0,8,9
PFL1,FC1C_b,2,45.0,1.0,9,9
PFL1,FR1,2,180.0,0.707,9,9
hDeltaC,hDeltaA,2,345.0,0.966,12,12
vDeltaF,FS4B,2,360.0,0.707,9,9
vDeltaH,PFGs,2,334.3,0.975,7,9
FR1,hDeltaJ,2,232.5,0.131,9,12
FR1,hDeltaB,2,172.5,0.991,9,12
hDeltaC,PFL1,2,127.5,0.609,12,9
hDeltaC,vDeltaH,2,210.0,1.0,12,7
PFNd,FS1A_c,2,45.0,1.0,8,9
vDeltaG,FC1A,2,0.0,1.0,9,9
PFR_a,vDeltaD,2,0.0,1.0,9,9
FC3_c,PFNm_b,2,22.5,0.924,9,9
FR2,FC1A,2,0.0,1.0,9,9
FC1A,PFGs,2,0.0,1.0,9,9
hDeltaL,FS4B,2,165.0,1.0,12,9
FC1E,vDeltaI_a,2,0.0,1.0,9,9
FS1A_a,FS3_d,2,0.0,1.0,9,9
FC3_b,PFNm_b,2,22.5,0.924,9,9
PFNa,PFR_b,2,0.0,1.0,9,9
vDeltaE,vDeltaG,2,22.5,0.924,9,9
FS1B_a,FC,2,157.5,0.924,9,8
hDeltaJ,FS3_c,2,217.5,0.991,12,8
hDeltaK,PFL3,2,195.0,1.0,12,9
PFL3,FC3_a,2,0.0,1.0,9,9
vDeltaH,vDeltaJ,2,347.1,0.975,7,8
vDeltaH,vDeltaK,2,315.0,0.944,7,9
FC3_b,FS1A_a,2,337.5,0.924,9,9
FC1C_a,hDeltaG,2,337.5,0.924,9,8
FC1C_a,vDeltaG,2,0.0,1.0,9,9
hDeltaL,FC3_a,2,202.5,0.924,12,9
hDeltaL,hDeltaJ,2,285.0,0.259,12,12
hDeltaA,FC1F,2,187.5,0.924,12,8
FC1B,vDeltaI_b,2,0.0,1.0,9,9
PFNd,FS1A_b,2,0.0,1.0,8,9
PFNm_a,FS4A,2,0.0,1.0,9,9
PFR_b,PFNa,2,180.0,0.0,9,9
FC,FR2,2,337.5,0.924,8,9
FC,FC1A,2,0.0,1.0,8,9
FC,hDeltaC,2,22.5,0.991,8,12
FC,FR1,2,360.0,0.707,8,9
FC,PFL2,2,360.0,0.707,8,9
hDeltaC,PFNa,2,105.0,1.0,12,9
hDeltaC,FC1C_a,2,210.0,0.966,12,9
PFNv,vDeltaK,2,0.0,1.0,9,9
FS1A_a,FC3_b,2,0.0,1.0,9,9
vDeltaC,PFNa,2,0.0,1.0,9,9
FC1C_b,vDeltaG,2,337.5,0.924,9,9
vDeltaF,vDeltaJ,2,315.0,0.707,9,8
hDeltaB,PFNa,2,187.5,0.131,12,9
FS1A_c,FS4A,2,0.0,1.0,9,9
hDeltaD,PFNd,2,0.0,1.0,8,8
vDeltaH,FS4A,2,12.9,0.623,7,9
hDeltaE,vDeltaA_a,2,225.0,0.707,8,9
PFR_b,FS4B,2,0.0,1.0,9,9
vDeltaI_a,FS4A,2,0.0,1.0,9,9
vDeltaI_a,vDeltaE,2,337.5,0.924,9,9
PFL1,hDeltaJ,2,345.0,0.966,9,12
hDeltaM,vDeltaM,2,180.0,1.0,8,9
PFNm_a,vDeltaA_a,2,0.0,1.0,9,9
FS1A_a,hDeltaM,2,247.5,0.383,9,8
FC1E,vDeltaE,2,22.5,0.924,9,9
PFNm_a,hDeltaD,2,315.0,1.0,9,8
vDeltaC,FS1B_b,2,360.0,0.707,9,9
hDeltaM,FC3_c,2,202.5,0.924,8,9
PFR_b,FC,2,0.0,1.0,9,8
PFR_b,FC1A,2,67.5,0.383,9,9
hDeltaF,vDeltaA_b,2,210.0,0.866,6,9
PFL3,FS2,2,22.5,0.924,9,9
vDeltaJ,FC1C_a,2,0.0,1.0,8,9
vDeltaJ,vDeltaG,2,337.5,0.924,8,9
hDeltaC,vDeltaI_a,2,217.5,0.991,12,9
hDeltaK,PFNm_a,2,195.0,0.966,12,9
hDeltaK,PFNv,2,210.0,1.0,12,9
FC1C_a,PFNv,2,0.0,1.0,9,9
vDeltaI_b,FC1D,2,0.0,1.0,9,9
vDeltaI_b,FS4A,2,22.5,0.924,9,9
FC,PFNa,2,22.5,0.924,8,9
FC,vDeltaD,2,0.0,1.0,8,9
FC,FS2,2,337.5,0.924,8,9
PFNd,vDeltaD,2,337.5,0.924,8,9
FS1B_b,FS1A_b,2,225.0,0.707,9,9
FS3_a,vDeltaB,2,337.5,0.924,9,9
FS3_a,PFL3,2,0.0,1.0,9,9
FS3_a,PFNa,2,22.5,0.924,9,9
hDeltaK,FC3_c,2,172.5,0.991,12,9
vDeltaI_b,FS1B_b,2,360.0,0.707,9,9
vDeltaH,FS1A_a,2,311.8,0.986,7,9
vDeltaI_b,hDeltaK,2,90.0,0.0,9,12
FS1B_b,FC2C,2,225.0,1.0,9,9
vDeltaJ,FC3_b,2,22.5,0.924,8,9
vDeltaJ,vDeltaF,2,0.0,1.0,8,9
FS2,PFNv,2,0.0,1.0,9,9
FS2,hDeltaA,2,165.0,0.966,9,12
hDeltaK,vDeltaF,2,210.0,0.966,12,9
FS1A_b,FR1,2,0.0,1.0,9,9
hDeltaC,FS4B,2,195.0,0.866,12,9
FS1B_b,FC1F,2,0.0,1.0,9,8
FS1A_c,FS2,2,180.0,0.707,9,9
FS1A_c,FS3_c,2,0.0,1.0,9,8
PFGs,vDeltaG,2,0.0,1.0,9,9
PFL3,vDeltaE,2,0.0,1.0,9,9
FC1F,FS3_b,2,0.0,1.0,8,9
vDeltaM,FR2,2,0.0,1.0,9,9
hDeltaH,FS3_d,2,202.5,0.924,8,9
hDeltaM,FC1B,2,202.5,0.924,8,9
FS4B,FS1B_b,2,315.0,0.707,9,9
FS4B,FS1A_a,2,0.0,1.0,9,9
hDeltaH,FS3_a,2,202.5,0.924,8,9
vDeltaM,vDeltaF,2,0.0,1.0,9,9
FS1A_c,FS3_b,2,180.0,0.0,9,9
FS1A_c,FC1C_a,2,0.0,1.0,9,9
PFNm_b,vDeltaM,2,337.5,0.924,9,9
FS1B_a,PFR_b,2,90.0,1.0,9,9
PFNm_b,FC1B,2,0.0,1.0,9,9
hDeltaA,hDeltaG,2,180.0,1.0,12,8
vDeltaD,PFR_a,2,22.5,0.924,9,9
vDeltaM,FS1A_c,2,315.0,1.0,9,9
FS3_c,FC2B,2,0.0,1.0,8,9
FS1A_a,hDeltaJ,2,202.5,0.383,9,12
FS1A_c,PFR_a,2,0.0,1.0,9,9
vDeltaA_a,PFR_b,2,0.0,1.0,9,9
FS1B_a,FC3_b,2,67.5,0.924,9,9
vDeltaD,FS4A,2,337.5,0.924,9,9
FS4A,hDeltaG,2,225.0,0.0,9,8
FC1C_a,hDeltaM,2,337.5,0.924,9,8
FS1A_c,hDeltaI,2,0.0,0.966,9,12
FR2,PFL3,2,337.5,0.924,9,9
FR2,FC2B,2,112.5,0.383,9,9
PFL1,hDeltaF,2,315.0,0.866,9,6
FC1C_a,vDeltaH,2,334.3,0.782,9,7
vDeltaC,vDeltaG,2,0.0,1.0,9,9
vDeltaC,vDeltaA_a,2,0.0,1.0,9,9
vDeltaI_b,vDeltaA_a,2,0.0,1.0,9,9
vDeltaI_b,FS3_b,2,22.5,0.924,9,9
FC2C,vDeltaA_b,2,337.5,0.924,9,9
vDeltaA_b,vDeltaE,2,0.0,1.0,9,9
vDeltaA_b,vDeltaD,2,0.0,1.0,9,9
vDeltaK,FS1B_a,2,0.0,1.0,9,9
FR2,hDeltaJ,2,90.0,0.0,9,12
FS2,vDeltaI_b,2,360.0,0.707,9,9
FS4A,FC1B,2,0.0,1.0,9,9
FS4C,FS1A_c,2,337.5,0.924,9,9
FR2,FC1E,2,45.0,1.0,9,9
FS1B_b,FS3_a,2,337.5,0.924,9,9
vDeltaK,FS1A_b,2,0.0,1.0,9,9
FS4C,FS2,2,0.0,1.0,9,9
FS3_c,hDeltaJ,2,262.5,0.131,8,12
FS3_c,FS4B,2,45.0,0.707,8,9
PFL1,hDeltaA,2,75.0,0.866,9,12
PFL1,hDeltaK,2,322.5,0.793,9,12
FS3_a,PFNv,2,45.0,0.707,9,9
FS3_b,hDeltaJ,2,172.5,0.924,9,12
vDeltaM,PFNm_b,2,337.5,0.924,9,9
vDeltaM,FS4A,2,360.0,0.707,9,9
vDeltaL,vDeltaA_a,2,337.5,0.924,9,9
vDeltaL,vDeltaA_b,2,337.5,0.924,9,9
vDeltaA_a,FS3_c,2,337.5,0.924,9,8
vDeltaL,FC2A,2,45.0,1.0,9,9
FS3_c,vDeltaB,2,22.5,0.924,8,9
vDeltaA_b,hDeltaA,2,7.5,0.991,9,12
