intermediate_body,intermediate_type,intermediate_superclass,pfl3_input,pfl2_input,pfl1_input,dn_body,dn_type,dn_instance,weight
15361,VES011,cb_intrinsic,45,0,0,11706,DNg111,DNg111(hb1573072464)_R,2
15361,VES011,cb_intrinsic,45,0,0,12044,DNb08,DNb08(VES082)_R,2
15361,VES011,cb_intrinsic,45,0,0,14264,DNde003,DNde003(LAL107)_R,2
15361,VES011,cb_intrinsic,45,0,0,67982,DNge013,DNge013_R,2
518375,PFL2,cb_intrinsic,1,45,0,10360,DNa02,DNa02_R,2
518375,PFL2,cb_intrinsic,1,45,0,12348,MDN,MDN_L,2
14259,LAL046,cb_intrinsic,90,247,0,520485,DNpe016,DNpe016(PS211)_R,2
14259,LAL046,cb_intrinsic,90,247,0,11596,DNpe022,DNpe022(PS271)_R,2
14259,LAL046,cb_intrinsic,90,247,0,11288,MDN,MDN_L,2
14259,LAL046,cb_intrinsic,90,247,0,11256,DNge040,DNge040_R,2
523495,SMP057,cb_intrinsic,1,0,0,10700,DNpe001,DNpe001(IB111)_L,2
523495,SMP057,cb_intrinsic,1,0,0,518177,DNp08,DNp08(PS271)_L,2
523495,SMP057,cb_intrinsic,1,0,0,512938,DNd05,DNd05(CL124)_R,2
523495,SMP057,cb_intrinsic,1,0,0,531859,DNpe022,DNpe022(PS271)_L,2
15402,LT51,visual_projection,58,0,0,12447,DNge124,DNge124_R,2
15402,LT51,visual_projection,58,0,0,11373,DNp102,DNp102(PS212)_R,2
15402,LT51,visual_projection,58,0,0,11916,DNbe005,DNbe005(PS069)_R,2
15402,LT51,visual_projection,58,0,0,513783,DNg01_d,DNg01_d_R,2
523636,VES092,cb_intrinsic,0,24,0,10283,DNp103,DNp103(PVLP119)_R,2
523636,VES092,cb_intrinsic,0,24,0,10700,DNpe001,DNpe001(IB111)_L,2
523636,VES092,cb_intrinsic,0,24,0,10760,DNa01,DNa01(VES006)_R,2
523636,VES092,cb_intrinsic,0,24,0,11233,DNa11,DNa11(VES008)_R,2
523636,VES092,cb_intrinsic,0,24,0,10844,DNge053,DNge053_L,2
523636,VES092,cb_intrinsic,0,24,0,11074,DNg13,DNg13_L,2
523636,VES092,cb_intrinsic,0,24,0,11931,DNd04,DNd04_R,2
523636,VES092,cb_intrinsic,0,24,0,12175,DNge099,DNge099_R,2
523636,VES092,cb_intrinsic,0,24,0,14067,DNpe003,DNpe003(VES081)_L,2
523636,VES092,cb_intrinsic,0,24,0,523998,pIP10,pIP10_L,2
523636,VES092,cb_intrinsic,0,24,0,519773,DNge119,DNge119_R,2
523636,VES092,cb_intrinsic,0,24,0,556286,DNp32,DNp32_L,2
517669,LAL022,cb_intrinsic,9,2,0,524146,"DNp51,DNpe019","DNp51,DNpe019(PS296)_R",2
517669,LAL022,cb_intrinsic,9,2,0,22462,DNg02_g,DNg02_g_R,2
517669,LAL022,cb_intrinsic,9,2,0,12133,DNbe005,DNbe005(PS069)_L,2
14200,PS018_a,cb_intrinsic,14,29,0,274021,DNg01_a,DNg01_a_R,2
14200,PS018_a,cb_intrinsic,14,29,0,15847,DNg107,DNg107_R,2
14200,PS018_a,cb_intrinsic,14,29,0,18607,DNpe037,DNpe037(CL338)_R,2
14200,PS018_a,cb_intrinsic,14,29,0,10411,DNb09,DNb09(DNb01)_R,2
14200,PS018_a,cb_intrinsic,14,29,0,10544,DNg88,DNg88_R,2
14200,PS018_a,cb_intrinsic,14,29,0,10562,DNp26,DNp26_L,2
523716,LAL120_a,cb_intrinsic,9,19,0,12407,DNge136,DNge136_R,2
523716,LAL120_a,cb_intrinsic,9,19,0,524412,DNa06,DNa06(PS039)_R,2
523716,LAL120_a,cb_intrinsic,9,19,0,521262,DNae002,DNae002(DNa04)_R,2
523769,DNa02,descending_neuron,356,0,0,11232,DNde003,DNde003(LAL106)_L,2
523769,DNa02,descending_neuron,356,0,0,10218,DNg35,DNg35_R,2
523769,DNa02,descending_neuron,356,0,0,10090,aSP22,aSP22(DNa12)_L,2
523769,DNa02,descending_neuron,356,0,0,12982,DNg91,DNg91_L,2
523769,DNa02,descending_neuron,356,0,0,11411,DNg31,DNg31_R,2
523769,DNa02,descending_neuron,356,0,0,11002,DNae002,DNae002(DNa04)_L,2
523769,DNa02,descending_neuron,356,0,0,11797,DNge041,DNge041_L,2
523769,DNa02,descending_neuron,356,0,0,24619,DNg12_c,DNg12_c_L,2
517359,M_lv2PN9t49_a,cb_intrinsic,0,0,11,10118,DNb05,DNb05_L,2
15563,PS233,cb_intrinsic,2,25,0,10249,DNp31,DNp31_L,2
15563,PS233,cb_intrinsic,2,25,0,10957,DNp69,DNp69(CL304)_R,2
15563,PS233,cb_intrinsic,2,25,0,12753,DNpe003,DNpe003(VES081)_R,2
15563,PS233,cb_intrinsic,2,25,0,11955,DNae010,DNae010(PS016)_L,2
15563,PS233,cb_intrinsic,2,25,0,11540,DNge152,DNge152_M,2
15563,PS233,cb_intrinsic,2,25,0,14141,DNg42,DNg42_R,2
15563,PS233,cb_intrinsic,2,25,0,27135,DNge015,DNge015_R,2
15563,PS233,cb_intrinsic,2,25,0,512071,DNae001,DNae001(DNa01)_L,2
15563,PS233,cb_intrinsic,2,25,0,555726,DNa13,DNa13(LAL041)_L,2
14153,SMP489,cb_intrinsic,0,0,1,521317,DNp104,DNp104(CL324)_R,2
14153,SMP489,cb_intrinsic,0,0,1,522961,DNp47,DNp47(PS293)_L,2
14153,SMP489,cb_intrinsic,0,0,1,20418,DNpe053,DNpe053(SMP454)_R,2
15591,WED082,cb_intrinsic,3,1,234,36631,DNg05_b,DNg05_b_R,2
15591,WED082,cb_intrinsic,3,1,234,515978,DNg08,DNg08_R,2
523863,LAL196,cb_intrinsic,0,5,0,10971,DNa11,DNa11(VES008)_L,2
14137,LAL195,cb_intrinsic,21,1,1,522345,DNpe037,DNpe037(CL338)_L,2
14137,LAL195,cb_intrinsic,21,1,1,25861,DNge038,DNge038_L,2
14137,LAL195,cb_intrinsic,21,1,1,14936,DNge052,DNge052_R,2
14137,LAL195,cb_intrinsic,21,1,1,14970,DNge052,DNge052_L,2
14137,LAL195,cb_intrinsic,21,1,1,12085,DNge136,DNge136_L,2
14137,LAL195,cb_intrinsic,21,1,1,11103,DNge141,DNge141_R,2
14137,LAL195,cb_intrinsic,21,1,1,10117,DNp02,DNp02_R,2
14133,CRE013,cb_intrinsic,11,0,0,11742,DNp104,DNp104(CL324)_L,2
516653,LAL090,cb_intrinsic,3,83,0,803433,DNp57,DNp57(PS195)_R,2
516653,LAL090,cb_intrinsic,3,83,0,523769,DNa02,DNa02_L,2
516652,VES200m,cb_intrinsic,18,0,0,513643,DNpe039,DNpe039(CL306)_R,2
516652,VES200m,cb_intrinsic,18,0,0,512071,DNae001,DNae001(DNa01)_L,2
516652,VES200m,cb_intrinsic,18,0,0,18183,DNg02_f,DNg02_f_R,2
516652,VES200m,cb_intrinsic,18,0,0,10582,DNge040,DNge040_L,2
516652,VES200m,cb_intrinsic,18,0,0,11233,DNa11,DNa11(VES008)_R,2
516652,VES200m,cb_intrinsic,18,0,0,12628,DNpe042,DNpe042(CL262)_R,2
516652,VES200m,cb_intrinsic,18,0,0,10449,DNpe025,DNpe025(PVLP145)_L,2
516652,VES200m,cb_intrinsic,18,0,0,10030,pIP1,pIP1_L,2
516652,VES200m,cb_intrinsic,18,0,0,11410,DNpe023,DNpe023(LAL201)_L,2
15689,LAL160,cb_intrinsic,0,47,0,10763,MDN,MDN_R,2
15689,LAL160,cb_intrinsic,0,47,0,10971,DNa11,DNa11(VES008)_L,2
15689,LAL160,cb_intrinsic,0,47,0,11028,DNb09,DNb09(DNb01)_L,2
15689,LAL160,cb_intrinsic,0,47,0,10885,DNg88,DNg88_L,2
15689,LAL160,cb_intrinsic,0,47,0,12039,DNge135,DNge135_R,2
516565,PS233,cb_intrinsic,0,16,0,524412,DNa06,DNa06(PS039)_R,2
516565,PS233,cb_intrinsic,0,16,0,512037,DNpe009,"DNpe009(PS222,PS226)_R",2
516565,PS233,cb_intrinsic,0,16,0,28905,DNg02_a,DNg02_a_L,2
516565,PS233,cb_intrinsic,0,16,0,30228,DNg02_a,DNg02_a_R,2
516565,PS233,cb_intrinsic,0,16,0,27490,DNge015,DNge015_L,2
516565,PS233,cb_intrinsic,0,16,0,33333,DNg02_g,DNg02_g_L,2
516565,PS233,cb_intrinsic,0,16,0,14357,DNg05_a,DNg05_a_R,2
516565,PS233,cb_intrinsic,0,16,0,14096,DNpe003,DNpe003(VES081)_R,2
516565,PS233,cb_intrinsic,0,16,0,16098,DNge029,DNge029_R,2
516565,PS233,cb_intrinsic,0,16,0,16829,DNb03,DNb03_R,2
516565,PS233,cb_intrinsic,0,16,0,12133,DNbe005,DNbe005(PS069)_L,2
516565,PS233,cb_intrinsic,0,16,0,10705,DNc02,DNc02(SIFa)_L,2
516565,PS233,cb_intrinsic,0,16,0,10264,DNp31,DNp31_R,2
524159,PS011,cb_intrinsic,31,1,0,10118,DNb05,DNb05_L,2
524159,PS011,cb_intrinsic,31,1,0,10527,DNpe017,DNpe017(hb1406000196)_L,2
524159,PS011,cb_intrinsic,31,1,0,10575,DNde002,DNde002(VES029)_R,2
524159,PS011,cb_intrinsic,31,1,0,12801,DNa05,DNa05(PS028)_L,2
524159,PS011,cb_intrinsic,31,1,0,512071,DNae001,DNae001(DNa01)_L,2
524159,PS011,cb_intrinsic,31,1,0,519624,DNa03,DNa03_L,2
524159,PS011,cb_intrinsic,31,1,0,802893,DNpe016,DNpe016(PS211)_L,2
14076,LAL193,cb_intrinsic,216,1,0,531132,DNge073,DNge073_L,2
14076,LAL193,cb_intrinsic,216,1,0,230783,DNg97,DNg97_R,2
14076,LAL193,cb_intrinsic,216,1,0,256420,DNge050,DNge050_R,2
14076,LAL193,cb_intrinsic,216,1,0,63701,DNd02,DNd02(SAD039)_R,2
14076,LAL193,cb_intrinsic,216,1,0,12348,MDN,MDN_L,2
14076,LAL193,cb_intrinsic,216,1,0,10458,DNp13,DNp13_L,2
14076,LAL193,cb_intrinsic,216,1,0,12151,DNge138,DNge138_M,2
14076,LAL193,cb_intrinsic,216,1,0,10286,DNpe053,DNpe053(SMP454)_L,2
14076,LAL193,cb_intrinsic,216,1,0,10301,DNge050,DNge050_L,2
14076,LAL193,cb_intrinsic,216,1,0,11233,DNa11,DNa11(VES008)_R,2
14076,LAL193,cb_intrinsic,216,1,0,10700,DNpe001,DNpe001(IB111)_L,2
516360,AOTU029,cb_intrinsic,1,2,0,802893,DNpe016,DNpe016(PS211)_L,2
14067,DNpe003,descending_neuron,2,0,0,519460,DNa16,DNa16(PS014)_L,2
14067,DNpe003,descending_neuron,2,0,0,523769,DNa02,DNa02_L,2
14067,DNpe003,descending_neuron,2,0,0,529488,DNb02,DNb02_L,2
14067,DNpe003,descending_neuron,2,0,0,11986,DNge018,DNge018_L,2
14067,DNpe003,descending_neuron,2,0,0,22390,DNge008,DNge008_L,2
14067,DNpe003,descending_neuron,2,0,0,10582,DNge040,DNge040_L,2
516170,DNa13,descending_neuron,0,1,0,512006,DNg13,DNg13_R,2
516170,DNa13,descending_neuron,0,1,0,13922,DNb02,DNb02_R,2
516170,DNa13,descending_neuron,0,1,0,12175,DNge099,DNge099_R,2
516170,DNa13,descending_neuron,0,1,0,12348,MDN,MDN_L,2
516170,DNa13,descending_neuron,0,1,0,11256,DNge040,DNge040_R,2
516170,DNa13,descending_neuron,0,1,0,12044,DNb08,DNb08(VES082)_R,2
516170,DNa13,descending_neuron,0,1,0,10763,MDN,MDN_R,2
516130,PS270,cb_intrinsic,2,0,0,12714,DNb07,DNb07(PS067)_R,2
516130,PS270,cb_intrinsic,2,0,0,11057,DNbe004,DNbe004(PS066)_L,2
516098,LAL133_b,cb_intrinsic,1,0,0,525960,DNa13,DNa13(LAL041)_L,2
516098,LAL133_b,cb_intrinsic,1,0,0,529488,DNb02,DNb02_L,2
15809,LAL012,cb_intrinsic,0,0,1,10038,pIP1,pIP1_R,2
15809,LAL012,cb_intrinsic,0,0,1,11505,DNp54,DNp54(PS163)_R,2
15809,LAL012,cb_intrinsic,0,0,1,521624,DNpe023,DNpe023(LAL201)_R,2
524483,LAL126,cb_intrinsic,335,0,5,11410,DNpe023,DNpe023(LAL201)_L,2
524483,LAL126,cb_intrinsic,335,0,5,11820,DNge123,DNge123_L,2
524483,LAL126,cb_intrinsic,335,0,5,17199,DNg82,DNg82_L,2
524483,LAL126,cb_intrinsic,335,0,5,240034,DNg01_d,DNg01_d_L,2
524483,LAL126,cb_intrinsic,335,0,5,521190,DNae007,DNae007(VES009)_L,2
524504,CRE039,cb_intrinsic,0,4,0,11563,DNae001,DNae001(DNa01)_R,2
515842,WED082,cb_intrinsic,0,0,231,524470,DNbe001,DNbe001(PS103)_R,2
515842,WED082,cb_intrinsic,0,0,231,24184,DNg110,DNg110_L,2
515842,WED082,cb_intrinsic,0,0,231,11876,DNae003,DNae003(PS040)_L,2
15900,IB020,cb_intrinsic,77,0,0,518177,DNp08,DNp08(PS271)_L,2
515681,PLP021,cb_intrinsic,46,1,0,11961,DNp57,DNp57(PS195)_L,2
14002,LC33,visual_projection,9,11,1,11288,MDN,MDN_L,2
14002,LC33,visual_projection,9,11,1,10384,DNp63,DNp63(PS113)_R,2
14002,LC33,visual_projection,9,11,1,10837,DNa15,DNa15(PS017)_R,2
515580,SMP472,cb_intrinsic,1,0,0,909612,DNg11,DNg11_R,2
515580,SMP472,cb_intrinsic,1,0,0,32166,DNpe012_a,DNpe012_a(PS221)_R,2
515580,SMP472,cb_intrinsic,1,0,0,29934,DNpe012_a,DNpe012_a(PS227)_L,2
515580,SMP472,cb_intrinsic,1,0,0,12885,DNpe020,DNpe020(PS133)_M,2
515580,SMP472,cb_intrinsic,1,0,0,10971,DNa11,DNa11(VES008)_L,2
524708,CL308,cb_intrinsic,1,1,0,10923,DNg40,DNg40(hb5813056435)_R,2
524708,CL308,cb_intrinsic,1,1,0,18607,DNpe037,DNpe037(CL338)_R,2
524708,CL308,cb_intrinsic,1,1,0,12707,DNpe043,DNpe043(CL207)_R,2
524708,CL308,cb_intrinsic,1,1,0,521317,DNp104,DNp104(CL324)_R,2
15937,VES059,cb_intrinsic,187,111,0,11111,DNbe003,DNbe003(hb5813024933)_L,2
15937,VES059,cb_intrinsic,187,111,0,10700,DNpe001,DNpe001(IB111)_L,2
15937,VES059,cb_intrinsic,187,111,0,12443,DNbe002,DNbe002_L,2
15937,VES059,cb_intrinsic,187,111,0,92936,DNge083,DNge083_L,2
13987,CL327,cb_intrinsic,0,1,0,519624,DNa03,DNa03_L,2
13987,CL327,cb_intrinsic,0,1,0,11797,DNge041,DNge041_L,2
13987,CL327,cb_intrinsic,0,1,0,10971,DNa11,DNa11(VES008)_L,2
13987,CL327,cb_intrinsic,0,1,0,11111,DNbe003,DNbe003(hb5813024933)_L,2
13987,CL327,cb_intrinsic,0,1,0,11222,DNg111,DNg111(hb1573072464)_L,2
13987,CL327,cb_intrinsic,0,1,0,11121,DNp52,DNp52(CRE101)_L,2
515231,PS026,cb_intrinsic,40,0,0,802893,DNpe016,DNpe016(PS211)_L,2
515231,PS026,cb_intrinsic,40,0,0,12767,DNb02,DNb02_L,2
515231,PS026,cb_intrinsic,40,0,0,519624,DNa03,DNa03_L,2
515231,PS026,cb_intrinsic,40,0,0,15720,DNge124,DNge124_L,2
515231,PS026,cb_intrinsic,40,0,0,10856,DNge129,DNge129_R,2
515231,PS026,cb_intrinsic,40,0,0,11222,DNg111,DNg111(hb1573072464)_L,2
515231,PS026,cb_intrinsic,40,0,0,11288,MDN,MDN_L,2
515231,PS026,cb_intrinsic,40,0,0,11527,DNg101,DNg101_L,2
515231,PS026,cb_intrinsic,40,0,0,10160,DNg90,DNg90_L,2
515231,PS026,cb_intrinsic,40,0,0,10192,DNg75,DNg75(hb1874217622)_L,2
515230,IB047,cb_intrinsic,14,0,0,800868,DNpe002,DNpe002(VES068)_R,2
515230,IB047,cb_intrinsic,14,0,0,521624,DNpe023,DNpe023(LAL201)_R,2
515230,IB047,cb_intrinsic,14,0,0,14264,DNde003,DNde003(LAL107)_R,2
515230,IB047,cb_intrinsic,14,0,0,10838,DNde005,DNde005(VES028)_R,2
16003,LAL194,cb_intrinsic,117,0,0,10837,DNa15,DNa15(PS017)_R,2
16003,LAL194,cb_intrinsic,117,0,0,10759,DNb01,DNb01_R,2
16003,LAL194,cb_intrinsic,117,0,0,521197,DNp56,DNp56(VES055)_R,2
13942,SIP126m_b,cb_intrinsic,2,0,0,12085,DNge136,DNge136_L,2
13942,SIP126m_b,cb_intrinsic,2,0,0,10384,DNp63,DNp63(PS113)_R,2
515034,MBON27,cb_intrinsic,0,14,0,15833,DNp52,DNp52(CRE101)_R,2
515034,MBON27,cb_intrinsic,0,14,0,11797,DNge041,DNge041_L,2
515034,MBON27,cb_intrinsic,0,14,0,11121,DNp52,DNp52(CRE101)_L,2
515034,MBON27,cb_intrinsic,0,14,0,11332,MDN,MDN_R,2
515034,MBON27,cb_intrinsic,0,14,0,10295,DNg34,DNg34_L,2
515032,LAL194,cb_intrinsic,131,0,0,522432,DNp56,DNp56(VES055)_L,2
515032,LAL194,cb_intrinsic,131,0,0,14375,DNpe003,DNpe003(VES081)_L,2
515032,LAL194,cb_intrinsic,131,0,0,11222,DNg111,DNg111(hb1573072464)_L,2
515032,LAL194,cb_intrinsic,131,0,0,10654,DNb01,DNb01_L,2
515029,DNpe027,descending_neuron,1,0,0,36102,DNge136,DNge136_L,2
515029,DNpe027,descending_neuron,1,0,0,14989,DNge127,DNge127_L,2
515029,DNpe027,descending_neuron,1,0,0,14234,DNg64,DNg64_L,2
515029,DNpe027,descending_neuron,1,0,0,10834,DNpe013,DNpe013(PS168)_L,2
16072,LAL146,cb_intrinsic,7,0,0,14846,DNp39,DNp39(PS297)_R,2
16072,LAL146,cb_intrinsic,7,0,0,10838,DNde005,DNde005(VES028)_R,2
525279,LAL090,cb_intrinsic,5,28,0,10341,DNp19,DNp19_L,2
13930,LAL102,cb_intrinsic,7,0,0,519773,DNge119,DNge119_R,2
13930,LAL102,cb_intrinsic,7,0,0,515029,DNpe027,DNpe027(PS166)_L,2
13930,LAL102,cb_intrinsic,7,0,0,14387,DNge151,DNge151_M,2
13930,LAL102,cb_intrinsic,7,0,0,13615,DNbe006,DNbe006_R,2
13930,LAL102,cb_intrinsic,7,0,0,16623,DNge034,DNge034_R,2
13930,LAL102,cb_intrinsic,7,0,0,12753,DNpe003,DNpe003(VES081)_R,2
13930,LAL102,cb_intrinsic,7,0,0,12044,DNb08,DNb08(VES082)_R,2
13930,LAL102,cb_intrinsic,7,0,0,11713,DNg101,DNg101_R,2
13930,LAL102,cb_intrinsic,7,0,0,11739,DNde007,DNde007_R,2
13930,LAL102,cb_intrinsic,7,0,0,11742,DNp104,DNp104(CL324)_L,2
13930,LAL102,cb_intrinsic,7,0,0,11610,DNae007,DNae007(VES009)_R,2
13930,LAL102,cb_intrinsic,7,0,0,10822,DNge047,DNge047_R,2
13930,LAL102,cb_intrinsic,7,0,0,10971,DNa11,DNa11(VES008)_L,2
13930,LAL102,cb_intrinsic,7,0,0,12628,DNpe042,DNpe042(CL262)_R,2
13930,LAL102,cb_intrinsic,7,0,0,11334,DNpe045,DNpe045(DNp23)_R,2
13921,IB021,cb_intrinsic,31,0,2,19773,DNg02_g,DNg02_g_L,2
525400,PLP078,cb_intrinsic,2,0,0,11420,DNge141,DNge141_L,2
525400,PLP078,cb_intrinsic,2,0,0,521190,DNae007,DNae007(VES009)_L,2
514744,WEDPN6C,cb_intrinsic,0,0,1,10842,CB0429,CB0429_L,2
16099,VES057,cb_intrinsic,9,3,0,11074,DNg13,DNg13_L,2
16099,VES057,cb_intrinsic,9,3,0,11002,DNae002,DNae002(DNa04)_L,2
16099,VES057,cb_intrinsic,9,3,0,523769,DNa02,DNa02_L,2
16166,WED082,cb_intrinsic,0,0,224,10038,pIP1,pIP1_R,2
16166,WED082,cb_intrinsic,0,0,224,10447,DNge138,DNge138_M,2
16166,WED082,cb_intrinsic,0,0,224,10469,DNbe001,DNbe001(PS103)_L,2
16166,WED082,cb_intrinsic,0,0,224,22692,DNg110,DNg110_R,2
16166,WED082,cb_intrinsic,0,0,224,14141,DNg42,DNg42_R,2
16166,WED082,cb_intrinsic,0,0,224,32166,DNpe012_a,DNpe012_a(PS221)_R,2
514467,IB049,cb_intrinsic,49,0,0,18072,DNp16_a,DNp16_a_R,2
514467,IB049,cb_intrinsic,49,0,0,11479,DNb04,DNb04_R,2
13877,LAL159,cb_intrinsic,37,78,0,15833,DNp52,DNp52(CRE101)_R,2
13877,LAL159,cb_intrinsic,37,78,0,10411,DNb09,DNb09(DNb01)_R,2
13877,LAL159,cb_intrinsic,37,78,0,10360,DNa02,DNa02_R,2
525777,SMP165,cb_intrinsic,0,0,2,10842,CB0429,CB0429_L,2
525777,SMP165,cb_intrinsic,0,0,2,11116,pIP10,pIP10_R,2
525777,SMP165,cb_intrinsic,0,0,2,10680,DNp48,DNp48(SMP462)_L,2
525777,SMP165,cb_intrinsic,0,0,2,11392,DNa08,DNa08_R,2
525958,PLP060,cb_intrinsic,0,6,0,10030,pIP1,pIP1_L,2
525958,PLP060,cb_intrinsic,0,6,0,10090,aSP22,aSP22(DNa12)_L,2
525958,PLP060,cb_intrinsic,0,6,0,10971,DNa11,DNa11(VES008)_L,2
525958,PLP060,cb_intrinsic,0,6,0,11573,DNpe021,DNpe021(CL307)_L,2
525958,PLP060,cb_intrinsic,0,6,0,13254,"DNp51,DNpe019","DNp51,DNpe019(PS296)_L",2
525958,PLP060,cb_intrinsic,0,6,0,33037,DNp69,DNp69(CL304)_L,2
525958,PLP060,cb_intrinsic,0,6,0,55546,DNg01_c,DNg01_c_L,2
13864,VES011,cb_intrinsic,44,0,0,555726,DNa13,DNa13(LAL041)_L,2
13864,VES011,cb_intrinsic,44,0,0,802893,DNpe016,DNpe016(PS211)_L,2
13864,VES011,cb_intrinsic,44,0,0,519896,DNa06,DNa06(PS039)_L,2
13864,VES011,cb_intrinsic,44,0,0,92936,DNge083,DNge083_L,2
13864,VES011,cb_intrinsic,44,0,0,312712,DNde003,DNde003(LAL107)_L,2
13864,VES011,cb_intrinsic,44,0,0,15995,DNge013,DNge013_L,2
13864,VES011,cb_intrinsic,44,0,0,11288,MDN,MDN_L,2
13864,VES011,cb_intrinsic,44,0,0,14067,DNpe003,DNpe003(VES081)_L,2
13864,VES011,cb_intrinsic,44,0,0,10056,DNg100,DNg100_R,2
13864,VES011,cb_intrinsic,44,0,0,12610,DNg102,DNg102_L,2
13864,VES011,cb_intrinsic,44,0,0,10700,DNpe001,DNpe001(IB111)_L,2
13864,VES011,cb_intrinsic,44,0,0,10582,DNge040,DNge040_L,2
525959,LAL120_b,cb_intrinsic,67,250,0,10975,DNa03,DNa03_R,2
525959,LAL120_b,cb_intrinsic,67,250,0,11706,DNg111,DNg111(hb1573072464)_R,2
525959,LAL120_b,cb_intrinsic,67,250,0,11392,DNa08,DNa08_R,2
525959,LAL120_b,cb_intrinsic,67,250,0,11625,DNae005,DNae005(VES009)_R,2
525959,LAL120_b,cb_intrinsic,67,250,0,12075,DNb08,DNb08(VES083)_R,2
525959,LAL120_b,cb_intrinsic,67,250,0,67982,DNge013,DNge013_R,2
525959,LAL120_b,cb_intrinsic,67,250,0,259442,DNpe015,DNpe015_R,2
525959,LAL120_b,cb_intrinsic,67,250,0,521624,DNpe023,DNpe023(LAL201)_R,2
525960,DNa13,descending_neuron,0,6,0,10971,DNa11,DNa11(VES008)_L,2
525960,DNa13,descending_neuron,0,6,0,22390,DNge008,DNge008_L,2
525960,DNa13,descending_neuron,0,6,0,19960,DNa07,DNa07_L,2
525960,DNa13,descending_neuron,0,6,0,531859,DNpe022,DNpe022(PS271)_L,2
514053,LAL011,cb_intrinsic,6,2,0,529568,DNp39,DNp39(PS297)_L,2
514053,LAL011,cb_intrinsic,6,2,0,519896,DNa06,DNa06(PS039)_L,2
514053,LAL011,cb_intrinsic,6,2,0,10783,DNp09,DNp09_L,2
513929,LAL060_a,cb_intrinsic,0,0,1,525960,DNa13,DNa13(LAL041)_L,2
16311,LAL023,cb_intrinsic,5,1,0,10975,DNa03,DNa03_R,2
526612,LAL196,cb_intrinsic,1,2,0,516170,DNa13,DNa13(LAL041)_R,2
513794,LAL094,cb_intrinsic,2,0,0,520485,DNpe016,DNpe016(PS211)_R,2
513794,LAL094,cb_intrinsic,2,0,0,11505,DNp54,DNp54(PS163)_R,2
513794,LAL094,cb_intrinsic,2,0,0,11625,DNae005,DNae005(VES009)_R,2
513794,LAL094,cb_intrinsic,2,0,0,11297,DNbe003,DNbe003(hb5813024933)_R,2
513791,LAL130,cb_intrinsic,26,0,0,11425,CB0429,CB0429_R,2
513791,LAL130,cb_intrinsic,26,0,0,10700,DNpe001,DNpe001(IB111)_L,2
513791,LAL130,cb_intrinsic,26,0,0,10104,aSP22,aSP22(DNa12)_R,2
513791,LAL130,cb_intrinsic,26,0,0,10601,DNpe025,DNpe025(PVLP145)_R,2
16334,SIP064,cb_intrinsic,0,0,1,10104,aSP22,aSP22(DNa12)_R,2
13805,DNg97,descending_neuron,174,0,0,525595,DNg52,DNg52_R,2
13805,DNg97,descending_neuron,174,0,0,523773,DNg52,DNg52_L,2
13805,DNg97,descending_neuron,174,0,0,17198,DNge035,DNge035_R,2
13805,DNg97,descending_neuron,174,0,0,23819,DNge111,DNge111_R,2
13805,DNg97,descending_neuron,174,0,0,14264,DNde003,DNde003(LAL107)_R,2
13805,DNg97,descending_neuron,174,0,0,14332,DNae006,DNae006(PS045)_R,2
13805,DNg97,descending_neuron,174,0,0,14048,DNg52,DNg52_L,2
13805,DNg97,descending_neuron,174,0,0,13499,DNge106,DNge106_R,2
13805,DNg97,descending_neuron,174,0,0,13585,DNg34,DNg34_R,2
13805,DNg97,descending_neuron,174,0,0,12714,DNb07,DNb07(PS067)_R,2
13805,DNg97,descending_neuron,174,0,0,13268,DNg52,DNg52_R,2
13805,DNg97,descending_neuron,174,0,0,12000,DNge099,DNge099_L,2
13805,DNg97,descending_neuron,174,0,0,12085,DNge136,DNge136_L,2
13805,DNg97,descending_neuron,174,0,0,12587,DNge004,DNge004_R,2
13805,DNg97,descending_neuron,174,0,0,12223,DNpe027,DNpe027(PS166)_R,2
13805,DNg97,descending_neuron,174,0,0,11482,DNge065,DNge065_R,2
13805,DNg97,descending_neuron,174,0,0,11233,DNa11,DNa11(VES008)_R,2
13805,DNg97,descending_neuron,174,0,0,10460,DNa09,DNa09_R,2
13805,DNg97,descending_neuron,174,0,0,10668,DNge006,DNge006_R,2
13805,DNg97,descending_neuron,174,0,0,10822,DNge047,DNge047_R,2
13805,DNg97,descending_neuron,174,0,0,10151,DNge103,DNge103_R,2
16334,SIP064,cb_intrinsic,0,0,1,800845,DNp12,DNp12(WED105)_R,2
16335,IB049,cb_intrinsic,35,0,0,531859,DNpe022,DNpe022(PS271)_L,2
16349,PLP232,cb_intrinsic,0,0,25,10038,pIP1,pIP1_R,2
16364,pC1_9b,cb_intrinsic,8,0,0,10449,DNpe025,DNpe025(PVLP145)_L,2
16364,pC1_9b,cb_intrinsic,8,0,0,519410,DNp34,DNp34_R,2
526973,SMP153_b,cb_intrinsic,2,1,0,11505,DNp54,DNp54(PS163)_R,2
513602,SMP488,cb_intrinsic,0,0,1,11425,CB0429,CB0429_R,2
13778,PS233,cb_intrinsic,0,1,0,524470,DNbe001,DNbe001(PS103)_R,2
13778,PS233,cb_intrinsic,0,1,0,519896,DNa06,DNa06(PS039)_L,2
13778,PS233,cb_intrinsic,0,1,0,33333,DNg02_g,DNg02_g_L,2
13778,PS233,cb_intrinsic,0,1,0,27135,DNge015,DNge015_R,2
