intermediate_body,intermediate_type,intermediate_superclass,pfl3_input,pfl2_input,pfl1_input,dn_body,dn_type,dn_instance,weight
11182,DNp101,descending_neuron,0,0,1,10957,DNp69,DNp69(CL304)_R,1
11182,DNp101,descending_neuron,0,0,1,10959,DNg98,DNg98_R,1
11182,DNp101,descending_neuron,0,0,1,10286,DNpe053,DNpe053(SMP454)_L,1
11182,DNp101,descending_neuron,0,0,1,10394,DNg98,DNg98_L,1
11182,DNp101,descending_neuron,0,0,1,10274,DNg108,DNg108_L,1
11182,DNp101,descending_neuron,0,0,1,10283,DNp103,DNp103(PVLP119)_R,1
11182,DNp101,descending_neuron,0,0,1,10038,pIP1,pIP1_R,1
11145,MBON20,cb_intrinsic,2,0,0,142338522,DNpe039,DNpe039(CL306)_L,1
11145,MBON20,cb_intrinsic,2,0,0,518177,DNp08,DNp08(PS271)_L,1
11145,MBON20,cb_intrinsic,2,0,0,12027,DNp101,DNp101(CL334)_L,1
11145,MBON20,cb_intrinsic,2,0,0,11410,DNpe023,DNpe023(LAL201)_L,1
11145,MBON20,cb_intrinsic,2,0,0,11204,DNp49,DNp49_L,1
11145,MBON20,cb_intrinsic,2,0,0,10800,DNbe007,DNbe007(VES042)_L,1
11145,MBON20,cb_intrinsic,2,0,0,10589,DNp43,DNp43(CL332)_L,1
11145,MBON20,cb_intrinsic,2,0,0,10143,DNp30,DNp30_L,1
11145,MBON20,cb_intrinsic,2,0,0,10286,DNpe053,DNpe053(SMP454)_L,1
11111,DNbe003,descending_neuron,4,0,0,518177,DNp08,DNp08(PS271)_L,1
11111,DNbe003,descending_neuron,4,0,0,519896,DNa06,DNa06(PS039)_L,1
11111,DNbe003,descending_neuron,4,0,0,521190,DNae007,DNae007(VES009)_L,1
11111,DNbe003,descending_neuron,4,0,0,312712,DNde003,DNde003(LAL107)_L,1
11111,DNbe003,descending_neuron,4,0,0,33335,DNpe024,DNpe024(CL325)_L,1
11111,DNbe003,descending_neuron,4,0,0,14213,DNge060,DNge060_L,1
11111,DNbe003,descending_neuron,4,0,0,10654,DNb01,DNb01_L,1
11111,DNbe003,descending_neuron,4,0,0,10713,DNp42,DNp42_L,1
11111,DNbe003,descending_neuron,4,0,0,10800,DNbe007,DNbe007(VES042)_L,1
11111,DNbe003,descending_neuron,4,0,0,12038,DNg38,DNg38_L,1
11111,DNbe003,descending_neuron,4,0,0,12256,DNge056,DNge056_R,1
11111,DNbe003,descending_neuron,4,0,0,12647,DNge125,DNge125_L,1
11111,DNbe003,descending_neuron,4,0,0,10247,DNg74_a,DNg74_a_L,1
11111,DNbe003,descending_neuron,4,0,0,10295,DNg34,DNg34_L,1
11111,DNbe003,descending_neuron,4,0,0,10394,DNg98,DNg98_L,1
11111,DNbe003,descending_neuron,4,0,0,10124,DNg105,DNg105_L,1
11111,DNbe003,descending_neuron,4,0,0,10979,DNge103,DNge103_L,1
11111,DNbe003,descending_neuron,4,0,0,11127,DNge059,DNge059_L,1
11111,DNbe003,descending_neuron,4,0,0,11232,DNde003,DNde003(LAL106)_L,1
11111,DNbe003,descending_neuron,4,0,0,11421,DNge048,DNge048_L,1
11074,DNg13,descending_neuron,2,0,0,521190,DNae007,DNae007(VES009)_L,1
11074,DNg13,descending_neuron,2,0,0,512751,DNge105,DNge105_R,1
11074,DNg13,descending_neuron,2,0,0,512938,DNd05,DNd05(CL124)_R,1
11074,DNg13,descending_neuron,2,0,0,188947,DNg60,DNg60_R,1
11074,DNg13,descending_neuron,2,0,0,242405,DNge046,DNge046_R,1
11074,DNg13,descending_neuron,2,0,0,62405,DNg39,DNg39_L,1
11074,DNg13,descending_neuron,2,0,0,519624,DNa03,DNa03_L,1
11074,DNg13,descending_neuron,2,0,0,17211,DNge174,DNge174_R,1
11074,DNg13,descending_neuron,2,0,0,15047,DNge184,DNge184_R,1
11074,DNg13,descending_neuron,2,0,0,15156,DNge147,DNge147_R,1
11074,DNg13,descending_neuron,2,0,0,13509,DNa08,DNa08_L,1
11074,DNg13,descending_neuron,2,0,0,14554,DNg72,DNg72_L,1
11074,DNg13,descending_neuron,2,0,0,11482,DNge065,DNge065_R,1
11074,DNg13,descending_neuron,2,0,0,11598,DNg31,DNg31_L,1
11074,DNg13,descending_neuron,2,0,0,12189,DNb08,DNb08(VES083)_L,1
11074,DNg13,descending_neuron,2,0,0,12238,DNg32,DNg32_L,1
11074,DNg13,descending_neuron,2,0,0,10712,DNp36,DNp36(CL342)_L,1
11074,DNg13,descending_neuron,2,0,0,10760,DNa01,DNa01(VES006)_R,1
11074,DNg13,descending_neuron,2,0,0,10930,pMP2,pMP2_L,1
11074,DNg13,descending_neuron,2,0,0,11078,DNg96,DNg96_L,1
11074,DNg13,descending_neuron,2,0,0,11233,DNa11,DNa11(VES008)_R,1
11074,DNg13,descending_neuron,2,0,0,11246,DNbe006,DNbe006_L,1
11074,DNg13,descending_neuron,2,0,0,10313,DNge031,DNge031_R,1
11074,DNg13,descending_neuron,2,0,0,10416,DNde002,DNde002(VES029)_L,1
11074,DNg13,descending_neuron,2,0,0,10535,DNg37,DNg37_L,1
11074,DNg13,descending_neuron,2,0,0,10090,aSP22,aSP22(DNa12)_L,1
11074,DNg13,descending_neuron,2,0,0,10151,DNge103,DNge103_R,1
11074,DNg13,descending_neuron,2,0,0,10163,DNge036,DNge036_L,1
11066,DNa13,descending_neuron,0,5,0,524412,DNa06,DNa06(PS039)_R,1
11066,DNa13,descending_neuron,0,5,0,512006,DNg13,DNg13_R,1
11066,DNa13,descending_neuron,0,5,0,15720,DNge124,DNge124_L,1
11066,DNa13,descending_neuron,0,5,0,15105,DNg55,DNg55_M,1
11066,DNa13,descending_neuron,0,5,0,13852,DNge069,DNge069_R,1
11066,DNa13,descending_neuron,0,5,0,12787,DNge033,DNge033_R,1
11066,DNa13,descending_neuron,0,5,0,12794,DNg44,DNg44_R,1
11066,DNa13,descending_neuron,0,5,0,10601,DNpe025,DNpe025(PVLP145)_R,1
11066,DNa13,descending_neuron,0,5,0,10873,DNg39,DNg39_R,1
11066,DNa13,descending_neuron,0,5,0,10968,DNp34,DNp34_L,1
11066,DNa13,descending_neuron,0,5,0,12223,DNpe027,DNpe027(PS166)_R,1
11066,DNa13,descending_neuron,0,5,0,12435,DNp67,DNp67(CL139)_R,1
11066,DNa13,descending_neuron,0,5,0,11713,DNg101,DNg101_R,1
11066,DNa13,descending_neuron,0,5,0,11820,DNge123,DNge123_L,1
11066,DNa13,descending_neuron,0,5,0,11951,DNg38,DNg38_R,1
11066,DNa13,descending_neuron,0,5,0,12039,DNge135,DNge135_R,1
11066,DNa13,descending_neuron,0,5,0,12175,DNge099,DNge099_R,1
11066,DNa13,descending_neuron,0,5,0,11563,DNae001,DNae001(DNa01)_R,1
11066,DNa13,descending_neuron,0,5,0,10151,DNge103,DNge103_R,1
11066,DNa13,descending_neuron,0,5,0,11158,DNge026,DNge026_R,1
11066,DNa13,descending_neuron,0,5,0,11177,DNp09,DNp09_R,1
11066,DNa13,descending_neuron,0,5,0,11256,DNge040,DNge040_R,1
11066,DNa13,descending_neuron,0,5,0,10245,DNp36,DNp36(CL342)_R,1
11066,DNa13,descending_neuron,0,5,0,10274,DNg108,DNg108_L,1
11066,DNa13,descending_neuron,0,5,0,10304,DNge041,DNge041_R,1
11053,LPsP,cb_intrinsic,0,0,1,10342,DNc02,DNc02(SIFa)_R,1
11032,SMP147,cb_intrinsic,1,0,0,523769,DNa02,DNa02_L,1
11032,SMP147,cb_intrinsic,1,0,0,11505,DNp54,DNp54(PS163)_R,1
11032,SMP147,cb_intrinsic,1,0,0,10063,DNp27,DNp27_R,1
11028,DNb09,descending_neuron,17,111,0,803433,DNp57,DNp57(PS195)_R,1
11028,DNb09,descending_neuron,17,111,0,524146,"DNp51,DNpe019","DNp51,DNpe019(PS296)_R",1
11028,DNb09,descending_neuron,17,111,0,524968,DNp32,DNp32_R,1
11028,DNb09,descending_neuron,17,111,0,521624,DNpe023,DNpe023(LAL201)_R,1
11028,DNb09,descending_neuron,17,111,0,25802,DNge092,DNge092_R,1
11028,DNb09,descending_neuron,17,111,0,39640,DNge126,DNge126_R,1
11028,DNb09,descending_neuron,17,111,0,40447,DNg79,DNg79_L,1
11028,DNb09,descending_neuron,17,111,0,40623,DNg18_b,DNg18_b_R,1
11028,DNb09,descending_neuron,17,111,0,33037,DNp69,DNp69(CL304)_L,1
11028,DNb09,descending_neuron,17,111,0,15457,DNpe004,DNpe004_R,1
11028,DNb09,descending_neuron,17,111,0,22462,DNg02_g,DNg02_g_R,1
11028,DNb09,descending_neuron,17,111,0,14141,DNg42,DNg42_R,1
11028,DNb09,descending_neuron,17,111,0,12512,DNge010,DNge010_R,1
11028,DNb09,descending_neuron,17,111,0,10924,DNa04,DNa04(PS015)_R,1
11028,DNb09,descending_neuron,17,111,0,11223,DNg79,DNg79_L,1
11028,DNb09,descending_neuron,17,111,0,11297,DNbe003,DNbe003(hb5813024933)_R,1
11028,DNb09,descending_neuron,17,111,0,11298,DNp49,DNp49_R,1
11028,DNb09,descending_neuron,17,111,0,12030,DNg91,DNg91(hb1626948732)_R,1
11028,DNb09,descending_neuron,17,111,0,11466,DNge149,DNge149_M,1
11028,DNb09,descending_neuron,17,111,0,10281,DNg108,DNg108_R,1
11028,DNb09,descending_neuron,17,111,0,10440,DNg16,DNg16_R,1
11028,DNb09,descending_neuron,17,111,0,10700,DNpe001,DNpe001(IB111)_L,1
11028,DNb09,descending_neuron,17,111,0,10104,aSP22,aSP22(DNa12)_R,1
11028,DNb09,descending_neuron,17,111,0,10048,DNp18,DNp18_L,1
11026,LAL009,cb_intrinsic,110,0,5,803433,DNp57,DNp57(PS195)_R,1
11026,LAL009,cb_intrinsic,110,0,5,521317,DNp104,DNp104(CL324)_R,1
11026,LAL009,cb_intrinsic,110,0,5,516170,DNa13,DNa13(LAL041)_R,1
11026,LAL009,cb_intrinsic,110,0,5,17331,DNg02_d,DNg02_d_R,1
11026,LAL009,cb_intrinsic,110,0,5,10460,DNa09,DNa09_R,1
11026,LAL009,cb_intrinsic,110,0,5,11610,DNae007,DNae007(VES009)_R,1
11026,LAL009,cb_intrinsic,110,0,5,12714,DNb07,DNb07(PS067)_R,1
11012,LAL157,cb_intrinsic,0,0,1,14264,DNde003,DNde003(LAL107)_R,1
11012,LAL157,cb_intrinsic,0,0,1,11625,DNae005,DNae005(VES009)_R,1
11012,LAL157,cb_intrinsic,0,0,1,13805,DNg97,DNg97_L,1
11012,LAL157,cb_intrinsic,0,0,1,12995,DNde003,DNde003(LAL106)_R,1
11004,LAL194,cb_intrinsic,106,0,0,802893,DNpe016,DNpe016(PS211)_L,1
11004,LAL194,cb_intrinsic,106,0,0,11797,DNge041,DNge041_L,1
11004,LAL194,cb_intrinsic,106,0,0,11002,DNae002,DNae002(DNa04)_L,1
11004,LAL194,cb_intrinsic,106,0,0,10442,DNa01,DNa01(VES006)_L,1
11002,DNae002,descending_neuron,145,0,0,519624,DNa03,DNa03_L,1
11002,DNae002,descending_neuron,145,0,0,302599,DNg02_c,DNg02_c_L,1
11002,DNae002,descending_neuron,145,0,0,42178,DNg110,DNg110_L,1
11002,DNae002,descending_neuron,145,0,0,27144,DNge092,DNge092_L,1
11002,DNae002,descending_neuron,145,0,0,24517,DNg53,DNg53_L,1
11002,DNae002,descending_neuron,145,0,0,21122,DNg02_a,DNg02_a_L,1
11002,DNae002,descending_neuron,145,0,0,12485,DNge125,DNge125_R,1
11002,DNae002,descending_neuron,145,0,0,12762,DNp41,DNp41(hb1344695030)_L,1
11002,DNae002,descending_neuron,145,0,0,12801,DNa05,DNa05(PS028)_L,1
11002,DNae002,descending_neuron,145,0,0,13030,DNge006,DNge006_L,1
11002,DNae002,descending_neuron,145,0,0,13295,DNge033,DNge033_L,1
11002,DNae002,descending_neuron,145,0,0,13568,DNg41,DNg41_L,1
11002,DNae002,descending_neuron,145,0,0,12069,DNp15,DNp15_L,1
11002,DNae002,descending_neuron,145,0,0,11075,DNg99,DNg99_L,1
11002,DNae002,descending_neuron,145,0,0,11232,DNde003,DNde003(LAL106)_L,1
11002,DNae002,descending_neuron,145,0,0,11513,DNp07,DNp07_R,1
11002,DNae002,descending_neuron,145,0,0,11554,DNp63,DNp63(PS113)_L,1
11002,DNae002,descending_neuron,145,0,0,11955,DNae010,DNae010(PS016)_L,1
11002,DNae002,descending_neuron,145,0,0,10952,DNge107,DNge107_L,1
11002,DNae002,descending_neuron,145,0,0,10989,DNp03,DNp03_R,1
11002,DNae002,descending_neuron,145,0,0,11020,DNp05,DNp05_R,1
11002,DNae002,descending_neuron,145,0,0,10341,DNp19,DNp19_L,1
11002,DNae002,descending_neuron,145,0,0,10411,DNb09,DNb09(DNb01)_R,1
10975,DNa03,descending_neuron,217,741,0,512006,DNg13,DNg13_R,1
10975,DNa03,descending_neuron,217,741,0,22158,DNpe012_b,DNpe012_b(DNp16)_R,1
10975,DNa03,descending_neuron,217,741,0,18607,DNpe037,DNpe037(CL338)_R,1
10975,DNa03,descending_neuron,217,741,0,14141,DNg42,DNg42_R,1
10975,DNa03,descending_neuron,217,741,0,14332,DNae006,DNae006(PS045)_R,1
10975,DNa03,descending_neuron,217,741,0,14832,"DNp51,DNpe019","DNp51,DNpe019(PS296)_R",1
10975,DNa03,descending_neuron,217,741,0,12044,DNb08,DNb08(VES082)_R,1
10975,DNa03,descending_neuron,217,741,0,12075,DNb08,DNb08(VES083)_R,1
10975,DNa03,descending_neuron,217,741,0,12787,DNge033,DNge033_R,1
10975,DNa03,descending_neuron,217,741,0,11770,DNae010,DNae010(PS016)_R,1
10975,DNa03,descending_neuron,217,741,0,10724,DNp62,DNp62(DSKMP1B)_L,1
10975,DNa03,descending_neuron,217,741,0,10838,DNde005,DNde005(VES028)_R,1
10975,DNa03,descending_neuron,217,741,0,10985,DNbe004,DNbe004(PS066)_R,1
10975,DNa03,descending_neuron,217,741,0,11505,DNp54,DNp54(PS163)_R,1
10975,DNa03,descending_neuron,217,741,0,10654,DNb01,DNb01_L,1
10975,DNa03,descending_neuron,217,741,0,10672,DNae009,DNae009(PS009)_R,1
10975,DNa03,descending_neuron,217,741,0,11373,DNp102,DNp102(PS212)_R,1
10975,DNa03,descending_neuron,217,741,0,11410,DNpe023,DNpe023(LAL201)_L,1
10975,DNa03,descending_neuron,217,741,0,10582,DNge040,DNge040_L,1
10975,DNa03,descending_neuron,217,741,0,10562,DNp26,DNp26_L,1
10975,DNa03,descending_neuron,217,741,0,10151,DNge103,DNge103_R,1
10969,ExR4,cb_intrinsic,2,0,6,10971,DNa11,DNa11(VES008)_L,1
10963,SMP543,cb_intrinsic,0,15,0,525454,DNg74_b,DNg74_b_R,1
10963,SMP543,cb_intrinsic,0,15,0,525960,DNa13,DNa13(LAL041)_L,1
10963,SMP543,cb_intrinsic,0,15,0,188947,DNg60,DNg60_R,1
10963,SMP543,cb_intrinsic,0,15,0,36102,DNge136,DNge136_L,1
10963,SMP543,cb_intrinsic,0,15,0,18122,DNg77,DNg77_L,1
10963,SMP543,cb_intrinsic,0,15,0,13509,DNa08,DNa08_L,1
10963,SMP543,cb_intrinsic,0,15,0,13514,DNae008,DNae008(PS012)_R,1
10963,SMP543,cb_intrinsic,0,15,0,13585,DNg34,DNg34_R,1
10963,SMP543,cb_intrinsic,0,15,0,12348,MDN,MDN_L,1
10963,SMP543,cb_intrinsic,0,15,0,12771,DNge135,DNge135_L,1
10963,SMP543,cb_intrinsic,0,15,0,12885,DNpe020,DNpe020(PS133)_M,1
10963,SMP543,cb_intrinsic,0,15,0,12027,DNp101,DNp101(CL334)_L,1
10963,SMP543,cb_intrinsic,0,15,0,12133,DNbe005,DNbe005(PS069)_L,1
10963,SMP543,cb_intrinsic,0,15,0,11851,(untyped),,1
10963,SMP543,cb_intrinsic,0,15,0,11380,DNp14,DNp14(SMP585)_L,1
10963,SMP543,cb_intrinsic,0,15,0,11466,DNge149,DNge149_M,1
10963,SMP543,cb_intrinsic,0,15,0,11116,pIP10,pIP10_R,1
10963,SMP543,cb_intrinsic,0,15,0,11198,DNg19,DNg19_R,1
10963,SMP543,cb_intrinsic,0,15,0,11310,DNge048,DNge048_R,1
10963,SMP543,cb_intrinsic,0,15,0,10727,DNpe002,DNpe002(VES068)_L,1
10963,SMP543,cb_intrinsic,0,15,0,10734,DNg93,DNg93_L,1
10963,SMP543,cb_intrinsic,0,15,0,10717,DNg93,DNg93_R,1
10963,SMP543,cb_intrinsic,0,15,0,10577,DNg96,DNg96_R,1
10963,SMP543,cb_intrinsic,0,15,0,10654,DNb01,DNb01_L,1
10963,SMP543,cb_intrinsic,0,15,0,10221,DNge037,DNge037_L,1
10963,SMP543,cb_intrinsic,0,15,0,10394,DNg98,DNg98_L,1
10963,SMP543,cb_intrinsic,0,15,0,10090,aSP22,aSP22(DNa12)_L,1
10875,AOTU042,cb_intrinsic,653,51,0,11028,DNb09,DNb09(DNb01)_L,1
10875,AOTU042,cb_intrinsic,653,51,0,11111,DNbe003,DNbe003(hb5813024933)_L,1
10875,AOTU042,cb_intrinsic,653,51,0,10384,DNp63,DNp63(PS113)_R,1
10875,AOTU042,cb_intrinsic,653,51,0,10245,DNp36,DNp36(CL342)_R,1
10875,AOTU042,cb_intrinsic,653,51,0,10045,DNg100,DNg100_L,1
10868,LAL083,cb_intrinsic,302,0,0,516170,DNa13,DNa13(LAL041)_R,1
10868,LAL083,cb_intrinsic,302,0,0,68005,DNg82,DNg82_L,1
10868,LAL083,cb_intrinsic,302,0,0,21149,DNg107,DNg107_L,1
10868,LAL083,cb_intrinsic,302,0,0,14234,DNg64,DNg64_L,1
10868,LAL083,cb_intrinsic,302,0,0,11424,DNge026,DNge026_L,1
10868,LAL083,cb_intrinsic,302,0,0,11500,DNge043,DNge043(hb1499778528)_R,1
10868,LAL083,cb_intrinsic,302,0,0,13295,DNge033,DNge033_L,1
10868,LAL083,cb_intrinsic,302,0,0,13568,DNg41,DNg41_L,1
10868,LAL083,cb_intrinsic,302,0,0,10895,DNg90,DNg90(hb1467707486)_R,1
10868,LAL083,cb_intrinsic,302,0,0,12982,DNg91,DNg91_L,1
10868,LAL083,cb_intrinsic,302,0,0,11944,DNpe026,DNpe026(CL202)_L,1
10868,LAL083,cb_intrinsic,302,0,0,11955,DNae010,DNae010(PS016)_L,1
10868,LAL083,cb_intrinsic,302,0,0,12044,DNb08,DNb08(VES082)_R,1
10868,LAL083,cb_intrinsic,302,0,0,12189,DNb08,DNb08(VES083)_L,1
10868,LAL083,cb_intrinsic,302,0,0,10759,DNb01,DNb01_R,1
10868,LAL083,cb_intrinsic,302,0,0,10834,DNpe013,DNpe013(PS168)_L,1
10868,LAL083,cb_intrinsic,302,0,0,10030,pIP1,pIP1_L,1
10868,LAL083,cb_intrinsic,302,0,0,10295,DNg34,DNg34_L,1
10868,LAL083,cb_intrinsic,302,0,0,10296,DNge054,DNge054_R,1
10842,CB0429,descending_neuron,41,0,2,800099,DNge079,DNge079_L,1
10842,CB0429,descending_neuron,41,0,2,525454,DNg74_b,DNg74_b_R,1
10842,CB0429,descending_neuron,41,0,2,522345,DNpe037,DNpe037(CL338)_L,1
10842,CB0429,descending_neuron,41,0,2,519337,DNge120,DNge120_R,1
10842,CB0429,descending_neuron,41,0,2,94838,DNg03,DNg03_L,1
10842,CB0429,descending_neuron,41,0,2,16856,DNge134,DNge134_R,1
10842,CB0429,descending_neuron,41,0,2,18122,DNg77,DNg77_L,1
10842,CB0429,descending_neuron,41,0,2,15825,DNg21,DNg21_R,1
10842,CB0429,descending_neuron,41,0,2,15833,DNp52,DNp52(CRE101)_R,1
10842,CB0429,descending_neuron,41,0,2,13815,DNpe026,DNpe026(CL202)_R,1
10842,CB0429,descending_neuron,41,0,2,14264,DNde003,DNde003(LAL107)_R,1
10842,CB0429,descending_neuron,41,0,2,13268,DNg52,DNg52_R,1
10842,CB0429,descending_neuron,41,0,2,13509,DNa08,DNa08_L,1
10842,CB0429,descending_neuron,41,0,2,12619,DNge007,DNge007_L,1
10842,CB0429,descending_neuron,41,0,2,12750,DNge136,DNge136_R,1
10842,CB0429,descending_neuron,41,0,2,12831,DNpe030,DNpe030_L,1
10842,CB0429,descending_neuron,41,0,2,12941,DNge137,DNge137_R,1
10842,CB0429,descending_neuron,41,0,2,12177,DNpe050,DNpe050(CL341)_R,1
10842,CB0429,descending_neuron,41,0,2,12374,DNge140,DNge140_R,1
10842,CB0429,descending_neuron,41,0,2,11632,DNpe052,DNpe052(AVLP564)_R,1
10842,CB0429,descending_neuron,41,0,2,11713,DNg101,DNg101_R,1
10842,CB0429,descending_neuron,41,0,2,11742,DNp104,DNp104(CL324)_L,1
10842,CB0429,descending_neuron,41,0,2,11302,DNg104,DNg104_R,1
10842,CB0429,descending_neuron,41,0,2,11392,DNa08,DNa08_R,1
10842,CB0429,descending_neuron,41,0,2,11475,DNg27,DNg27_L,1
10842,CB0429,descending_neuron,41,0,2,11486,DNd03,DNd03_L,1
10842,CB0429,descending_neuron,41,0,2,10967,DNg70,DNg70_R,1
10842,CB0429,descending_neuron,41,0,2,10979,DNge103,DNge103_L,1
10842,CB0429,descending_neuron,41,0,2,11121,DNp52,DNp52(CRE101)_L,1
10842,CB0429,descending_neuron,41,0,2,11233,DNa11,DNa11(VES008)_R,1
10842,CB0429,descending_neuron,41,0,2,10724,DNp62,DNp62(DSKMP1B)_L,1
10842,CB0429,descending_neuron,41,0,2,10552,DNp29,DNp29(NPFP1)_L,1
10842,CB0429,descending_neuron,41,0,2,10245,DNp36,DNp36(CL342)_R,1
10842,CB0429,descending_neuron,41,0,2,10361,DNg40,DNg40(hb5813056435)_L,1
10842,CB0429,descending_neuron,41,0,2,10366,DNp59,DNp59(CL247)_R,1
10830,LAL159,cb_intrinsic,12,99,0,521624,DNpe023,DNpe023(LAL201)_R,1
10830,LAL159,cb_intrinsic,12,99,0,519624,DNa03,DNa03_L,1
10830,LAL159,cb_intrinsic,12,99,0,519228,DNae005,DNae005(VES009)_L,1
10830,LAL159,cb_intrinsic,12,99,0,14989,DNge127,DNge127_L,1
10830,LAL159,cb_intrinsic,12,99,0,14067,DNpe003,DNpe003(VES081)_L,1
10830,LAL159,cb_intrinsic,12,99,0,12995,DNde003,DNde003(LAL106)_R,1
10830,LAL159,cb_intrinsic,12,99,0,12039,DNge135,DNge135_R,1
10830,LAL159,cb_intrinsic,12,99,0,11610,DNae007,DNae007(VES009)_R,1
10830,LAL159,cb_intrinsic,12,99,0,11121,DNp52,DNp52(CRE101)_L,1
10830,LAL159,cb_intrinsic,12,99,0,11246,DNbe006,DNbe006_L,1
10830,LAL159,cb_intrinsic,12,99,0,10030,pIP1,pIP1_L,1
10830,LAL159,cb_intrinsic,12,99,0,10045,DNg100,DNg100_L,1
10812,DH44,cb_endocrine,0,1,0,12665,DNg26,DNg26_L,1
10763,MDN,descending_neuron,0,30,0,523769,DNa02,DNa02_L,1
10763,MDN,descending_neuron,0,30,0,531859,DNpe022,DNpe022(PS271)_L,1
10763,MDN,descending_neuron,0,30,0,516170,DNa13,DNa13(LAL041)_R,1
10763,MDN,descending_neuron,0,30,0,519410,DNp34,DNp34_R,1
10763,MDN,descending_neuron,0,30,0,188947,DNg60,DNg60_R,1
10763,MDN,descending_neuron,0,30,0,256420,DNge050,DNge050_R,1
10763,MDN,descending_neuron,0,30,0,312712,DNde003,DNde003(LAL107)_L,1
10763,MDN,descending_neuron,0,30,0,512006,DNg13,DNg13_R,1
10763,MDN,descending_neuron,0,30,0,29086,DNge023,DNge023_L,1
10763,MDN,descending_neuron,0,30,0,12000,DNge099,DNge099_L,1
10763,MDN,descending_neuron,0,30,0,12771,DNge135,DNge135_L,1
10763,MDN,descending_neuron,0,30,0,13445,DNge046,DNge046_L,1
10763,MDN,descending_neuron,0,30,0,16856,DNge134,DNge134_R,1
10763,MDN,descending_neuron,0,30,0,11706,DNg111,DNg111(hb1573072464)_R,1
10763,MDN,descending_neuron,0,30,0,11713,DNg101,DNg101_R,1
10763,MDN,descending_neuron,0,30,0,11256,DNge040,DNge040_R,1
10763,MDN,descending_neuron,0,30,0,11310,DNge048,DNge048_R,1
10763,MDN,descending_neuron,0,30,0,11466,DNge149,DNge149_M,1
10763,MDN,descending_neuron,0,30,0,11563,DNae001,DNae001(DNa01)_R,1
10763,MDN,descending_neuron,0,30,0,11596,DNpe022,DNpe022(PS271)_R,1
10763,MDN,descending_neuron,0,30,0,11598,DNg31,DNg31_L,1
10763,MDN,descending_neuron,0,30,0,11613,DNp45,DNp45(PVLP117)_L,1
10763,MDN,descending_neuron,0,30,0,11006,DNge129,DNge129_L,1
10763,MDN,descending_neuron,0,30,0,11111,DNbe003,DNbe003(hb5813024933)_L,1
10763,MDN,descending_neuron,0,30,0,13585,DNg34,DNg34_R,1
10763,MDN,descending_neuron,0,30,0,10216,DNge037,DNge037_R,1
10763,MDN,descending_neuron,0,30,0,10218,DNg35,DNg35_R,1
10763,MDN,descending_neuron,0,30,0,10411,DNb09,DNb09(DNb01)_R,1
10763,MDN,descending_neuron,0,30,0,10440,DNg16,DNg16_R,1
10763,MDN,descending_neuron,0,30,0,10504,DNp62,DNp62(DSKMP1B)_R,1
10759,DNb01,descending_neuron,309,0,0,801976,DNpe032,DNpe032(PS216)_R,1
10759,DNb01,descending_neuron,309,0,0,802893,DNpe016,DNpe016(PS211)_L,1
10759,DNb01,descending_neuron,309,0,0,523769,DNa02,DNa02_L,1
10759,DNb01,descending_neuron,309,0,0,521262,DNae002,DNae002(DNa04)_R,1
10759,DNb01,descending_neuron,309,0,0,520485,DNpe016,DNpe016(PS211)_R,1
10759,DNb01,descending_neuron,309,0,0,521190,DNae007,DNae007(VES009)_L,1
10759,DNb01,descending_neuron,309,0,0,519228,DNae005,DNae005(VES009)_L,1
10759,DNb01,descending_neuron,309,0,0,513711,DNa09,DNa09_L,1
10759,DNb01,descending_neuron,309,0,0,240034,DNg01_d,DNg01_d_L,1
10759,DNb01,descending_neuron,309,0,0,309831,DNg01_unclear,DNg01_unclear_L,1
10759,DNb01,descending_neuron,309,0,0,161406,"DNp51,DNpe019","DNp51,DNpe019(PS296)_L",1
10759,DNb01,descending_neuron,309,0,0,24987,DNpe012_b,DNpe012_b(PS227)_L,1
10759,DNb01,descending_neuron,309,0,0,25357,DNg02_d,DNg02_d_L,1
10759,DNb01,descending_neuron,309,0,0,19871,DNg06,DNg06_L,1
10759,DNb01,descending_neuron,309,0,0,19960,DNa07,DNa07_L,1
10759,DNb01,descending_neuron,309,0,0,29310,DNg06,DNg06_L,1
10759,DNb01,descending_neuron,309,0,0,13805,DNg97,DNg97_L,1
10759,DNb01,descending_neuron,309,0,0,12133,DNbe005,DNbe005(PS069)_L,1
10759,DNb01,descending_neuron,309,0,0,16369,DNg01_b,DNg01_b_R,1
10759,DNb01,descending_neuron,309,0,0,17199,DNg82,DNg82_L,1
10759,DNb01,descending_neuron,309,0,0,10249,DNp31,DNp31_L,1
10759,DNb01,descending_neuron,309,0,0,10341,DNp19,DNp19_L,1
10759,DNb01,descending_neuron,309,0,0,10447,DNge138,DNge138_M,1
10759,DNb01,descending_neuron,309,0,0,10885,DNg88,DNg88_L,1
10759,DNb01,descending_neuron,309,0,0,10971,DNa11,DNa11(VES008)_L,1
10759,DNb01,descending_neuron,309,0,0,11075,DNg99,DNg99_L,1
10759,DNb01,descending_neuron,309,0,0,11246,DNbe006,DNbe006_L,1
10759,DNb01,descending_neuron,309,0,0,11373,DNp102,DNp102(PS212)_R,1
10759,DNb01,descending_neuron,309,0,0,11916,DNbe005,DNbe005(PS069)_R,1
10759,DNb01,descending_neuron,309,0,0,10090,aSP22,aSP22(DNa12)_L,1
10725,LAL047,cb_intrinsic,0,0,2137,10649,DNp38,DNp38_L,1
